,2011-03-31,2011-06-30,2011-09-30
AccountsPayableCurrent,383500000.000,396100000.000,378800000.000
AccountsReceivableNetCurrent,799800000.000,876200000.000,900800000.000
AccrualForEnvironmentalLossContingenciesGross,,2100000.000,2200000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,288100000.000,174900000.000
AdditionalPaidInCapitalCommonStock,,810000000.000,813100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,11200000.000,12100000.000,15600000.000
Assets,5267600000.000,5444200000.000,5379500000.000
AssetsCurrent,1500800000.000,1617200000.000,1662200000.000
AssetsFairValueDisclosure,,2400000.000,3100000.000
BankOverdrafts,,24500000.000,26600000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,1100000.000,-5000000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,6000000.000,6600000.000
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,6000000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,3300000.000,3300000.000
BusinessCombinationSeparatelyRecognizedTransactionsLiabilitiesRecognized,,,1100000.000
CashAndCashEquivalentsAtCarryingValue,118700000.000,82700000.000,120800000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010
CommonStockSharesAuthorized,,500000000.000,500000000.000
CommonStockSharesIssued,,148311557.000,148335441.000
CommonStockValue,,1400000.000,1400000.000
DebtCurrent,,117200000.000,115200000.000
DeferredTaxLiabilitiesNoncurrent,272900000.000,273100000.000,283400000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,394000000.000,395500000.000,387100000.000
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,39800000.000
DerivativeFairValueOfDerivativeAsset,,1500000.000,1100000.000
DerivativeFairValueOfDerivativeLiability,,100000.000,
ForeignCurrencyContractAssetFairValueDisclosure,,1500000.000,1100000.000
ForeignCurrencyContractsLiabilityFairValueDisclosure,,100000.000,
Goodwill,1824900000.000,1842200000.000,1771500000.000
GoodwillGross,,2391300000.000,2320600000.000
GoodwillImpairedAccumulatedImpairmentLoss,,549100000.000,549100000.000
IntangibleAssetsNetExcludingGoodwill,1016600000.000,1007800000.000,993200000.000
InventoryFinishedGoods,287200000.000,315400000.000,310300000.000
InventoryNet,387500000.000,429200000.000,425100000.000
InventoryWorkInProcessAndRawMaterials,100300000.000,113800000.000,114800000.000
Liabilities,4377800000.000,4464200000.000,4439500000.000
LiabilitiesAndStockholdersEquity,5267600000.000,5444200000.000,5379500000.000
LiabilitiesCurrent,855500000.000,920200000.000,919500000.000
LiabilitiesFairValueDisclosure,,20500000.000,15700000.000
LongTermDebt,,2701000000.000,2675500000.000
LongTermDebtCurrent,,35500000.000,31000000.000
LongTermDebtFairValue,,2751100000.000,2813200000.000
LongTermDebtNoncurrent,2660700000.000,2665500000.000,2644500000.000
MinorityInterest,31500000.000,31400000.000,29500000.000
NotionalAmountOfDerivatives,,141300000.000,146400000.000
NotionalAmountOfNonderivativeInstrumentsDesignatedAsNetInvestmentHedges,,289300000.000,269700000.000
OtherAssetsNoncurrent,179500000.000,212700000.000,200500000.000
OtherLiabilitiesCurrent,378700000.000,406900000.000,425500000.000
OtherLiabilitiesNoncurrent,194700000.000,209900000.000,205000000.000
OtherLongTermDebt,,6900000.000,6500000.000
PreferredStockParOrStatedValuePerShare,,0.010,0.010
PreferredStockSharesAuthorized,,100000000.000,100000000.000
PreferredStockSharesIssued,,0.000,0.000
PropertyPlantAndEquipmentNet,745800000.000,764300000.000,752100000.000
RestructuringReserveCurrent,,16000000.000,12300000.000
RetainedEarningsAccumulatedDeficit,,120500000.000,192300000.000
ShortTermBankLoansAndNotesPayable,,57200000.000,57600000.000
ShortTermBorrowings,93300000.000,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound,,,0.000
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,8000000.000
StockholdersEquity,858300000.000,948600000.000,910500000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,889800000.000,980000000.000,940000000.000
TreasuryStockShares,,9535943.000,9535943.000
TreasuryStockValue,,211300000.000,211300000.000
UnrecognizedTaxBenefits,,17300000.000,
