,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1925000.000,849000.000,358000.000,1779000.000,734000.000,174000.000,2604000.000,1100000.000
AccruedEmployeeBenefitsCurrent,572000.000,1003000.000,1529000.000,965000.000,1448000.000,1698000.000,2084000.000,729000.000
AccruedLiabilitiesCurrent,2304000.000,2913000.000,7016000.000,5342000.000,6190000.000,13958000.000,5121000.000,4122000.000
AccruedProfessionalFeesCurrent,408000.000,415000.000,933000.000,540000.000,227000.000,324000.000,381000.000,278000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,53000.000,85000.000,122000.000,174000.000,164000.000,209000.000,252000.000,305000.000
AdditionalPaidInCapitalCommonStock,0.000,678255000.000,679528000.000,681003000.000,682337000.000,683710000.000,685272000.000,714230000.000
Assets,30263000.000,159356000.000,152768000.000,143436000.000,131694000.000,125066000.000,110973000.000,126350000.000
AssetsCurrent,26610000.000,158588000.000,151853000.000,142617000.000,131093000.000,124504000.000,110350000.000,125800000.000
AssetsFairValueDisclosureRecurring,25466000.000,155991000.000,148829000.000,139418000.000,128540000.000,121162000.000,107243000.000,123584000.000
AvailableForSaleSecuritiesCurrent,10028000.000,,,,,,,
Cash,587000.000,1542000.000,1576000.000,1653000.000,2210000.000,1720000.000,1964000.000,1629000.000
CashAndCashEquivalentsAtCarryingValue,15800000.000,157308000.000,150180000.000,140871000.000,130550000.000,122682000.000,109007000.000,125025000.000
CashUninsuredAmount,,,149900000.000,,,,108700000.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,481671.000,481671.000,,,,,
ClassOfWarrantOrRightOutstanding,884044.000,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,22126461.000,7746692.000,7746692.000,8832343.000,8787038.000,8656561.000,8636175.000,9801151.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,180000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,1616514.000,30058105.000,30058105.000,30174778.000,30220083.000,30350560.000,30370946.000,52268443.000
CommonStockSharesOutstanding,1616514.000,30058105.000,30058105.000,30174778.000,30220083.000,30350560.000,30370946.000,52268443.000
CommonStockValue,2000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,52000.000
ContractualObligation,12497000.000,11276000.000,,,,,,
ContractualObligationDueInFourthYear,255000.000,988000.000,,,,,,
ContractualObligationDueInSecondYear,5303000.000,5093000.000,,,,,,
ContractualObligationDueInThirdYear,4914000.000,4434000.000,,,,,,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,2025000.000,761000.000,,,,,,
DeferredIncomeTaxLiabilities,,,10000.000,,,,12000.000,
DeferredOfferingCosts,3053000.000,,,,,,,
DeferredTaxAssetsGross,3000.000,3000.000,28467000.000,,,,44488000.000,
DeferredTaxAssetsLiabilitiesNet,,,9000.000,,,,36000.000,
DeferredTaxAssetsNet,,,19000.000,,,,48000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,21482000.000,,,,35244000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,57000000.000,,,,97600000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,54500000.000,,,,53700000.000,
DeferredTaxAssetsOther,,,1649000.000,,,,1017000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,1900000.000,,,,2600000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,1923000.000,,,,2597000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,100000.000,,,,2291000.000,
DeferredTaxAssetsValuationAllowance,,,28448000.000,,,,44440000.000,
DeferredTaxLiabilitiesOther,,,10000.000,,,,12000.000,
DerivativeLiabilitiesNoncurrent,10641000.000,,,,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,0.000,,,0.000,0.000,0.000,0.000,0.000
FairValueAssetsLevel2ToLevel1TransfersAmount,0.000,10000000.000,10000000.000,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel1ToLevel2TransfersAmount,0.000,,,0.000,0.000,0.000,0.000,0.000
FairValueLiabilitiesLevel2ToLevel1TransfersAmount,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,0.000,,,,,,
Liabilities,14983000.000,3800000.000,7397000.000,7128000.000,6924000.000,14132000.000,7725000.000,5222000.000
LiabilitiesAndStockholdersEquity,30263000.000,159356000.000,152768000.000,143436000.000,131694000.000,125066000.000,110973000.000,126350000.000
LiabilitiesCurrent,4229000.000,3800000.000,7397000.000,7128000.000,6924000.000,14132000.000,7725000.000,5222000.000
MoneyMarketFundsAtCarryingValue,15213000.000,155766000.000,148604000.000,139218000.000,128340000.000,120962000.000,107043000.000,123396000.000
OperatingLeasesFutureMinimumPaymentsDue,824000.000,762000.000,628000.000,863000.000,792000.000,700000.000,609000.000,522000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,290000.000,,,,351000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,53000.000,53000.000,,66000.000,50000.000,50000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,319000.000,315000.000,48000.000,208000.000,209000.000,209000.000,50000.000,50000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,319000.000,315000.000,290000.000,356000.000,357000.000,354000.000,208000.000,208000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,133000.000,79000.000,,233000.000,176000.000,87000.000,,264000.000
OtherAccruedLiabilitiesCurrent,23000.000,27000.000,236000.000,229000.000,218000.000,179000.000,293000.000,158000.000
OtherAssetsCurrent,368000.000,194000.000,315000.000,341000.000,272000.000,411000.000,247000.000,341000.000
OtherAssetsNoncurrent,3256000.000,203000.000,349000.000,196000.000,200000.000,205000.000,223000.000,203000.000
OtherLiabilitiesCurrent,,38000.000,23000.000,7000.000,,,,
OtherLiabilitiesNoncurrent,113000.000,,,,,,,
OtherReceivablesNetCurrent,,,,303000.000,154000.000,453000.000,70000.000,57000.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,782000.000,1280000.000,1673000.000,1746000.000,543000.000,1822000.000,1343000.000,775000.000
PrepaidInsurance,,642000.000,480000.000,286000.000,84000.000,774000.000,511000.000,261000.000
PropertyPlantAndEquipmentGross,450000.000,650000.000,688000.000,797000.000,565000.000,566000.000,652000.000,652000.000
PropertyPlantAndEquipmentNet,397000.000,565000.000,566000.000,623000.000,401000.000,357000.000,400000.000,347000.000
RestrictedCashAndCashEquivalents,200000.000,200000.000,,,,,,
RestructuringReserveCurrent,,,,,2150000.000,1475000.000,763000.000,495000.000
RetainedEarningsAccumulatedDeficit,-282374000.000,-522729000.000,-534187000.000,-544725000.000,-557597000.000,-572806000.000,-582054000.000,-593154000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,4153460.000,4409724.000,6629163.000,6543654.000,7615052.000
StockholdersEquity,-282372000.000,155556000.000,145371000.000,136308000.000,124770000.000,110934000.000,103248000.000,121128000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,15280000.000,155556000.000,145371000.000,136308000.000,124770000.000,110934000.000,103248000.000,121128000.000
TemporaryEquityAggregateAmountOfRedemptionRequirement,295109000.000,,,,,,,
TemporaryEquityCarryingAmountAttributableToParent,297652000.000,,,,,,,
TemporaryEquityLiquidationPreference,110410000.000,,,,,,,
TemporaryEquitySharesAuthorized,136074466.000,,,,,,,
TemporaryEquitySharesIssued,17357903.000,,,,,,,
TemporaryEquitySharesOutstanding,17357903.000,,,,,,,
UnrecognizedTaxBenefits,,,232000.000,,,,311000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,0.000,,,,0.000,
