,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,18200000.000,34300000.000,32500000.000,28000000.000,27100000.000,27700000.000,25500000.000,26000000.000
AccountsPayableCurrent,143600000.000,167000000.000,155700000.000,147100000.000,161500000.000,217000000.000,181500000.000,167800000.000
AccountsPayableTradeCurrent,43700000.000,41700000.000,65100000.000,50000000.000,45900000.000,54000000.000,65700000.000,51500000.000
AccountsReceivableGross,,162500000.000,,,,197800000.000,,
AccountsReceivableNet,,155500000.000,,,,190900000.000,,
AccountsReceivableNetCurrent,175400000.000,155500000.000,181200000.000,131000000.000,145200000.000,190900000.000,218600000.000,157500000.000
AccrualForEnvironmentalLossContingencies,,4200000.000,,,,4700000.000,,
AccruedAdvertisingCurrent,30000000.000,29700000.000,36800000.000,15700000.000,15800000.000,16900000.000,16900000.000,8700000.000
AccruedEnvironmentalLossContingenciesCurrent,,1500000.000,,,,1100000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,833100000.000,865500000.000,725900000.000,738500000.000,740400000.000,734800000.000,659000000.000,656000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-79400000.000,-249300000.000,-251100000.000,-235300000.000,-240600000.000,-266100000.000,-286000000.000,-272000000.000
AdditionalPaidInCapitalCommonStock,,181700000.000,183200000.000,188700000.000,193300000.000,194600000.000,182600000.000,188300000.000
AllowanceForDoubtfulAccountsReceivable,,7000000.000,,,,6900000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,6400000.000,,6600000.000,5800000.000,5900000.000,,4900000.000,4900000.000
Assets,1117100000.000,1629600000.000,1617500000.000,1584400000.000,1596800000.000,1731500000.000,1682700000.000,1728000000.000
AssetsCurrent,661300000.000,1126500000.000,1086100000.000,1043400000.000,1062500000.000,889500000.000,874800000.000,922900000.000
BuildingsAndImprovementsGross,146100000.000,162800000.000,138300000.000,140200000.000,139800000.000,138200000.000,124100000.000,121400000.000
Cash,,502100000.000,,,,287300000.000,,
CashAndCashEquivalentsAtCarryingValue,82500000.000,502100000.000,556400000.000,576300000.000,567100000.000,287300000.000,297700000.000,372200000.000
CommonStockParOrStatedValuePerShare,,0.010,,,,0.010,,
CommonStockSharesAuthorized,,300000000.000,,,,300000000.000,,
CommonStockSharesIssued,,62195315.000,,,,62420421.000,,
CommonStockSharesOutstanding,,62195315.000,,,,,,
CommonStockValue,,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000,600000.000
ConstructionInProgressGross,21200000.000,12100000.000,15500000.000,19700000.000,19200000.000,16600000.000,16100000.000,16000000.000
DeferredCompensationLiabilityClassifiedNoncurrent,31500000.000,58500000.000,55300000.000,45200000.000,48000000.000,47600000.000,47000000.000,41100000.000
DeferredIncomeTaxLiabilities,,16200000.000,,,,81500000.000,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,46500000.000,,,,1600000.000,,
DeferredTaxAssetsGross,,184100000.000,,,,148800000.000,,
DeferredTaxAssetsLiabilitiesNet,,154300000.000,,,,47600000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,50100000.000,49600000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,74300000.000,113800000.000,160300000.000,163800000.000,162900000.000,63700000.000,40800000.000,43100000.000
DeferredTaxAssetsOther,,3900000.000,,,,13000000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,36200000.000,,,,41900000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,29600000.000,,,,26800000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,53500000.000,,,,45600000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,200000.000,,,,300000.000,,
DeferredTaxAssetsValuationAllowance,,13600000.000,,,,19700000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,62300000.000,,
DeferredTaxLiabilitiesNoncurrent,,,10500000.000,9300000.000,9500000.000,16100000.000,,
DeferredTaxLiabilitiesOther,,0.000,,,,3000000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,16200000.000,,,,16200000.000,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,88000000.000,,,,99000000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,11.600,,,
DueFromRelatedPartiesCurrent,,30400000.000,17500000.000,6500000.000,2600000.000,0.000,,
EmployeeRelatedLiabilitiesCurrent,34300000.000,39500000.000,22600000.000,36700000.000,45400000.000,59300000.000,28400000.000,36400000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,2800000.000,5400000.000,8400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,100800000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,11200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,11100000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,11200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,11200000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,11200000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,159500000.000,159500000.000,159500000.000
FiniteLivedIntangibleAssetsNet,0.000,0.000,0.000,0.000,0.000,156700000.000,154100000.000,151100000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,3600000.000,,3500000.000,2500000.000,-100000.000,,3500000.000,900000.000
Goodwill,38700000.000,38100000.000,37700000.000,37500000.000,36800000.000,229700000.000,228900000.000,229200000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,77700000.000,76300000.000,77100000.000,77700000.000,77500000.000,78000000.000,77000000.000,77800000.000
IntangibleAssetsNetExcludingGoodwill,77700000.000,76300000.000,77100000.000,77700000.000,77500000.000,234700000.000,231100000.000,228900000.000
IntangibleAssetsNetIncludingGoodwill,116400000.000,,114800000.000,115200000.000,114300000.000,,460000000.000,458100000.000
InventoryFinishedGoodsNetOfReserves,145100000.000,170500000.000,118300000.000,135000000.000,134400000.000,171100000.000,130100000.000,153400000.000
InventoryNet,276300000.000,275900000.000,209000000.000,218000000.000,231900000.000,289200000.000,231600000.000,277500000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,36100000.000,32400000.000,29700000.000,27900000.000,28500000.000,46100000.000,39200000.000,37100000.000
InventoryWorkInProcessNetOfReserves,95100000.000,73000000.000,61000000.000,55100000.000,69000000.000,72000000.000,62300000.000,87000000.000
Land,10000000.000,10000000.000,9800000.000,9800000.000,9800000.000,9800000.000,8900000.000,4700000.000
Liabilities,1414000000.000,1689700000.000,1650000000.000,1594600000.000,1599600000.000,1761500000.000,1665400000.000,1661200000.000
LiabilitiesAndStockholdersEquity,1117100000.000,1629600000.000,1617500000.000,1584400000.000,1596800000.000,1731500000.000,1682700000.000,1728000000.000
LiabilitiesCurrent,344900000.000,467800000.000,446800000.000,400200000.000,406800000.000,533100000.000,458300000.000,471400000.000
LiabilitiesOtherThanLongtermDebtNoncurrent,74100000.000,226900000.000,219500000.000,211400000.000,210400000.000,246700000.000,226000000.000,210000000.000
LongTermDebt,999000000.000,998000000.000,999000000.000,998000000.000,997000000.000,996000000.000,995000000.000,994000000.000
LongTermDebtCurrent,4000000.000,3000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,979000000.000,980000000.000,979000000.000,978.000,977.000,976000000.000,975.000,974.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,4000000.000,3000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000
