,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesAndOtherLiabilities,898396000.000,940691000.000,1387240000.000,1474067000.000,1206612000.000,1360698000.000,1463688000.000,1185848000.000,1331690000.000,1439023000.000,1521654000.000,1206133000.000,1186776000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,858387000.000,,,,999966000.000,,,,1163584000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-71547000.000,-58295000.000,-73846000.000,-51357000.000,-27654000.000,-64672000.000,-37789000.000,-99307000.000,-31946000.000,-20500000.000,-46644000.000,-168252000.000,-150781000.000
AdditionalCollateralAggregateFairValue,3000000.000,3000000.000,4000000.000,4000000.000,4000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,0.000
AdditionalPaidInCapital,15383954000.000,15383867000.000,15333316000.000,15285991000.000,15278877000.000,15245414000.000,15246072000.000,15188474000.000,15180284000.000,15022974000.000,15020937000.000,14985673000.000,14982125000.000
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,,,,1500000000.000,,,,1600000000.000,,,,1900000000.000,
Assets,74957227000.000,75747100000.000,79192189000.000,83152427000.000,85475741000.000,88470749000.000,89360000000.000,89965080000.000,92152260000.000,91753156000.000,89356838000.000,87079953000.000,87309233000.000
AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,,,,,,4747554000.000,,,,,,,
AvailableForSaleSecurities,8533722000.000,8972237000.000,9326413000.000,10237275000.000,10101828000.000,10392484000.000,10803660000.000,11050520000.000,11265797000.000,11359159000.000,11516885000.000,11665055000.000,11846618000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,90274000.000,102403000.000,113530000.000,64659000.000,82197000.000,29432000.000,84243000.000,94201000.000,66444000.000,20825000.000,25919000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,70082000.000,56837000.000,36006000.000,58469000.000,34057000.000,91612000.000,47051000.000,41762000.000,55154000.000,189748000.000,152091000.000
AvailableForSaleSecuritiesAmortizedCost,8505213000.000,8924738000.000,9306221000.000,10191709000.000,10024304000.000,10386294000.000,10755520000.000,11112700000.000,11228605000.000,11306720000.000,11505595000.000,11833978000.000,11972790000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,35953000.000,51097000.000,60610000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,55154000.000,189748000.000,152091000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,3718015000.000,3410551000.000,4393711000.000,3880145000.000,3695335000.000,5826647000.000,4055185000.000,8288927000.000,4303509000.000,4548496000.000,5820044000.000,8996631000.000,8650574000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,19201000.000,138651000.000,91481000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,3143831000.000,801134000.000,1932447000.000,1643701000.000,1810115000.000,3970808000.000,2071900000.000,6026410000.000,1667887000.000,1856221000.000,3008056000.000,6234690000.000,5533529000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,574184000.000,2609417000.000,2461264000.000,2236444000.000,1885220000.000,1855839000.000,1983285000.000,2262517000.000,2635622000.000,2692275000.000,2811988000.000,2761941000.000,3117045000.000
