,2013-06-30,2013-09-30,2013-12-31,2014-09-30,2014-11-30,2015-02-28,2015-05-31,2015-11-30,2016-05-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,200.000,,,4100.000,58692.000,88130.000,55462.000,65388.000,163793.000,160467.000,214673.000,89779.000
AccountsPayableOtherCurrent,,,,,,,,,,,14478.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,21123.000,
AccountsReceivableNetCurrent,,,,,,,,,,58897.000,35460.000,114822.000
AccruedBonusesCurrent,,,,,,,,150000.000,,,,
AccruedLiabilitiesCurrent,,,,,48361.000,13208.000,25584.000,,,,,
AccruedSalariesCurrent,,,,,,,,59745.000,272646.000,479021.000,534227.000,525605.000
AcquisitionCostsCumulative,,,,,,,,,,,,200000.000
AdditionalPaidInCapital,43950.000,43950.000,43950.000,51950.000,445166.000,667180.000,1116290.000,1641815.000,2071023.000,2462572.000,2621427.000,2745997.000
AdvancesToAffiliate,,,,,28000.000,44816.000,,2680.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,0.000,0.000,0.000
Assets,28650.000,14500.000,1700.000,100.000,513978.000,339755.000,375003.000,403938.000,313178.000,947462.000,846870.000,426002.000
AssetsCurrent,28300.000,,400.000,100.000,270158.000,48946.000,87205.000,97163.000,12423.000,652727.000,555147.000,130337.000
CashAndCashEquivalentsAtCarryingValue,28300.000,14500.000,400.000,100.000,171720.000,4130.000,8387.000,66269.000,12423.000,555648.000,492181.000,15515.000
CommitmentsAndContingencies,,,0.000,0.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,65000000.000,65000000.000,65000000.000,520000000.000,75000000.000,520000000.000,520000000.000,520000000.000,520000000.000,520000000.000,520000000.000,520000000.000
CommonStockSharesIssued,3050000.000,3050000.000,3050000.000,24400000.000,45817802.000,70303802.000,140807116.000,140913098.000,140943177.000,141347173.000,141347173.000,141347173.000
CommonStockSharesOutstanding,3050000.000,3050000.000,3050000.000,24400000.000,115000.000,70303802.000,140807116.000,140913098.000,140943177.000,141347173.000,141347173.000,141347173.000
