,2015-02-28,2015-05-31,2015-08-31
AmortizationOfDebtDiscountPremium,0.000,,
AmortizationOfDeferredCharges,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6795.000,,
CostOfGoodsSold,0.000,,
Depreciation,0.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.010,0.000
GeneralAndAdministrativeExpense,25095.000,62408.000,11489.000
GrossProfit,0.000,,
IncreaseDecreaseInAccountsPayable,0.000,,
IncreaseDecreaseInPrepaidExpense,300.000,,
IncreaseDecreaseInPrepaidRent,0.000,,
InterestAndDebtExpense,0.000,,
InterestExpense,0.000,678.000,499.000
LeaseAndRentalExpense,0.000,,
NetCashProvidedByUsedInFinancingActivities,18000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,18000.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,-24795.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-24795.000,,
NetIncomeLoss,-25095.000,-63086.000,-11988.000
NonoperatingIncomeExpense,0.000,-678.000,-499.000
OperatingExpenses,25095.000,62408.000,11489.000
OperatingIncomeLoss,-25095.000,-62408.000,-11489.000
PaymentsToAcquireProductiveAssets,0.000,,
ProceedsFromIssuanceOrSaleOfEquity,0.000,,
ProceedsFromRelatedPartyDebt,18000.000,,
ProfitLoss,-25095.000,,
Revenues,0.000,,
SalesRevenueNet,0.000,,
ShareBasedCompensation,0.000,,
StockIssuedDuringPeriodValueNewIssues,,,7320.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10000000.000,17178478.000
