,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,,,,,,,-3000.000,,,,
AdvertisingExpense,77000.000,62000.000,45000.000,29000.000,69000.000,44000.000,58000.000,76000.000,104000.000,47000.000,45000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,5000.000,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,,100000.000,192000.000,450000.000,20000.000,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,,,50000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,82000.000,320000.000,,45000.000,46000.000,28000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,405585.000,1327940.000,0.000,-1733525.000,0.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,295000.000,,
BankOwnedLifeInsuranceIncome,212000.000,218000.000,220000.000,212000.000,215000.000,218000.000,229000.000,260000.000,258000.000,260000.000,245000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,17570000.000,,,,17070000.000,,,,20256000.000,,
CommonStockDividendsPerShareDeclared,0.120,,0.060,,0.060,0.060,0.120,0.000,0.060,0.060,0.060
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1943000.000,2191000.000,1970000.000,1542000.000,1733000.000,1394000.000,1416000.000,1260000.000,1462000.000,1424000.000,1740000.000
DeferredIncomeTaxExpenseBenefit,-77000.000,,,,-213000.000,,,,-148000.000,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,-6000.000,-6000.000,-8000.000,,-10000.000,-12000.000,-12000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,10000.000,10000.000,10000.000,,12000.000,10000.000,10000.000
DefinedBenefitPlanInterestCost,,,,,36000.000,36000.000,32000.000,,35000.000,35000.000,35000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,67000.000,67000.000,183000.000,,97000.000,97000.000,97000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,-117000.000,,,,
DefinedBenefitPlanServiceCost,,,,,15000.000,15000.000,16000.000,,40000.000,40000.000,40000.000
DepreciationExpenseOnReclassifiedAssets,,,,,99000.000,,,,,,
DepreciationNonproduction,137000.000,,,,149000.000,,,,165000.000,,
DividendsCommonStockCash,,,,,-1538000.000,,,,,,
EarningsPerShareBasic,0.070,0.080,0.080,0.080,0.070,0.070,0.060,0.060,0.070,0.050,0.070
EarningsPerShareDiluted,0.070,0.080,0.080,0.080,0.070,0.070,0.060,0.060,0.070,0.050,0.070
EmployeeStockOwnershipPlanESOPCompensationExpense,201000.000,,,,187000.000,,,,220000.000,,
EquipmentExpense,266000.000,269000.000,261000.000,294000.000,271000.000,289000.000,320000.000,326000.000,307000.000,305000.000,309000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,5000.000,,,,4000.000,,,,74000.000,,
FederalDepositInsuranceCorporationPremiumExpense,147000.000,117000.000,138000.000,136000.000,130000.000,128000.000,121000.000,119000.000,118000.000,125000.000,132000.000
FeesAndCommissions,54000.000,53000.000,52000.000,54000.000,55000.000,57000.000,50000.000,50000.000,59000.000,60000.000,66000.000
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,,530000000.000,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-9000.000,,,,,,,,,
GainLossOnSaleOfSecuritiesNet,,,,,,647000.000,,,566000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,-527000.000,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,-1000.000,,,,,,,,,,
GainsLossesOnSalesOfOtherRealEstate,,,-109000.000,,,,,,-11000.000,,
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,,,,,,,272000.000,,
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,271000.000,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,783000.000,,726000.000,567000.000,669000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,5000.000,,8000.000,6000.000,12000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,987000.000,783000.000,,,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,,,9000.000,11000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2782000.000,3208000.000,3188000.000,2874000.000,2804000.000,2698000.000,2202000.000,2333000.000,2703000.000,2137000.000,2662000.000
IncomeTaxExpenseBenefit,991000.000,1139000.000,1106000.000,939000.000,984000.000,950000.000,688000.000,805000.000,955000.000,732000.000,907000.000
IncomeTaxesPaid,2634000.000,,,,1927000.000,,,,1102000.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,-421000.000,,,,-393000.000,,,,-173000.000,,
IncreaseDecreaseInDeferredCompensation,6000.000,,,,4000.000,,,,6000.000,,
IncreaseDecreaseInDeposits,3175000.000,,,,-34190000.000,,,,26013000.000,,
IncreaseDecreaseInInterestPayableNet,-1000.000,,,,-21000.000,,,,5000.000,,
IncreaseDecreaseInOtherOperatingAssets,-128000.000,,,,-93000.000,,,,-762000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,-968000.000,,,,-566000.000,,,,186000.000,,
IncreaseDecreaseInPayablesToBrokerDealers,9972000.000,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,18886.000,17106.000,111169.000,-63308.000,234590.000,252876.000,261078.000
InterestAndDividendIncomeOperating,10652000.000,10345000.000,10161000.000,9916000.000,9590000.000,8940000.000,8600000.000,8263000.000,,,
InterestAndFeeIncomeLoansAndLeases,5357000.000,5252000.000,5176000.000,5027000.000,4939000.000,4939000.000,4837000.000,4726000.000,4812000.000,5150000.000,5471000.000
InterestExpense,4213000.000,4154000.000,4018000.000,3764000.000,3436000.000,3064000.000,2800000.000,2537000.000,2514000.000,2514000.000,2491000.000
InterestExpenseBorrowings,913000.000,895000.000,879000.000,817000.000,739000.000,591000.000,536000.000,494000.000,472000.000,514000.000,582000.000
InterestExpenseDeposits,3300000.000,3259000.000,3139000.000,2947000.000,2697000.000,2473000.000,2264000.000,2043000.000,2042000.000,2000000.000,1909000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,6379000.000,6191000.000,6067000.000,6041000.000,6054000.000,5684000.000,5350000.000,5706000.000,5493000.000,5440000.000,5964000.000
InterestIncomeExpenseNet,6439000.000,6191000.000,6143000.000,6152000.000,6154000.000,5876000.000,5800000.000,5726000.000,5673000.000,5796000.000,6092000.000
InterestIncomeOther,,,,,,,,,8187000.000,8310000.000,8583000.000
InterestIncomeSecuritiesMortgageBacked,3600000.000,3571000.000,3514000.000,3456000.000,3468000.000,3194000.000,3111000.000,2937000.000,2784000.000,2546000.000,2492000.000
InterestIncomeSecuritiesOtherUSGovernment,1621000.000,1453000.000,1409000.000,1355000.000,1119000.000,746000.000,599000.000,554000.000,550000.000,573000.000,569000.000
InterestPaid,4214000.000,,,,3457000.000,,,,2509000.000,,
LaborAndRelatedExpense,1793000.000,1756000.000,1620000.000,1886000.000,1862000.000,1850000.000,1672000.000,2021000.000,2049000.000,2040000.000,2065000.000
LegalFees,387000.000,80000.000,51000.000,51000.000,35000.000,56000.000,42000.000,42000.000,37000.000,37000.000,73000.000
LifeInsuranceCorporateOrBankOwnedChangeInValue,212000.000,,,,215000.000,,,,258000.000,,
NetCashProvidedByUsedInFinancingActivities,943000.000,,,,-41771000.000,,,,25686000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,943000.000,,,,-41771000.000,,,,25686000.000,,
NetCashProvidedByUsedInInvestingActivities,15138000.000,,,,56972000.000,,,,-7980000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,15138000.000,,,,56972000.000,,,,-7980000.000,,
