,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccruedInvestmentIncomeReceivable,30000.000,430000.000,454000.000,459000.000,444000.000,519000.000,509000.000,600000.000,528000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1571000.000,1623000.000,1707000.000,1798000.000,1892000.000,1779000.000,1877000.000,1977000.000,2078000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,107000.000,100000.000,90000.000,87000.000,82000.000,78000.000,60000.000,59000.000,-71000.000
AdditionalPaidInCapital,9827000.000,9896000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,9952000.000,10011000.000,10070000.000,10131000.000,10047000.000,10101000.000,10039000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,65000.000,82000.000,57000.000,56000.000,63000.000,98000.000,57000.000,51000.000,81000.000
Assets,101009000.000,105779000.000,107418000.000,109100000.000,109418000.000,110693000.000,120648000.000,121059000.000,126341000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,4040000.000,5984000.000,4971000.000,4864000.000,4757000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,2003000.000,995000.000,,3022000.000
AvailableForSaleSecuritiesCurrent,,7220000.000,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,1215000.000,1212000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,2639000.000,4638000.000,4795000.000,4692000.000,4389000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,311000.000,251000.000,16000.000,15000.000,15000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,,,250000.000,247000.000,246000.000
AvailableForSaleSecuritiesDebtSecurities,,,6971000.000,6771000.000,4165000.000,6101000.000,5061000.000,4954000.000,4650000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,,3000.000,5000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,3000.000,5000.000,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,3000.000,5000.000,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,125000.000,120000.000,95000.000,90000.000,
Capital,,,,,15663000.000,16007000.000,16272000.000,16524000.000,16794000.000
CapitalRequiredForCapitalAdequacy,,,,,6873000.000,7256000.000,7814000.000,7710000.000,8148000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,,8591000.000,9071000.000,9768000.000,9637000.000,10185000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,0.100,0.100,0.100,0.100,0.100
CapitalToRiskWeightedAssets,,,,,0.182,0.176,0.167,0.172,0.165
CashAndCashEquivalentsAtCarryingValue,4100000.000,6731000.000,5200000.000,7682000.000,9903000.000,6554000.000,9175000.000,6969000.000,7549000.000
CashAndDueFromBanks,,,,,,,489000.000,,
CashSurrenderValueOfLifeInsurance,,,,,,,2899000.000,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000000.000,9000000.000,9000000.000,9000000.000
CommonStockSharesIssued,1058000.000,1058000.000,1058000.000,1058000.000,1058000.000,1058000000.000,1058000.000,1058000.000,1058000.000
CommonStockSharesOutstanding,1058000.000,1058000.000,1058000.000,1058000.000,1055760.000,1055760000.000,1055760.000,1055760.000,1053409.000
CommonStockValue,11000.000,11000.000,11000.000,,11000.000,11000.000,11000.000,11000.000,11000.000
CommonStockValueOutstanding,,,,11000.000,,,,,
ContractualObligation,,,,,,,23879000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,279000.000,,
DeferredTaxAssetsNet,,,,,,,435000.000,,
DeferredTaxAssetsOther,,,,,,,4000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,268000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,45000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,122000.000,,
DeferredTaxLiabilities,,,,,,,156000.000,,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,,31000.000,,
DefinedBenefitPlanFundedPercentage,,,,,,,1.062,,
Deposits,80374000.000,82672000.000,83939000.000,87639000.000,87831000.000,88675000.000,94634000.000,95516000.000,97599000.000
DepositsMoneyMarketDeposits,,,,,11095000.000,10514000.000,18149000.000,10274000.000,10439000.000
DepositsSavingsDeposits,,,,,16103000.000,16834000.000,10456000.000,17551000.000,17614000.000
FederalHomeLoanBankAdvancesLongTerm,397000.000,390000.000,381000.000,369000.000,359000.000,350000.000,340000.000,330000.000,321000.000
FederalHomeLoanBankAdvancesShortTerm,,3033000.000,3502000.000,1350000.000,1422000.000,1413000.000,5278000.000,4456000.000,7613000.000
FederalHomeLoanBankStock,281000.000,281000.000,281000.000,281000.000,60000.000,60000.000,242000.000,323000.000,328000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,,,,67000.000,
HeldToMaturitySecurities,,,99000.000,95000.000,91000.000,956000.000,1285000.000,1242000.000,1078000.000
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,,,,,91000.000,949000.000,1276000.000,1256000.000,1216000.000
HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,2000.000,14000.000,
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,2000.000,14000.000,
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,329000.000,1179000.000,1055000.000
HeldToMaturitySecuritiesCurrent,,103000.000,,,,,,,
HeldToMaturitySecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,91000.000,,,,
HeldToMaturitySecuritiesFairValue,,104000.000,99000.000,95000.000,91000.000,956000.000,1285000.000,1241000.000,1078000.000
HeldToMaturitySecuritiesUnrecognizedHoldingLoss,,,,,,,2000.000,14000.000,
HeldtomaturitySecuritiesUnrecognizedHoldingGain,,,,,,7000.000,11000.000,,
InterestBearingDepositLiabilities,,73893000.000,75616000.000,78089000.000,77964000.000,78213000.000,82195000.000,86011000.000,86726000.000
InterestBearingDomesticDepositDemand,,,,,16208000.000,15753000.000,17852000.000,17678000.000,17138000.000
InterestPayableCurrentAndNoncurrent,18000.000,20000.000,12000.000,13000.000,11000.000,10000.000,9000.000,11000.000,14000.000
InterestReceivable,390000.000,,,,,,,,
Liabilities,82356000.000,87067000.000,88656000.000,90328000.000,90509000.000,91484000.000,101228000.000,101428000.000,106671000.000
LiabilitiesAndStockholdersEquity,101009000.000,105779000.000,107418000.000,109100000.000,109418000.000,110693000.000,120648000.000,121059000.000,126341000.000
