,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-1578405.000,-806624.000,-453427.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,47120.000,,
AllocatedShareBasedCompensationExpense,,,221000.000,,
AllowanceForLoanAndLeaseLossesLoansSold,,,,,600000.000
AmortizationOfFinancingCosts,233000.000,455000.000,358000.000,727000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,25618695.000,5952749.000,-2787089.000,3762401.000,44061877.000
ConversionOfStockAmountConverted1,,,4957000.000,116000.000,39000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,0.050,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,0.042,,,,
DeferredFederalIncomeTaxExpenseBenefit,1002000.000,1826000.000,-1820000.000,-2660000.000,252000.000
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,,333000.000
DeferredIncomeTaxExpenseBenefit,1193000.000,2173767.000,-2401619.000,-3509587.000,333402.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,191000.000,348000.000,-582000.000,-850000.000,81000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,67801565.000
DividendsPreferredStockStock,,,,,-3537288.000
EarningsPerShareBasic,,,-1.240,-1.020,-0.530
EarningsPerShareBasicAndDiluted,-0.100,-0.020,-1.210,,
EarningsPerShareDiluted,,,-1.240,-1.020,-0.530
EffectiveIncomeTaxRateContinuingOperations,6.966,1.098,-0.287,0.322,0.460
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,-0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,,,,0.500
EffectiveIncomeTaxRateReconciliationOtherAdjustments,1.247,0.173,-0.001,-0.005,0.042
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.957,0.151,-0.045,0.051,0.078
EmployeeBenefitsAndShareBasedCompensation,,,4969636.000,8010020.000,11784296.000
GainLossOnInvestments,180291.000,1978812.000,-8364528.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,180291.000,1978812.000,-8364528.000,-10902861.000,725312.000
IncomeLossFromSubsidiariesBeforeTax,,,,-10902861.000,725312.000
IncomeTaxExpenseBenefit,1193190.000,2173767.000,-2401619.000,-3509587.000,333403.000
IncomeTaxExpenseBenefitContinuingOperations,1193000.000,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,58000.000,673000.000,-2844000.000,-3707000.000,247000.000
IncomeTaxReconciliationNondeductibleExpense,,,2428000.000,2069000.000,
IncomeTaxReconciliationOtherAdjustments,214000.000,343000.000,-10000.000,55000.000,30000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,164000.000,298000.000,-374000.000,-561000.000,56000.000
IncreaseDecreaseInAccountsPayable,-257708.000,369809.000,363706.000,313864.000,709272.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,369810.000,363706.000,,
IncreaseDecreaseInContractReceivablesNet,,,,,5345000.000
IncreaseDecreaseInDueFromRelatedParties,,,,,-1169.000
