,2015-06-30,2015-09-30
AccountsPayableCurrent,3855.000,1535.000
AdditionalPaidInCapital,25100.000,25100.000
AdditionalPaidInCapitalCommonStock,,30000.000
Assets,21638.000,45423.000
AssetsCurrent,21638.000,45423.000
CashAndCashEquivalentsAtCarryingValue,21638.000,40423.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000
CommonStockSharesIssued,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000
CommonStockValue,5000.000,5000.000
Liabilities,3855.000,1535.000
LiabilitiesAndStockholdersEquity,21638.000,45423.000
LiabilitiesCurrent,3855.000,1535.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000
PrepaidExpenseAndOtherAssetsCurrent,,5000.000
RetainedEarningsAccumulatedDeficit,-12317.000,-16212.000
StockholdersEquity,17783.000,43888.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17783.000,43888.000
