,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-09-30,2016-09-30,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,83300.000,,
AccountsPayableCurrent,,,1778.000,99.000,184.000,559.000,12524.000,14222.000,20198.000,2882.000,624.000,640.000,5556.000,44490.000,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,10693.000,0.000,7338.000,27929.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,24923.000,41628.000,39936.000,60888.000
AccountsReceivableNetCurrent,,,,,,,344.000,,,,,,,10000.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,25766.000,41628.000,59846.000,59846.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,8472.000,45888.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,7682.000,,
AdditionalPaidInCapital,,,,,,,,,,59017321.000,59019976.000,59036833.000,59381818.000,59381818.000,59336620.000,59552470.000
AdditionalPaidInCapitalCommonStock,89731.000,106172.000,116961.000,117850.000,109130.000,58954763.000,58986798.000,59012867.000,59014061.000,,,,,,,
Assets,73.000,14773.000,7175.000,3374.000,3987.000,600.000,2890.000,2743.000,37.000,0.000,4183.000,6701.000,10360.000,178544.000,0.000,1112.000
AssetsCurrent,73.000,14773.000,7175.000,3374.000,3987.000,600.000,,,,0.000,4183.000,6701.000,10360.000,124882.000,0.000,1112.000
Cash,,,,,,,,,,0.000,,3701.000,10360.000,31082.000,,1112.000
CashAndCashEquivalentsAtCarryingValue,73.000,14773.000,7175.000,3374.000,3987.000,600.000,2546.000,2743.000,37.000,,,,,,,1112.000
CommonStockParOrStatedValuePerShare,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,110000000.000,111570000.000,112570000.000,112570000.000,111570000.000,500000000.000,200000000.000,210000000.000,210000000.000,210000000.000,210000000.000,50070000.000,50220000.000,50220000.000,50220000.000,50720000.000
CommonStockSharesOutstanding,110000000.000,111570000.000,112570000.000,112570000.000,111570000.000,500000000.000,200000000.000,210000000.000,210000000.000,210000000.000,210000000.000,50070000.000,50220000.000,,50220000.000,50720000.000
CommonStockValue,11000.000,11157.000,11257.000,11257.000,11157.000,50000.000,20000.000,21000.000,21000.000,21000.000,21000.000,5007.000,5022.000,5022.000,50220.000,51720.000
CommonStockValueOutstanding,11000.000,11157.000,11257.000,11257.000,11157.000,50000.000,20000.000,21000.000,21000.000,,,,,,,
ConstructionInProgressGross,,,,,,,,,,,,,,8500.000,,
DeferredRevenue,,,,,,,,,,,,,0.000,0.000,,
DeferredTaxAssetsNet,,,,,,,,,,0.000,0.000,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,91869.000,147529.000,,42088.000,61228.000,79554.000,181427.000,,426700.000,19000.000
