,2011-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-09-30,2015-03-31,2015-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-134.000,,,,,1753.000,
Depreciation,,0.000,,,,,,
DepreciationAndAmortization,0.000,0.000,0.000,,,,,
DividendsCommonStock,,,,,,,0.000,
DividendsPreferredStock,,,,,,,31250.000,-31250.000
EarningsPerShareBasicAndDiluted,-0.010,0.000,0.000,-0.000,-0.010,,-0.090,-0.070
GainsLossesOnExtinguishmentOfDebt,,,,,,,-25191.000,
GeneralAndAdministrativeExpense,52839.000,9762.000,9160.000,1331.000,2754.000,558477.000,434566.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-564741.000,-473846.000,-444206.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-56755.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,-0.120,,
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,,0.000,0.000
IncomeTaxesPaidNet,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,9628.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,4217.000,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,25000.000,
InterestExpense,-3916.000,-4217.000,-4264.000,-4310.000,-4311.000,-6264.000,14089.000,
InterestExpenseRelatedParty,,,,,,,,15807.000
InterestPaid,,0.000,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,210119.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,210119.000,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-134.000,,,,,-208366.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-134.000,,,,,-208366.000,
NetIncomeLoss,-56755.000,-13979.000,,,,-564741.000,-473846.000,-444206.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-505096.000,-475456.000
NonoperatingIncomeExpense,,,,,,,-39280.000,-15807.000
OfficersCompensation,,,,,,,,65600.000
OperatingExpenses,52839.000,-9762.000,-9160.000,1331.000,40598.000,558477.000,434566.000,428399.000
OperatingIncomeLoss,-52839.000,-9762.000,-9160.000,-1331.000,-2754.000,-558477.000,-434566.000,-428399.000
OtherAmortizationOfDeferredCharges,,,,,,,5417.000,
OtherGeneralAndAdministrativeExpense,,,,,,,,4039.000
PaymentsForProceedsFromProductiveAssets,,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,25000.000,
ProceedsFromRelatedPartyDebt,,,,,,,185119.000,
ProfessionalFees,,,,,,,,197579.000
ProfitLoss,,-13979.000,-13424.000,-5641.000,-16065.000,,,
ShareBasedCompensation,,,,,,,209810.000,
StockIssued1,,,,,,,120000.000,
TravelAndEntertainmentExpense,,,,,,,,3867.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,4418549.000,4418549.000,4418549.000,-8837098.000,4652245.000,5352662.000,6570538.000
WeightedAverageNumberOfSharesOutstandingBasic,4278549.000,,,,,,,
