,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,337.000,,,,,,
AccountsPayableCurrent,,,,1000.000,,,502.000
AdditionalPaidInCapital,,,,,,,0.000
Assets,,,,1172.000,1172.000,781.000,781.000
AssetsCurrent,,,,1172.000,1172.000,781.000,781.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,,1172.000,1172.000,781.000,781.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,500.000,1172.000,1172.000,,,,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,11718750.000,11718750.000,11718750.000,11718750.000,11718750.000,11718750.000
CommonStockSharesOutstanding,5000000.000,11718750.000,11718750.000,11718750.000,11718750.000,7812500.000,7812500.000
CommonStockValue,500.000,1172.000,1172.000,1172.000,1172.000,1172.000,1172.000
DeferredTaxAssetsNet,,,,,,,0.000
DeferredTaxAssetsValuationAllowance,,,,,,,22560.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,15888.000,30105.000,36770.000,47447.000,52872.000,57625.000,64456.000
DueToAffiliateCurrent,,,23966.000,33518.000,39817.000,44442.000,50643.000
DueToAffiliateNoncurrent,3000.000,17428.000,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,304.000,,,,
DueToOtherRelatedPartiesNoncurrent,51.000,177.000,,429.000,555.000,683.000,811.000
Liabilities,15888.000,30105.000,36770.000,47447.000,52872.000,57625.000,64456.000
LiabilitiesAndStockholdersEquity,,,,1172.000,1172.000,781.000,781.000
LiabilitiesCurrent,,,,34518.000,39817.000,44442.000,51145.000
LiabilitiesNoncurrent,,,,12929.000,13055.000,13183.000,13311.000
NotesPayableRelatedPartiesClassifiedCurrent,,,12500.000,,,,
NotesPayableRelatedPartiesNoncurrent,12500.000,12500.000,,12500.000,12500.000,12500.000,12500.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,0.000
StockholdersEquity,-15888.000,-30105.000,-36770.000,-46275.000,-51700.000,-56844.000,-63675.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-46275.000,-51700.000,-56844.000,-63675.000
TreasuryStockValue,,,,,,391.000,391.000
