,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,8361000.000,,,,8811000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2706000.000,2027000.000,1716000.000,1690000.000,2195000.000,4203000.000,3759000.000,2622000.000,2783000.000
AdditionalPaidInCapital,275000.000,275000.000,43128000.000,43159000.000,43177000.000,43202000.000,43237000.000,43393000.000,43679000.000
AdvancesFromFederalHomeLoanBanks,41637000.000,17637000.000,17412000.000,57423000.000,29435000.000,38947000.000,41458000.000,49858000.000,32870000.000
Assets,662412000.000,706251000.000,699112000.000,743397000.000,736572000.000,760425000.000,768202000.000,795543000.000,832941000.000
AvailableForSaleSecurities,73894000.000,70258000.000,67042000.000,80984000.000,79243000.000,123085000.000,115462000.000,117867000.000,123832000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,3756000.000,4326000.000,7568000.000,6726000.000,5298000.000,5554000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,1021000.000,768000.000,760000.000,652000.000,1094000.000,1092000.000
AvailableForSaleSecuritiesAmortizedCost,69497000.000,66980000.000,64245000.000,78249000.000,75685000.000,116277000.000,109388000.000,113663000.000,119370000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,786000.000,,,,602000.000,575000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,1075000.000,,,,1094000.000,1092000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,17969000.000,40467000.000,22552000.000,44392000.000,16852000.000,6591000.000,7891000.000,42567000.000,46591000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,289000.000,,,,492000.000,517000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,1509000.000,24747000.000,7855000.000,30956000.000,4318000.000,723000.000,2369000.000,37353000.000,41587000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,16460000.000,15720000.000,14697000.000,13436000.000,12534000.000,5868000.000,5522000.000,5214000.000,5004000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,61700000.000,,,,60600000.000,
BankOwnedLifeInsurance,12240000.000,12336000.000,15879000.000,18793000.000,18959000.000,19105000.000,19252000.000,19395000.000,19544000.000
