,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,125000.000,,,,70000.000
AccountsPayableCurrent,507000.000,746000.000,881000.000,1449000.000,1109000.000,507000.000,715000.000,404000.000,469000.000,216000.000,294000.000
AccountsPayableOtherCurrent,,,,,,,183000.000,,,,214000.000
AccountsReceivableNetCurrent,6107000.000,8304000.000,4433000.000,2216000.000,4279000.000,4610000.000,2446000.000,1325000.000,1835000.000,2751000.000,2259000.000
AccruedEmployeeBenefitsCurrent,,,,,,,560000.000,,,,283000.000
AccruedLiabilitiesCurrent,3815000.000,4125000.000,3556000.000,3455000.000,2963000.000,3192000.000,1981000.000,1653000.000,1682000.000,1849000.000,1760000.000
AccruedSalesCommissionCurrent,,,,,,,174000.000,,,,449000.000
AccruedVacationCurrent,,,,,,,589000.000,,,,529000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,6764000.000,,,,7987000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5000.000,,3000.000,2000.000,3000.000,3000.000,2000.000,-1000.000,-6000.000,-1000.000,-4000.000
AllowanceForDoubtfulAccountsReceivableCurrent,92000.000,125000.000,159000.000,146000.000,176000.000,177000.000,52000.000,25000.000,32000.000,49000.000,23000.000
Assets,26589000.000,27847000.000,21863000.000,21578000.000,17598000.000,16282000.000,13058000.000,11304000.000,11903000.000,13243000.000,7115000.000
AssetsCurrent,16533000.000,18034000.000,12013000.000,12061000.000,8703000.000,8047000.000,6202000.000,4654000.000,5321000.000,6400000.000,5527000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,100000.000,44000.000,101000.000,101000.000,101000.000,101000.000,25000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,25000.000,25000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,101000.000,101000.000,25000.000,25000.000,25000.000,25000.000,
CapitalizedComputerSoftwareNet,,,,,,,74000.000,,,,28000.000
CashAndCashEquivalentsAtCarryingValue,1885000.000,2304000.000,5871000.000,8120000.000,3196000.000,2617000.000,2272000.000,2146000.000,2459000.000,2887000.000,2638000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,1298000.000,649000.000,,649000.000,649000.000,650000.000,650000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,6791991.000,,,,8204734.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,18879604.000,18900196.000,19005153.000,23210585.000,23362281.000,23367585.000,23442837.000,23578752.000,23685934.000,23738516.000,23873705.000
CommonStockSharesOutstanding,18879604.000,18900196.000,19005153.000,23210585.000,23362281.000,23367585.000,23442837.000,23578752.000,23685934.000,23738516.000,23873705.000
CommonStockValue,90096000.000,90348000.000,90735000.000,95128000.000,95480000.000,95614000.000,95839000.000,96073000.000,96296000.000,96481000.000,96642000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.013,0.013,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,604000.000,509000.000,418000.000
DeferredRevenueCurrent,12397000.000,13855000.000,12606000.000,10363000.000,10424000.000,12156000.000,10964000.000,9256000.000,8689000.000,10634000.000,9703000.000
DeferredRevenueNoncurrent,5367000.000,5607000.000,4716000.000,4496000.000,4409000.000,3584000.000,2521000.000,1646000.000,1179000.000,1203000.000,882000.000
DeferredTaxAssetsDeferredIncome,,,,,,,976000.000,,,,301000.000
DeferredTaxAssetsGross,,,,,,,35892000.000,,,,38677000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,-590000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,28273000.000,,,,31085000.000
DeferredTaxAssetsOther,,,,,,,1097000.000,,,,451000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,351000.000,,,,295000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,3478000.000,,,,3988000.000
DeferredTaxAssetsValuationAllowance,,,,,,,35892000.000,,,,38677000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,,,,590000.000,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,3758000.000,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,7190000.000,,,,
