,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1506000.000,963000.000,1061000.000,2729000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,7000.000
AircraftRentalAndLandingFees,36000.000,25000.000,62000.000,281000.000
AssetImpairmentCharges,,0.000,0.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,-46000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,-101000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,-55000.000
CapitalLeaseObligationsIncurred,,228000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,219000.000,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,19419000.000,
ComprehensiveIncomeNetOfTax,14915000.000,-11105000.000,41625000.000,-1810000.000
CostOfGoodsSold,,2551000.000,6656000.000,13171000.000
CostOfRevenue,531000.000,,,
Depreciation,,,,940000.000
DepreciationDepletionAndAmortization,745000.000,708000.000,587000.000,940000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,49399000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,-6668000.000,-1543000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,941000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,1705000.000,
EarningsPerShareBasic,0.450,-0.340,,
EarningsPerShareBasicAndDiluted,,,1.250,-0.050
EarningsPerShareDiluted,0.450,-0.340,,
EffectiveIncomeTaxRateContinuingOperations,,-0.003,0.548,-3.573
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.499,,21.165
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,6.823
