,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayable,,,,,8258.000,9221.000,11714.000,3806.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,25064.000,21666.000,19231.000,23518.000,23768.000,24193.000,,36362.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,20880.000,
AccountsPayableCurrent,23929.000,36996.000,11156.000,13404.000,,,,,22863.000,12189.000,248254.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,46323.000,65015.000,108698.000,119166.000,188021.000,232675.000,285198.000,243872.000,229229.000,306222.000,408537.000,543481.000,583500.000,621000.000,651750.000,684900.000,731739.000,18100.000,28694.000
AccountsReceivableNet,,,,,,,,2374.000,2300.000,3976.000,0.000,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,0.000,0.000,0.000,,4000.000,697.000,,,,,,,,,,,,,
AdditionalPaidInCapital,58568.000,101618.000,101618.000,101618.000,106608.000,106608.000,211582.000,794087.000,893533.000,893533.000,992981.000,-4547.000,992981.000,992981.000,992981.000,992981.000,992981.000,985861.000,1005711.000
AssetRetirementObligation,,,,,,,,1684.000,1957.000,2060.000,7030.000,5831.000,6720.000,6650.000,7400.000,,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,6650.000,7400.000,7400.000,7625.000,,
Assets,6274.000,23023.000,14826.000,14400.000,18622.000,15599.000,15079.000,139854.000,116808.000,108152.000,438565.000,186422.000,186645.000,186483.000,6051.000,6600.000,6156.000,10.000,10.000
AssetsCurrent,,6223.000,6426.000,6000.000,10222.000,7199.000,6679.000,9796.000,19118.000,10387.000,6385.000,6463.000,6291.000,6497.000,6051.000,,,10.000,10.000
BankOverdrafts,,,,6965.000,,,,0.000,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,3275.000,4151.000,4347.000,4536.000,0.000,,,,
CapitalizedCostsAssetRetirementCosts,,,,,,,,1684.000,1868.000,1966.000,,,,5122.000,0.000,,,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,,,,,,,,,,0.000,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,,,,,,,0.000,,,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,,,,,,,,,,,,,,91900.000,0.000,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,,,,,,,,184522.000,0.000,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,,,,,,179959.000,180354.000,179986.000,0.000,,,,
