,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,2947000.000,-568000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,2843000.000
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,,21293000.000,21292000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,21215000.000,15665000.000,21210000.000,12452000.000,26391000.000,41796000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,3423000.000,-234000.000,-1398000.000,-6208000.000,,
AdvertisingExpense,9900000.000,22600000.000,11800000.000,8000000.000,9000000.000,5600000.000
AllocatedShareBasedCompensationExpense,21215000.000,15665000.000,21210000.000,12452000.000,26391000.000,41796000.000
AllocatedShareBasedCompensationExpenseNetOfTax,16655000.000,13005000.000,17020000.000,9561000.000,17576000.000,41276000.000
AmortizationOfFinancingCosts,95300000.000,5000000.000,2600000.000,1500000.000,1100000.000,4500000.000
AmortizationOfFinancingCostsAndDiscounts,,,,16233000.000,12831000.000,13369000.000
AmortizationOfIntangibleAssets,307700000.000,346900000.000,318400000.000,237200000.000,210500000.000,180500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,23915000.000,25011000.000,20821000.000,20461000.000,18279000.000
BusinessCombinationAcquisitionRelatedCosts,11500000.000,9700000.000,3100000.000,900000.000,500000.000,1000000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,8023000.000,0.000,0.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,13861000.000,22077000.000,6315000.000,430000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,44600000.000,83000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-102133000.000,29173000.000,33562000.000,39853000.000,100439000.000,65015000.000
CashDividendsPaidToParentCompany,-5425000.000,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,-1471000.000,-76000.000,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,-8972000.000,-209000.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,43468000.000,318000.000,0.000
ComprehensiveIncomeNetOfTax,,-24038000.000,-121690000.000,-156505000.000,58709000.000,-260240000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,275000.000,976000.000,30000.000,381000.000,350000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-23763000.000,-120714000.000,-156475000.000,59090000.000,-259890000.000
CostOfGoodsAndServicesSold,1133656000.000,1383149000.000,1519940000.000,1359194000.000,1346991000.000,1283218000.000
CostOfGoodsSold,795424000.000,932150000.000,1028520000.000,1070269000.000,1042603000.000,978347000.000
CostOfRevenue,1140692000.000,1390503000.000,1527703000.000,1364786000.000,1350772000.000,1286468000.000
CostOfServices,338232000.000,450999000.000,491420000.000,288925000.000,304388000.000,304871000.000
CurrentFederalTaxExpenseBenefit,-1229000.000,11794000.000,5523000.000,,,
CurrentForeignTaxExpenseBenefit,29583000.000,32955000.000,52359000.000,,,
CurrentIncomeTaxExpenseBenefit,32547000.000,54249000.000,57336000.000,,,
CurrentStateAndLocalTaxExpenseBenefit,4193000.000,9500000.000,-546000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,-27109000.000,-58292000.000,-75021000.000,,,
DeferredForeignIncomeTaxExpenseBenefit,-5932000.000,-11189000.000,-29728000.000,,,
DeferredIncomeTaxExpenseBenefit,-56761000.000,-84568000.000,-103647000.000,-11947000.000,-99389000.000,-36010000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-23720000.000,-15087000.000,1102000.000,,,
DefinedBenefitPlanActualReturnOnPlanAssets,-90000.000,1634000.000,2084000.000,1429000.000,491000.000,3297000.000
DefinedBenefitPlanActuarialGainLoss,,2211000.000,2202000.000,-1830000.000,638000.000,-5426000.000
DefinedBenefitPlanActuarialNetGainsLosses,274000.000,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,-32000.000,-114000.000,-199000.000,-267000.000,332000.000,279000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,427000.000,422000.000,416000.000,438000.000,310000.000,275000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,,832000.000,1423000.000,55000.000,3247000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,0.053,0.049,0.043,0.044,0.035,0.037
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.064,0.054,0.051,0.059,0.065,0.066
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,0.042,0.037,0.036,0.042,0.038,0.040
DefinedBenefitPlanBenefitsPaid,-260000.000,417000.000,232000.000,300000.000,179000.000,324000.000
DefinedBenefitPlanContributionsByEmployer,927000.000,916000.000,904000.000,953000.000,917000.000,814000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,731000.000,636000.000,713000.000,1022000.000,1183000.000,1119000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,-212000.000,838000.000,508000.000,-1480000.000,-1028000.000,-4308000.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,-160000.000,638000.000,427000.000,-1188000.000,-864000.000,-3652000.000
DefinedBenefitPlanInterestCost,773000.000,742000.000,754000.000,938000.000,784000.000,721000.000
DefinedBenefitPlanNetPeriodicBenefitCost,501000.000,642000.000,656000.000,621000.000,243000.000,156000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,0.000,,
DefinedBenefitPlanServiceCost,,,,0.000,0.000,0.000
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,0.700,,,,,
DefinedBenefitPlanTargetPlanAssetAllocations,,0.700,0.700,,,
Depreciation,83700000.000,109700000.000,120900000.000,98300000.000,98700000.000,105100000.000
DepreciationAndAmortization,397586000.000,456847000.000,439430000.000,335833000.000,309264000.000,285608000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-2115000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,-179776000.000,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,5100000.000,,,
Dividends,,,,43500000.000,,13600000.000
DividendsPreferredStockStock,-10713000.000,21293000.000,-21293000.000,21293000.000,,
EarningsPerShareBasic,-1.580,-1.230,,,,
EarningsPerShareBasicAndDiluted,,,-1.130,-0.140,2.170,-1.830
EarningsPerShareDiluted,-1.580,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-15270000.000,-2064000.000,-1871000.000,-16312000.000,-11379000.000,-7084000.000
EffectiveIncomeTaxRateContinuingOperations,0.150,0.250,0.350,-0.560,0.660,-0.230
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.020,-0.090,-0.060,-0.970,0.080,-0.400
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,0.030,-0.020,0.050,,0.010,0.010
EffectiveIncomeTaxRateReconciliationDeductionsDividends,,,-0.020,-0.020,0.130,-0.110
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,,,,,-0.030
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.420,-0.020,0.000,0.030,0.200,0.180
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,-0.750,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,-0.020,-0.020,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,-0.020,-0.020,-0.020,-0.010,0.010,-0.030
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.030,0.010,0.040,0.050,-0.010,-0.020
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,,,,-0.030,,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.080,0.030,,0.030,0.070,-0.030
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0.010,,0.020,0.010,0.030,-0.020
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,4560000.000,2660000.000,4190000.000,2891000.000,8815000.000,520000.000
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,146466000.000,139694000.000,152698000.000,160192000.000,147386000.000,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,15922000.000,26056000.000,34079000.000,35646000.000,32457000.000,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,232857000.000,212955000.000,203115000.000,211370000.000,202611000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3423000.000,504000.000,461000.000,972000.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,-30078000.000,-25909000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,-28489000.000,-33211000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,50024000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-22900000.000,7900000.000,-4000000.000,-12400000.000,-4800000.000,4500000.000
FutureAmortizationExpenseYearFive,165047000.000,,,,,
FutureAmortizationExpenseYearFour,191440000.000,,,,,
FutureAmortizationExpenseYearOne,303544000.000,,,,,
FutureAmortizationExpenseYearThree,222835000.000,,,,,
FutureAmortizationExpenseYearTwo,256001000.000,,,,,
GainLossOnDispositionOfAssets,,,-5124000.000,-7742000.000,,
GainLossOnRepurchaseOfDebtInstrument,,23200000.000,,,,
GainLossOnSaleOfBusiness,,,,,,3810000.000
GainLossOnSaleOfEquityInvestments,840000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-1577000.000,2151000.000,-3320000.000,-6545000.000,-3925000.000,-3551000.000
