,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01
AllocatedShareBasedCompensationExpense,,,46000000.000,,,,30000000.000,,,,34000000.000,,,31000000.000,,,,7000000.000,,,,20000000.000,
AllocatedShareBasedCompensationExpenseNetOfTax,,,29000000.000,,,,19000000.000,,,,22000000.000,,,20000000.000,,,,4000000.000,,,,13000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3000000.000,,6000000.000,7000000.000,5000000.000,-11000000.000,5000000.000,6000000.000,6000000.000,-12000000.000,1000000.000,2000000.000,2000000.000,1000000.000,2000000.000,4000000.000,-5000000.000,4000000.000,5000000.000,4000000.000,-11000000.000,2000000.000,2000000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,11000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-239000000.000,,,,-622000000.000,,,,-431000000.000,,,-114000000.000,,,,-227000000.000,,,,-301000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-1000000.000,,,,-4000000.000,,,,-1000000.000,,,-2000000.000,,,,,,,,-25000000.000,
CommonStockDividendsPerShareCashPaid,0.020,0.020,0.020,0.020,0.020,,0.020,0.020,0.020,,0.020,0.020,0.020,0.020,0.020,0.020,,0.020,0.020,0.020,,0.020,0.020
ComprehensiveIncomeNetOfTax,110000000.000,122000000.000,142000000.000,174000000.000,188000000.000,-60000000.000,134000000.000,139000000.000,177000000.000,791000000.000,90000000.000,187000000.000,128000000.000,84000000.000,268000000.000,198000000.000,255000000.000,216000000.000,176000000.000,439000000.000,-76000000.000,151000000.000,222000000.000
CostOfGoodsAndServicesSold,2225000000.000,2313000000.000,2312000000.000,2435000000.000,2475000000.000,2797000000.000,2382000000.000,2338000000.000,2473000000.000,2938000000.000,2357000000.000,2875000000.000,2845000000.000,2509000000.000,2635000000.000,2584000000.000,3251000000.000,2635000000.000,2889000000.000,2661000000.000,3126000000.000,2584000000.000,2990000000.000
CostsAndExpenses,2593000000.000,2628000000.000,2679000000.000,2764000000.000,2791000000.000,3162000000.000,2712000000.000,2676000000.000,2759000000.000,3283000000.000,2722000000.000,3295000000.000,3199000000.000,2889000000.000,3006000000.000,2928000000.000,3629000000.000,2986000000.000,3251000000.000,,,,
DeferredIncomeTaxesAndTaxCredits,,,62000000.000,,,,11000000.000,,,,-8000000.000,,,-7000000.000,,,,19000000.000,,,,13000000.000,
DepreciationDepletionAndAmortization,,,91000000.000,,,,97000000.000,,,,98000000.000,,,110000000.000,,,,109000000.000,,,,106000000.000,
EarningsPerShareBasic,0.320,0.510,0.420,0.610,0.540,0.530,0.440,0.400,0.350,0.590,0.300,0.520,0.570,0.460,0.600,0.640,0.820,0.550,0.660,1.560,0.780,0.370,0.570
EarningsPerShareDiluted,0.290,0.470,0.400,0.580,0.510,0.510,0.410,0.400,0.350,0.590,0.300,0.510,0.570,0.460,0.600,0.630,0.810,0.550,0.650,1.550,0.780,0.370,0.570
EffectOfExchangeRateOnCashAndCashEquivalents,,,4000000.000,,,,-9000000.000,,,,,,,-5000000.000,,,,4000000.000,,,,8000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.320,0.270,,,,,0.198,0.301,0.324,-0.562,0.304,0.310,0.307,,,,,,,,,0.174,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,,,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDispositionOfAssets,,0.030,,,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.060,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,17000000.000,,,,11000000.000,,,,12000000.000,,,11000000.000,,,,3000000.000,,,,7000000.000,
FinancialServicesRevenue,33000000.000,32000000.000,61000000.000,55000000.000,64000000.000,35000000.000,42000000.000,31000000.000,33000000.000,26000000.000,29000000.000,27000000.000,25000000.000,22000000.000,24000000.000,17000000.000,20000000.000,20000000.000,20000000.000,20000000.000,18000000.000,18000000.000,18000000.000
FinancingReceivableAllowanceForCreditLossesProvisions,,,4000000.000,,,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,3000000.000,,,,1000000.000,,,1000000.000,,,,3000000.000,,,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,24000000.000,,,,3000000.000,,,,6000000.000,,,,,,,3000000.000,,,,,
FinancingReceivableReclassificationToHeldForSale,,98000000.000,,,,,,,,,,,,,,,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,354000000.000,,,,171000000.000,,,,117000000.000,,,103000000.000,,,,92000000.000,,,,107000000.000,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,0.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,92000000.000,136000000.000,120000000.000,173000000.000,142000000.000,146000000.000,115000000.000,114000000.000,98000000.000,171000000.000,87000000.000,145000000.000,160000000.000,128000000.000,169000000.000,176000000.000,225000000.000,151000000.000,178000000.000,299000000.000,215000000.000,100000000.000,153000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,121000000.000,215000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,135000000.000,186000000.000,177000000.000,255000000.000,209000000.000,200000000.000,143000000.000,163000000.000,145000000.000,223000000.000,125000000.000,210000000.000,231000000.000,184000000.000,241000000.000,252000000.000,294000000.000,215000000.000,260000000.000,107000000.000,294000000.000,,
