,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,32770000.000,20993000.000,28073000.000,46135000.000,53166000.000,63220000.000,39167000.000,33234000.000,37476000.000,36731000.000,60950000.000,69036000.000,61322000.000,57441000.000,57632000.000,33244000.000,32573000.000,26467000.000,67297000.000
AccountsReceivableNetCurrent,16491000.000,18451000.000,18383000.000,19565000.000,17179000.000,20931000.000,24118000.000,21560000.000,21172000.000,20895000.000,26840000.000,33569000.000,25618000.000,24945000.000,28424000.000,30182000.000,33995000.000,29703000.000,33594000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,612155000.000,634517000.000,587241000.000,609603000.000,632872000.000,657090000.000,682667000.000,711079000.000,-732100000.000,-750000000.000,-608800000.000,-656100000.000,-707500000.000,809200000.000,860200000.000,917900000.000,972300000.000,1020188000.000,1038400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,355000.000,360000.000,365000.000,82000.000,87000.000,91000.000,96000.000,9000.000,9000.000,9000.000,9000.000,390000.000,390000.000,390000.000,132000.000,132000.000,132000.000,132000.000,408000.000
AdditionalPaidInCapital,1036363000.000,1039099000.000,1041625000.000,1043358000.000,1046021000.000,1049228000.000,1051484000.000,1053919000.000,1056902000.000,1061662000.000,1071101000.000,1075896000.000,1081373000.000,1092418000.000,1096508000.000,1106803000.000,1111298000.000,1117514000.000,1122661000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3450000.000,3753000.000,4680000.000,4718000.000,6938000.000,8269000.000,7548000.000,7526000.000,7563000.000,7971000.000,8170000.000,5178000.000,4833000.000,6151000.000,4963000.000,5836000.000,6124000.000,7567000.000,9445000.000
Assets,1886698000.000,1884272000.000,1911592000.000,1950619000.000,2172387000.000,2213749000.000,2185194000.000,2108994000.000,2047241000.000,2060599000.000,5344345000.000,5159426000.000,5152557000.000,4848114000.000,4833682000.000,4752882000.000,4657400000.000,4588921000.000,
AssetsCurrent,242145000.000,240100000.000,190733000.000,190874000.000,354482000.000,313435000.000,246803000.000,185296000.000,175556000.000,173404000.000,790998000.000,598819000.000,575485000.000,260496000.000,279115000.000,257686000.000,216347000.000,202973000.000,233632000.000
AssetsHeldInTrust,,,,5700000.000,,,,5700000.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,58859000.000,42855000.000,66885000.000,73871000.000,63220000.000,48777000.000,38608000.000,38609000.000,38609000.000,38609000.000,508104000.000,319189000.000,322093000.000,20687000.000,21260000.000,21701000.000,10019000.000,9776000.000,9938000.000
BridgeLoan,,,,,,,,,,,,,,,,,,,1100000000.000
CashAndCashEquivalentsAtCarryingValue,143454000.000,142578000.000,85069000.000,80294000.000,257000000.000,202980000.000,144431000.000,101792000.000,98877000.000,86233000.000,208117000.000,198575000.000,173716000.000,154989000.000,164654000.000,159321000.000,122011000.000,123012000.000,164034000.000
CommitmentsAndContingencies,,,0.000,,0.000,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000
CommonStockSharesIssued,,,,,,,,,,,,,,,,60417786.000,60657435.000,60870749.000,60870749.000
CommonStockSharesOutstanding,61911713.000,61976227.000,62109539.000,62143572.000,62533185.000,62562709.000,60047901.000,58206813.000,58381813.000,58623418.000,59041887.000,59197606.000,59376226.000,59979853.000,59979853.000,60417786.000,60657435.000,60870749.000,60870749.000
CommonStockValue,,,,,,,,,,,6542000.000,,6575000.000,6635000.000,,6679000.000,6703000.000,6724000.000,
