,2011-06-30
ComprehensiveIncomeNetOfTax,-1168976.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1168976.000
CostOfGoodsAndServicesSold,292563.000
CurrentIncomeTaxExpenseBenefit,-13235.000
DeferredIncomeTaxExpenseBenefit,610.000
Depreciation,21529.000
EarningsPerShareBasicAndDiluted,-0.070
ExtraordinaryItemsGross,0.000
GeneralAndAdministrativeExpense,1256320.000
GrossProfit,73438.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1210239.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1197614.000
IncomeTaxExpenseBenefit,-12625.000
InterestExpense,13144.000
InterestIncomeExpenseNet,49.000
NetIncomeLoss,-1197614.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000
NonoperatingIncomeExpense,-13061.000
OperatingExpenses,1270616.000
OperatingIncomeLoss,-1197178.000
OtherComprehensiveIncomeLossTax,28638.000
OtherLaborRelatedExpenses,68202.000
OtherNonoperatingIncomeExpense,34.000
OtherSellingAndMarketingExpense,0.000
PensionExpense,5571.000
ProfessionalFees,155.000
ProfitLoss,-1197614.000
ProvisionForDoubtfulAccounts,1092479.000
Revenues,366001.000
SalesRevenueNet,366001.000
SellingAndMarketingExpense,14296.000
SellingExpense,14296.000
TaxesExcludingIncomeAndExciseTaxes,2000.000
TravelAndEntertainmentExpense,48974.000
