,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3845087.000,2651445.000,1612585.000,1141162.000,3655836.000,1701490.000,19512235.000,15776227.000,5744639.000,13002437.000,15026669.000,13439282.000,29906858.000,12484057.000,13722900.000,30715979.000,14982183.000,15605814.000,14303877.000,37795148.000,24349997.000,7218726.000
AccountsPayableRelatedPartiesCurrent,1232943.000,829868.000,378196.000,307589.000,2286332.000,2246913.000,893929.000,1748386.000,950653.000,689685.000,1053874.000,2526426.000,1781730.000,2744823.000,1128630.000,3896592.000,5287224.000,90711.000,396027.000,3239728.000,3858676.000,77599.000
AccountsReceivableNetCurrent,6099608.000,4064315.000,3079187.000,2716985.000,14669480.000,8843523.000,12700106.000,12840666.000,11869036.000,11074254.000,24255596.000,21492373.000,16100789.000,14584207.000,26728741.000,25952914.000,12654321.000,12970876.000,27619599.000,27646573.000,25631555.000,23179172.000
AccountsReceivableRelatedPartiesCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,776444.000,832698.000,903047.000,974969.000,1057465.000,1137839.000,1211446.000,1290400.000,1370874.000,1571013.000,1784087.000,2011423.000,2248342.000,2491115.000,2619792.000,2902186.000,3175512.000,3404315.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-2103836.000,-1809668.000,-2711368.000,-2001279.000,-1668767.000,-3010799.000,-4254950.000,-5029744.000,-5096586.000,-6533535.000,-5937703.000,-5553977.000,-5789663.000,-5584500.000,-6033284.000,-5578962.000
AdditionalPaidInCapital,14629036.000,14672019.000,14721049.000,19796976.000,25881238.000,40851962.000,54338758.000,54412296.000,54601411.000,54784742.000,55121876.000,55313934.000,59761470.000,60988549.000,62072379.000,63245491.000,68421774.000,77118847.000,78282461.000,80344704.000,82548506.000,82822874.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,10445.000,10445.000,22869.000,22869.000,22869.000,33314.000,72556.000,72556.000,81188.000,89820.000,155595.000,154595.000,162945.000,162945.000,177295.000,177295.000,177295.000,177295.000
Assets,20269821.000,19179083.000,17820016.000,22033695.000,39982910.000,47165782.000,85583219.000,82335105.000,73101675.000,81859829.000,89300409.000,88239172.000,141416495.000,119796230.000,122343067.000,147632268.000,124228641.000,132648295.000,127004985.000,153804701.000,141342536.000,134609208.000
AssetsCurrent,16522043.000,15202416.000,13908202.000,17423189.000,21007158.000,27180635.000,51767558.000,47655808.000,39250472.000,47487525.000,55440255.000,54535434.000,66217891.000,55941793.000,56869653.000,82076052.000,56412411.000,64654396.000,57588509.000,83755613.000,71345226.000,66112273.000
BuildingsAndImprovementsGross,,,,,2021018.000,2021018.000,2074618.000,2074618.000,2085334.000,2094984.000,2095362.000,2113029.000,5062712.000,5438726.000,5439712.000,6135111.000,6168914.000,6207756.000,6192522.000,6435854.000,6337260.000,6391988.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,3000000.000,3000000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,,250000.000,250000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,,,,500000.000,500000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,6182000.000,6182000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,1145064.000,831737.000,831737.000,831737.000,831737.000,831737.000,140372.000,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,1044000.000,1044000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,1402000.000,1402000.000,,,,,,,10447735.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,,,,,6182000.000,6182000.000,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,,,,,,37888.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,,,21519376.000,,,,,,16901.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,21519376.000,,,,,,150000.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,6709265.000,,,,,,45273.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,,39200000.000,,,,,,2085324.000,,,
Cash,,,,,1614009.000,12651352.000,10356527.000,3709322.000,2468137.000,1542553.000,1046201.000,2193463.000,4798788.000,2514815.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,4191898.000,6808285.000,6226836.000,8235495.000,3037474.000,14075372.000,11781074.000,5134269.000,2589409.000,1663840.000,1167503.000,2314780.000,4920121.000,2636163.000,3535458.000,8379320.000,5221238.000,6267622.000,6904500.000,5264654.000,2108295.000,3320659.000
CashEquivalentsAtCarryingValue,,,,,1423465.000,1424020.000,1424547.000,1424947.000,121272.000,121287.000,121302.000,121317.000,121333.000,121348.000,,,,,,,,
CashFDICInsuredAmount,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,,,,,,,,
CashUninsuredAmount,,,,,1364009.000,12401352.000,10106527.000,3459322.000,2218137.000,1292553.000,796201.000,1943463.000,4548788.000,2264815.000,,,,,,673231.000,,331687.000
ClassOfWarrantOrRightOutstanding,,,,,3039900.000,2265591.000,1590000.000,1590000.000,1590000.000,1590000.000,1590000.000,1590000.000,4289999.000,4289999.000,2749999.000,2749999.000,2749999.000,2749999.000,2749999.000,2749999.000,2749999.000,2699999.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,5800000.000,5800000.000,5800000.000,6873000.000,7873100.000,10059506.000,11584101.000,11614129.000,11623498.000,11632688.000,11665093.000,11674447.000,12977801.000,13271426.000,13479101.000,13488455.000,14697903.000,16839666.000,17086111.000,17492618.000,17973483.000,17989167.000
CommonStockSharesOutstanding,,,,,7473000.000,10059506.000,11584101.000,11611079.000,11598498.000,11607688.000,11640093.000,11649447.000,12952801.000,13246426.000,13454101.000,13463455.000,14672903.000,16814666.000,17061111.000,17467618.000,17948483.000,17964167.000
CommonStockValue,5800.000,5800.000,5800.000,6873.000,7873.000,10060.000,11585.000,11615.000,11624.000,11633.000,11666.000,11675.000,12979.000,13272.000,13479.000,13488.000,14698.000,16839.000,17086.000,17493.000,17973.000,17989.000
ConstructionInProgressGross,,,,,,,,,,,44080.000,121573.000,593115.000,819016.000,1113137.000,536903.000,1087982.000,1487502.000,778528.000,260723.000,1001694.000,1149349.000
ContractualObligation,,,,,,,35000000.000,,,,26000000.000,,,,7000000.000,7000000.000,7000000.000,7000000.000,2628288.000,7000000.000,7000000.000,7000000.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,18377138.000,8850566.000,8777041.000,6307452.000,4143209.000,0.000,0.000,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,3760862.000,8379310.000,9265929.000,9612578.000,9461477.000,8910997.000,6840608.000,3214192.000,1193618.000,0.000
DebtAndCapitalLeaseObligations,,,,,7084465.000,3104025.000,5415746.000,5345590.000,4748926.000,4840354.000,4720395.000,4649704.000,14534814.000,12770400.000,12945723.000,12970388.000,13256518.000,11610162.000,11389427.000,11411360.000,11268461.000,11301825.000
DebtInstrumentUnamortizedDiscount,,,,,,,144194.000,131440.000,118615.000,105721.000,92756.000,79721.000,66614.000,53435.000,0.000,,,,,,,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,0.000,0.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,4862000.000,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,1726543.000,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,475594.000,,,,731520.000,,,,533992.000,,,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,14096618.000,218023.000,371383.000,509857.000,11103617.000,357239.000,570662.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,-287809.000,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,2883643.000,,,,3335989.000,,,,5014780.000,,,,7803550.000,,,
DeferredTaxAssetsGrossCurrent,352393.000,352393.000,352393.000,215688.000,52152.000,600347.000,954874.000,1057084.000,1141039.000,1708588.000,1300665.000,1293747.000,1288076.000,1283420.000,286508.000,274663.000,280280.000,286734.000,0.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,2575934.000,,,,2860395.000,,,,4283260.000,,,,7269558.000,,,
DeferredTaxAssetsNet,,,,,,,2883643.000,,,,3335989.000,,,,5014780.000,,,,7803550.000,,,
DeferredTaxAssetsNetNoncurrent,203743.000,56996.000,12356.000,464375.000,464375.000,1029331.000,1920742.000,1920742.000,1885231.000,1672349.000,1666488.000,1960042.000,2804882.000,2571375.000,4060156.000,5510273.000,7303609.000,7305559.000,7279923.000,8450033.000,8314362.000,7728370.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2259896.000,,,,2844500.000,,,,4124109.000,,,,6744515.000,,,
DeferredTaxAssetsOther,,,,,,,511974.000,,,,142095.000,,,,475120.000,,,,446892.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,52110.000,,,,81290.000,,,,140524.000,,,,238405.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,347472.000,,,,268104.000,,,,275027.000,,,,373738.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,0.000,,,,0.000,,,,0.000,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,299682.000,305556.000,291151.000,303423.000,106758.000,98892.000,,,,,,,,,,
DeferredTaxLiabilitiesOtherFiniteLivedAssets,,,,,,,,,,,147397.000,,,,70911.000,,,,49499.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,307709.000,,,,328197.000,,,,660609.000,,,,484493.000,,,
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,4862000.000,5944000.000,6258000.000,5719000.000,4776000.000,4081200.000,4354100.000,5481800.000,4522600.000,3512700.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,,,,26117614.000,26117614.000,26301699.000,26520855.000,27253547.000,26159628.000,27076001.000,27117850.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,996976.000,711585.000,472121.000,237500.000,949146.000,,,461242.000,461242.000,1660365.000,1116704.000,558360.000,2304451.000,1667931.000,1111954.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,998332.000,940502.000,940502.000,940502.000,940502.000,,,1836323.000,1836323.000,2205176.000,2224765.000,1931664.000,1963885.000,1909612.000,1909612.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,988332.000,940502.000,940502.000,940502.000,940502.000,,,1836323.000,1836323.000,2205176.000,2224765.000,1931664.000,1964285.000,1909612.000,1909612.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,996976.000,949146.000,949146.000,949146.000,940502.000,,,1836323.000,1836323.000,2205176.000,2224765.000,2078230.000,1964285.000,1909612.000,1909612.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,996976.000,949146.000,949146.000,949146.000,949146.000,,,1884967.000,1884967.000,2205176.000,2224765.000,2224796.000,2128675.000,2054597.000,2054597.000,
FiniteLivedIntangibleAssetsGross,,,,,5329830.000,5231661.000,15240835.000,15198918.000,14486444.000,14649926.000,14590771.000,13633946.000,34868174.000,33932792.000,33932792.000,36782768.000,36536619.000,35978261.000,36485209.000,36527365.000,36013237.000,
ForeignCurrencyContractAssetFairValueDisclosure,,,,,,,,,,,627.000,,,,,,23264.000,75691.000,49808.000,75124.000,,173192.000
Goodwill,,,,,1402000.000,1402000.000,4832050.000,4899276.000,4734402.000,4874864.000,4939462.000,4678818.000,14912856.000,14757466.000,9630279.000,9375269.000,9496202.000,9496202.000,10292265.000,10292265.000,10292265.000,10292265.000
InventoryFinishedGoods,,,,,2307327.000,2825753.000,21595058.000,27243790.000,22482550.000,18812421.000,24320984.000,27759025.000,43233208.000,32730321.000,19830006.000,25545384.000,36268414.000,24006523.000,18484377.000,22299058.000,33818071.000,31505072.000
