,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,21000.000,,,,23000.000,,,,94000.000
AdvertisingExpense,141000.000,140000.000,114000.000,116000.000,148000.000,140000.000,189000.000,150000.000,251000.000,176000.000
AmortizationOfDebtDiscountPremium,,221000.000,,,,261000.000,,,,422000.000
AmortizationOfFinancingCosts,,53000.000,,,,40000.000,,,,24000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,8000.000,,,,8000.000
AmortizationOfIntangibleAssets,,5000.000,,,,4000.000,,,,4000.000
AmortizationOfMortgageServicingRightsMSRs,,4000.000,,,,3000.000,,,,3000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,10000.000,16472.000,0.000,0.000,-12354.000,16472.000,280396.000,280396.000,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,52000.000,,,,80000.000,,,,-27000.000
BankOwnedLifeInsuranceIncome,64000.000,85000.000,65000.000,250000.000,1000.000,80000.000,66000.000,94000.000,67000.000,71000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,11697000.000,,,,10410000.000,,,,14200000.000
CommonStockDividendsPerShareDeclared,0.030,0.030,0.030,0.050,0.050,0.050,0.050,0.050,0.050,0.050
ComprehensiveIncomeNetOfTax,736000.000,833000.000,190000.000,1244000.000,176000.000,1095000.000,978000.000,863000.000,-921000.000,1415000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,11000.000,8000.000,14000.000,10000.000,11000.000,-6000.000,34000.000,-4000.000,2000.000,27000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,747000.000,841000.000,204000.000,1254000.000,187000.000,1089000.000,1012000.000,859000.000,-919000.000,1442000.000
Depreciation,,229000.000,,,,233000.000,,,,247000.000
DividendIncomeOperating,35000.000,29000.000,40000.000,40000.000,69000.000,27000.000,26000.000,33000.000,48000.000,54000.000
DividendsCommonStock,,124000.000,,,,207000.000,,,,203000.000
DividendsPreferredStock,,32000.000,,,,16000.000,,,,
EarningsPerShareBasic,0.280,0.120,0.160,0.210,0.180,0.160,0.200,0.200,0.230,0.200
EarningsPerShareDiluted,0.280,0.120,0.160,0.200,0.180,0.150,0.200,0.200,0.230,0.190
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,0.241
EmployeeStockOwnershipPlanESOPSharesContributedToESOP,,6111.000,,,,6111.000,,,,6111.000
FederalDepositInsuranceCorporationPremiumExpense,99000.000,95000.000,102000.000,105000.000,106000.000,108000.000,108000.000,108000.000,21000.000,56000.000
FeesAndCommissionsDebitCards,127000.000,123000.000,136000.000,131000.000,140000.000,135000.000,141000.000,138000.000,143000.000,147000.000
FeesAndCommissionsDepositorAccounts,311000.000,266000.000,288000.000,299000.000,302000.000,287000.000,285000.000,289000.000,280000.000,263000.000
FeesAndCommissionsOther,304000.000,287000.000,377000.000,352000.000,381000.000,385000.000,381000.000,383000.000,337000.000,399000.000
FinancingReceivableAllowanceForCreditLossesRecovery,11000.000,35000.000,76000.000,17000.000,29000.000,25000.000,20000.000,33000.000,29000.000,16000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,416000.000,305000.000,39000.000,405000.000,401000.000,90000.000,91000.000,159000.000,179000.000,688000.000
GainLossOnOilAndGasHedgingActivity,,,,,,,,,,94000.000
GainLossOnSaleOfInvestments,3000.000,52000.000,49000.000,88000.000,233000.000,80000.000,132000.000,4000.000,378000.000,71000.000
GainLossOnSaleOfSecuritiesNet,,,,,,,132000.000,4000.000,,71000.000
GainLossOnSalesOfLoansNet,,,,,,,,,,3000.000
GainsLossesOnSalesOfOtherRealEstate,,0.000,,,,,,,,-27000.000
GeneralAndAdministrativeExpense,61000.000,62000.000,59000.000,58000.000,89000.000,76000.000,82000.000,81000.000,90000.000,84000.000
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,4000.000
ImpairedFinancingReceivableAverageRecordedInvestment,7807000.000,7335000.000,7215000.000,7021000.000,-14523000.000,6555000.000,6339000.000,5732000.000,-11994000.000,8190000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,84000.000,35000.000,59000.000,27000.000,17000.000,43000.000,46000.000,51000.000,164000.000,70000.000
IncomeLossAttributableToParent,746000.000,529000.000,694000.000,885000.000,781000.000,661000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1074000.000,762000.000,998000.000,1211000.000,1032000.000,928000.000,1091000.000,1138000.000,1252000.000,1072000.000
