,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,6847000.000,7529000.000,8192000.000,7975000.000,9188000.000,9158000.000,9154000.000,9101000.000,9604000.000,10262000.000,10370000.000,9686000.000,10882000.000,11214000.000,11991000.000,11905000.000,12566000.000,13698000.000,13416000.000,13487000.000,14648000.000,15801000.000,16051000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,6261000.000,,,,8083000.000,,,,9906000.000,,,,12985000.000,,,,13261000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5587000.000,7371000.000,6942000.000,7158000.000,8258000.000,7296000.000,6929000.000,4133000.000,4503000.000,3891000.000,4309000.000,5305000.000,4690000.000,4490000.000,5216000.000,3749000.000,4478000.000,3048000.000,4885000.000,5404000.000,4633000.000,-624000.000,369000.000
AdditionalPaidInCapital,86591000.000,87043000.000,87805000.000,88525000.000,89614000.000,93505000.000,109022000.000,109874000.000,113441000.000,123325000.000,127218000.000,183765000.000,184797000.000,185397000.000,207374000.000,209074000.000,210331000.000,211546000.000,215948000.000,214525000.000,215262000.000,215932000.000,217195000.000
Assets,2024597000.000,2257330000.000,2460785000.000,2531484000.000,2763234000.000,2906314000.000,2861758000.000,3140626000.000,3396153000.000,3520699000.000,3572914000.000,3762684000.000,3952799000.000,4098679000.000,4393342000.000,4492539000.000,4772601000.000,5095509000.000,5378599000.000,5646055000.000,6002621000.000,6370448000.000,6336165000.000
AssetsFairValueDisclosure,,,,,,,55348000.000,49320000.000,,,,,,,,,,,,,,,40091000.000
AvailableForSaleSecurities,,,,,236582000.000,,,227770000.000,256385000.000,266220000.000,277501000.000,294254000.000,302303000.000,298310000.000,307379000.000,305985000.000,306666000.000,342938000.000,334567000.000,321044000.000,351417000.000,422375000.000,453956000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,8311000.000,7183000.000,3033000.000,3101000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,12000.000,67000.000,3988000.000,2529000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,223877000.000,222654000.000,218774000.000,221411000.000,249457000.000,260226000.000,270864000.000,286093000.000,295088000.000,291403000.000,299354000.000,300219000.000,299778000.000,338249000.000,327057000.000,312745000.000,344301000.000,423330000.000,453384000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,4000.000,7000.000,,11000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,,12000.000,67000.000,4260000.000,2820000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,21903000.000,68515000.000,64605000.000,,,,,,,,,,,5608000.000,25910000.000,253647000.000,237118000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,,,,8000.000,60000.000,,2809000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,21903000.000,68341000.000,64430000.000,,,,,,,,,,,4393000.000,24785000.000,,235706000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,0.000,174000.000,175000.000,,,,,,,,,,,1215000.000,1125000.000,,1412000.000
AvailableForSaleSecuritiesDebtSecurities,230671000.000,296826000.000,293809000.000,296224000.000,236582000.000,233877000.000,229434000.000,227770000.000,256385000.000,266220000.000,277501000.000,294254000.000,302303000.000,298310000.000,307379000.000,305985000.000,306666000.000,342938000.000,334567000.000,321044000.000,351417000.000,422375000.000,453956000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,233877000.000,229434000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,9000.000,-122000.000,64000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,0.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,241000.000,,,,,,,,,,,,,,,,
