,2011-06-30,2011-09-30
AccountsPayableCurrent,3849598.000,3955062.000
AccountsReceivableNetCurrent,16039201.000,14071032.000
AccruedLiabilitiesCurrent,1568635.000,1369112.000
AccruedVacationCurrent,2100367.000,1702852.000
AdditionalPaidInCapitalCommonStock,133663350.000,133789090.000
Assets,82401520.000,78777628.000
AssetsCurrent,19916688.000,16840156.000
CapitalLeaseObligationsCurrent,80476.000,80931.000
CapitalLeaseObligationsNoncurrent,103184.000,82779.000
CashAndCashEquivalentsAtCarryingValue,587139.000,66236.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,31849790.000,31849790.000
CommonStockSharesOutstanding,22951897.000,22951897.000
CommonStockValue,3185.000,3185.000
DeferredIncomeTaxesAndOtherAssetsCurrent,835928.000,863412.000
DeferredIncomeTaxesAndOtherAssetsNoncurrent,1425334.000,1475950.000
DeferredRentCreditCurrent,320498.000,320498.000
DeferredRentCreditNoncurrent,2357893.000,2295119.000
DeferredRevenueCurrent,529258.000,315034.000
Goodwill,55370011.000,55370011.000
IncomeTaxesReceivable,543759.000,13291.000
IntangibleAssetsNetExcludingGoodwill,3114307.000,2616225.000
Liabilities,21623700.000,16758700.000
LiabilitiesAndStockholdersEquity,82401520.000,78777628.000
LiabilitiesCurrent,11179887.000,10417563.000
LongTermDebtNoncurrent,7914257.000,3963239.000
OtherAssetsCurrent,26947.000,25091.000
OtherAssetsNoncurrent,133314.000,133314.000
OtherLiabilitiesNoncurrent,68479.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseCurrent,556165.000,473203.000
PropertyPlantAndEquipmentNet,2441866.000,2341972.000
RestrictedCashAndCashEquivalentsAtCarryingValue,1327549.000,1327891.000
RetainedEarningsAccumulatedDeficit,-41224957.000,-40109589.000
StockholdersEquity,60777820.000,62018928.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,60777820.000,62018928.000
TreasuryStockShares,8897893.000,8897893.000
TreasuryStockValue,31663758.000,31663758.000
