,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,419718.000,483408.000,226512.000,167257.000,190983.000,198524.000,295423.000,302065.000,235542.000,162406.000,173203.000,173811.000,162613.000,76880.000,78424.000,43123.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,344557.000,398467.000,221692.000,254995.000,251346.000,280590.000,333216.000,317198.000,268096.000,217204.000,239293.000,180143.000,245279.000,199505.000,255697.000,242832.000
AccountsPayableInterestBearingInterestRate,,,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,178833.000,179393.000,179954.000,180515.000,181076.000,181076.000,181076.000,118000.000,118000.000,118000.000,211721.000,215122.000,219391.000,221839.000,248790.000,361906.000
AccruedProfessionalFeesCurrent,,,,,,,,,80700.000,118900.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,698.000,,,,961.000,,,,961.000,,,,,
AdditionalPaidInCapital,1607224.000,1796294.000,1807570.000,1817186.000,1472163.000,1485607.000,1498751.000,1511902.000,1533936.000,1542270.000,1542270.000,1542270.000,1576369.000,1576369.000,1576369.000,1576369.000
Assets,696509.000,789347.000,540822.000,479814.000,491605.000,498380.000,602782.000,594037.000,554034.000,442865.000,467592.000,453623.000,439841.000,352010.000,86573.000,46413.000
AssetsCurrent,420288.000,513213.000,264775.000,203855.000,215734.000,222597.000,326998.000,318253.000,278250.000,167081.000,192045.000,178076.000,164294.000,77010.000,86573.000,46413.000
CashAndCashEquivalentsAtCarryingValue,570.000,9010.000,23013.000,26773.000,20411.000,24073.000,31575.000,16188.000,42708.000,4675.000,18842.000,4265.000,1681.000,130.000,6176.000,1317.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,19186648.000,19916648.000,19966648.000,19966648.000,18507144.000,18507144.000,18807144.000,18807144.000,19007144.000,19007144.000,19007144.000,19007144.000,19007144.000,19242144.000,19242144.000,19242144.000
CommonStockSharesOutstanding,19186648.000,19916648.000,19966648.000,19966648.000,18507144.000,18507144.000,18807144.000,18807144.000,19007144.000,19007144.000,19007144.000,19007144.000,19007144.000,19242144.000,19242144.000,19242144.000
CommonStockValue,19187.000,19917.000,19967.000,19967.000,18507.000,18507.000,18807.000,18807.000,19007.000,19007.000,19007.000,19007.000,19242.000,19242.000,19242.000,19242.000
ConvertibleDebt,,,,,,,,,,,170500.000,142500.000,148500.000,,,112300.000
ConvertibleLongTermNotesPayable,,,,,282000.000,229500.000,,317000.000,260000.000,60000.000,15000.000,,,,,
ConvertibleNotesPayable,,,,,105000.000,157500.000,387000.000,,77138.000,150000.000,387000.000,,,,,
CumulativeEarningsDeficit,-330587.000,-270132.000,-345356.000,-434640.000,-509673.000,569554.000,345279.000,330391.000,317469.000,528276.000,556954.000,487174.000,576361.000,629004.000,629004.000,918175.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,67008.000,
DebtInstrumentFaceAmount,,,,,387000.000,387000.000,,,260000.000,210000.000,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,0.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,-86369.000,102500.000,
DeferredTaxAssetsCapitalLossCarryforwards,,,706719.000,,,,706719.000,,,,736841.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,,,,311890.000,
DeferredTaxAssetsValuationAllowance,,,-247352.000,,,,-247352.000,,,,-257894.000,,,,-311890.000,
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,113565.000
DerivativeAssetsNoncurrent,,,,,,,,,,,,,,,,54187.000
DerivativeLiabilities,,,,,,,,,,,,,,58316.000,54187.000,113565.000
DueToOfficersOrStockholdersCurrent,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,118000.000,23000.000
DueToRelatedPartiesCurrentAndNoncurrent,178833.000,179393.000,179954.000,180515.000,181076.000,181076.000,181076.000,181629.000,181629.000,200668.000,211721.000,215122.000,219391.000,219391.000,219391.000,118000.000
FairValueOptionLoansHeldAsAssetsAggregateAmountInNonaccrualStatus,,,,,,,,,,,,,,,-12821.000,
IntangibleAssetsCurrent,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,275000.000,,
InterestPayableCurrent,60833.000,61393.000,61954.000,62515.000,63076.000,63076.000,63076.000,63629.000,63629.000,82668.000,93721.000,97122.000,101391.000,103839.000,103839.000,53500.000
InterestPayableCurrentAndNoncurrent,,,,,,,,70461.000,,,,,,,,
Liabilities,783375.000,818345.000,625131.000,638495.000,1007407.000,1021651.000,1059277.000,965644.000,855719.000,755357.000,763999.000,665250.000,740655.000,706014.000,795159.000,964588.000
LiabilitiesAndStockholdersEquity,696509.000,789347.000,540822.000,479814.000,491605.000,498380.000,602782.000,594037.000,554034.000,442865.000,467592.000,453623.000,439841.000,352010.000,86573.000,46413.000
LiabilitiesCurrent,750875.000,783345.000,610131.000,638495.000,725407.000,792151.000,672277.000,648644.000,595719.000,695357.000,748999.000,665250.000,740655.000,706014.000,795159.000,964588.000
LongTermDebtFairValue,,,,75500.000,60500.000,45500.000,,15500.000,5000.000,5000.000,,15500.000,15500.000,15500.000,15500.000,15500.000
LongTermDebtNoncurrent,,,15000.000,,,,387000.000,,,,,,,,,
LongtermDebtPercentageBearingFixedInterestAmount,,,,,,,,317000.000,,,,142500.000,142500.000,142500.000,142500.000,142500.000
NotesAndLoansPayableCurrent,,35000.000,,,,,,,,,,,,,,112300.000
NotesAndLoansReceivableNetCurrent,-32500.000,,,,,,,,,,,,,,,
NotesPayable,,,,,,,417500.000,,,,185500.000,,,,,
NotesPayableCurrent,100000.000,78000.000,81000.000,75500.000,60500.000,45500.000,30500.000,15500.000,5000.000,,,,18000.000,12500.000,12500.000,
NotesPayableRelatedPartiesClassifiedCurrent,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,139985.000,133985.000,133985.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,127485.000,133985.000
OperatingLossCarryforwards,,,247352.000,,,,247352.000,,,,257894.000,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,,891113.000,
OtherNotesPayable,,,,,,,150000.000,,,,150000.000,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
