,2012-05-31,2013-05-31,2014-05-31,2015-05-31,2016-05-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,30000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1438000.000,1330000.000,1356000.000,1292000.000,1371000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-46000.000,251000.000,183000.000,358000.000,
AdvertisingExpense,,982000.000,982000.000,928000.000,1133000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,,510000.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,762000.000,542000.000,819000.000
AmortizationOfIntangibleAssets,,164000.000,164000.000,129000.000,118000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,5000.000,47000.000
AssetImpairmentCharges,,,,,443000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,3435000.000,,0.000,,
CapitalExpendituresIncurredButNotYetPaid,,4965000.000,4479000.000,4430000.000,2854000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-32342000.000,1306000.000,-4137000.000,-1882000.000,26001000.000
CommonStockDividendsPerShareDeclared,,1.800,0.800,0.800,0.500
CostOfGoodsSold,94856000.000,80894000.000,74752000.000,81557000.000,33699000.000
CostOfServicesDepreciation,53651000.000,56795000.000,57034000.000,56445000.000,55931000.000
CostsAndExpenses,212468000.000,212020000.000,208998000.000,215401000.000,167250000.000
CurrentFederalTaxExpenseBenefit,,17007000.000,18007000.000,11636000.000,4228000.000
CurrentForeignTaxExpenseBenefit,,573000.000,319000.000,387000.000,95000.000
CurrentStateAndLocalTaxExpenseBenefit,,1417000.000,1720000.000,1355000.000,556000.000
DeferredFederalIncomeTaxExpenseBenefit,,-4401000.000,-7553000.000,-3626000.000,-1285000.000
DeferredForeignIncomeTaxExpenseBenefit,,-494000.000,125000.000,-286000.000,-314000.000
DeferredIncomeTaxExpenseBenefit,11120000.000,-4631000.000,-7928000.000,-4160000.000,-1876000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,257000.000,-500000.000,-248000.000,-277000.000
