,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpenseIncludingAssetRetirementObligations,,6000000.000,7000000.000,,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,5000000.000,6000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,6000000.000,5000000.000
AllocatedShareBasedCompensationExpense,,9000000.000,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,43000000.000,275000000.000,248000000.000,592000000.000,24000000.000,1000000.000,1000000.000,3000000.000,1000000.000,3000000.000,12000000.000,134000000.000,,2000000.000,1000000.000,,,2000000.000,2000000.000,,2000000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,,,,,,,,,,,,,,,423000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,1279000000.000,,,,-74000000.000,,,,183000000.000,,,,-1351000000.000,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,-34000000.000,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,2000000.000,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,,,0.200,,0.312,0.312,0.312,0.391,0.390,0.500,0.500,0.500,0.500,0.560,0.560,0.560,0.560,0.630,0.630,0.630,0.630
ComprehensiveIncomeNetOfTax,674000000.000,1204000000.000,1828000000.000,522000000.000,1099000000.000,1014000000.000,734000000.000,1230000000.000,1612000000.000,972000000.000,969000000.000,641000000.000,824000000.000,1237000000.000,1459000000.000,585000000.000,381000000.000,401000000.000,471000000.000,-40000000.000,578000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2000000.000,1000000.000,2000000.000,2000000.000,3000000.000,2000000.000,5000000.000,7000000.000,6000000.000,9000000.000,9000000.000,11000000.000,10000000.000,13000000.000,14000000.000,16000000.000,13000000.000,20000000.000,25000000.000,31000000.000,28000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,676000000.000,1205000000.000,1830000000.000,524000000.000,1102000000.000,1016000000.000,739000000.000,1237000000.000,1618000000.000,981000000.000,978000000.000,652000000.000,834000000.000,1250000000.000,1473000000.000,601000000.000,394000000.000,421000000.000,496000000.000,-9000000.000,606000000.000
CostOfPurchasedOilAndGas,40328000000.000,40398000000.000,36189000000.000,37568000000.000,35264000000.000,37277000000.000,38746000000.000,36958000000.000,34381000000.000,39316000000.000,33602000000.000,28449000000.000,16695000000.000,22253000000.000,18580000000.000,15871000000.000,11930000000.000,16198000000.000,15961000000.000,18379000000.000,17679000000.000
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,,,318000000.000
DeferredIncomeTaxExpenseBenefit,169000000.000,,,,81000000.000,,,,-444000000.000,,,,-6000000.000,,,,154000000.000,,,,493000000.000
DefinedBenefitPlanAmortizationOfGainsLosses,-2000000.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,2000000.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanInterestCost,3000000.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,4000000.000,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanServiceCost,1000000.000,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,216000000.000,224000000.000,229000000.000,244000000.000,245000000.000,231000000.000,236000000.000,235000000.000,234000000.000,239000000.000,249000000.000,273000000.000,253000000.000,274000000.000,270000000.000,281000000.000,280000000.000,290000000.000,293000000.000,305000000.000,315000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,,,,,,,,,,,4000000.000,,3000000.000
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,,,,,,,,,,,,8000000.000,8000000.000,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,5000000.000,,,,0.000,,,,,,,,
DividendsCommonStockCash,,,,,194000000.000,,,,229000000.000,,,,272000000.000,,,,296000000.000,,,,326000000.000
EarningsPerShareBasic,,1.880,2.530,,2.250,1.550,0.880,1.390,2.690,1.520,2.110,2.080,1.800,1.850,2.920,1.210,0.720,0.940,0.970,0.310,1.020
EarningsPerShareDiluted,,1.860,2.510,,2.230,1.530,0.870,1.390,2.670,1.510,2.090,2.060,1.790,1.840,2.900,1.200,0.720,0.930,0.960,0.310,1.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-26000000.000,,,,-31000000.000,,,,-73000000.000,,,,36000000.000,,,,
EffectOfLIFOInventoryLiquidationOnIncome,,67000000.000,,,,17000000.000,2000000.000,,,,,,36000000.000,,,,-43000000.000,-15000000.000,-13000000.000,139000000.000,-43000000.000
EffectiveIncomeTaxRateContinuingOperations,0.400,0.380,0.350,-0.753,0.320,0.350,0.350,-0.686,0.330,0.360,0.310,-0.712,0.280,0.300,0.330,-0.618,0.330,0.280,0.340,-0.700,0.290
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,,,,,,,0.350,,,,0.350,,,,0.350
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,1099000000.000,1474000000.000,,,,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,1082000000.000,1451000000.000,976000000.000,2613000000.000,1750000000.000,975000000.000,801000000.000,2312000000.000,1101000000.000,1162000000.000,758000000.000,1679000000.000,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,8547000000.000,8544000000.000,4996000000.000,33314000000.000,8137000000.000,8075000000.000,8742000000.000,34546000000.000,7998000000.000,8685000000.000,7896000000.000,33400000000.000,,,,,,,,,
ExciseAndSalesTaxes,3321000000.000,3389000000.000,3312000000.000,3349000000.000,3258000000.000,3428000000.000,3568000000.000,3612000000.000,3522000000.000,3743000000.000,3781000000.000,3652000000.000,3362000000.000,3463000000.000,3513000000.000,3442000000.000,3360000000.000,3508000000.000,3357000000.000,3156000000.000,3036000000.000
ForeignCurrencyTransactionGainLossBeforeTax,15000000.000,-8000000.000,15000000.000,7000000.000,-2000000.000,19000000.000,-1000000.000,24000000.000,19000000.000,-29000000.000,-13000000.000,-3000000.000,-49000000.000,,-1000000.000,,7000000.000,,9000000.000,,1000000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,27000000.000,,,,,,,,,,,,,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,42000000.000,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,866000000.000,863000000.000,1180000000.000,1147000000.000,987000000.000,1012000000.000,1578000000.000,650000000.000,385000000.000,496000000.000,511000000.000,163000000.000,535000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,2081000000.000,1474000000.000,826000000.000,1145000000.000,1298000000.000,1359000000.000,1727000000.000,1361000000.000,1388000000.000,1465000000.000,2359000000.000,832000000.000,596000000.000,720000000.000,813000000.000,62000000.000,797000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,872000000.000,872000000.000,1189000000.000,1158000000.000,997000000.000,1025000000.000,1592000000.000,666000000.000,398000000.000,516000000.000,536000000.000,194000000.000,563000000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,1.480,1.520,2.110,2.040,1.800,1.850,2.920,1.210,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,1.470,1.510,2.090,2.030,1.790,1.840,2.900,1.200,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,706000000.000,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,706000000.000,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,1.210,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,1.200,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,734000000.000,815000000.000,959000000.000,626000000.000,1039000000.000,618000000.000,647000000.000,769000000.000,778000000.000,764000000.000,511000000.000,413000000.000,456000000.000,407000000.000,583000000.000,127000000.000,333000000.000,435000000.000,391000000.000,255000000.000,365000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,349000000.000,,,,-77000000.000,,,,-632000000.000,,,,337000000.000,,,,166000000.000,,,,212000000.000
IncomeTaxExpenseBenefit,431000000.000,712000000.000,848000000.000,509000000.000,671000000.000,514000000.000,286000000.000,373000000.000,426000000.000,487000000.000,538000000.000,203000000.000,391000000.000,440000000.000,767000000.000,166000000.000,198000000.000,204000000.000,277000000.000,-132000000.000,234000000.000
IncomeTaxesPaidNet,,,,,83000000.000,,,,26000000.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,1996000000.000,,,,2466000000.000,,,,1505000000.000,,,,-349000000.000,,,,98000000.000,,,,-496000000.000
IncreaseDecreaseInInventories,1518000000.000,,,,2442000000.000,,,,2567000000.000,,,,834000000.000,,,,620000000.000,,,,1222000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,183000000.000,,,,71000000.000,,,,132000000.000,,,,130000000.000,,,,310000000.000,,,,91000000.000
IncreaseDecreaseInReceivables,1291000000.000,,,,-285000000.000,,,,-619000000.000,,,,-1684000000.000,,,,-524000000.000,,,,-621000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,6647000.000,7241000.000,,6258000.000,5764000.000,5585000.000,-11536000.000,5522000.000,5486000.000,5466000.000,-10872000.000,4137000.000,4309000.000,4339000.000,-8163000.000,2970000.000,2813000.000,2807000.000,-6055000.000,2873000.000
InterestAndDebtExpense,13000000.000,83000000.000,74000000.000,76000000.000,70000000.000,69000000.000,68000000.000,68000000.000,68000000.000,66000000.000,60000000.000,73000000.000,86000000.000,79000000.000,71000000.000,74000000.000,86000000.000,83000000.000,81000000.000,88000000.000,105000000.000
InterestExpenseRelatedParty,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,1000000.000,2000000.000,1000000.000,2000000.000,1000000.000,1000000.000,2000000.000,,,
InterestPaidNet,,,,,15000000.000,,,,12000000.000,,,,,,,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,,,,,,,,,,24000000.000
MultiemployerPlanPeriodContributions,63000000.000,21000000.000,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,573000000.000,,,,-585000000.000,,,,-1355000000.000,,,,-58000000.000,,,,-783000000.000,,,,-686000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,573000000.000,,,,-585000000.000,,,,-1355000000.000,,,,-58000000.000,,,,-783000000.000,,,,-686000000.000
NetCashProvidedByUsedInInvestingActivities,-212000000.000,,,,-323000000.000,,,,-86000000.000,,,,-1038000000.000,,,,-862000000.000,,,,158000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-212000000.000,,,,-323000000.000,,,,-52000000.000,,,,-1038000000.000,,,,-862000000.000,,,,158000000.000
NetCashProvidedByUsedInOperatingActivities,-361000000.000,,,,2213000000.000,,,,1398000000.000,,,,1352000000.000,,,,258000000.000,,,,-549000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-361000000.000,,,,2213000000.000,,,,1396000000.000,,,,1352000000.000,,,,258000000.000,,,,-549000000.000
NetIncomeLoss,636000000.000,1181000000.000,1599000000.000,708000000.000,1407000000.000,958000000.000,535000000.000,826000000.000,1572000000.000,863000000.000,1180000000.000,1147000000.000,987000000.000,1012000000.000,1578000000.000,650000000.000,,,,,
