,2011-10-31,2012-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,1118910.000,1173726.000
AdditionalPaidInCapital,8014642.000,8015934.000
Assets,143245.000,37258.000
AssetsCurrent,94245.000,37258.000
AssetsNoncurrent,49000.000,
CashAndCashEquivalentsAtCarryingValue,44245.000,37258.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000
CommonStockSharesIssued,25782081.000,28132081.000
CommonStockSharesOutstanding,25782081.000,28132081.000
CommonStockSharesSubscriptions,1.000,1.000
CommonStockValue,258.000,281.000
ConvertibleLongTermNotesPayable,38130.000,13625.000
ConvertibleNotesPayableCurrent,1429965.000,1465780.000
DebtInstrumentUnamortizedDiscount,61765.000,16375.000
DepositsAssetsNoncurrent,41522.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3061341.000,3234769.000
LiabilitiesAndStockholdersEquity,143245.000,37258.000
LiabilitiesCurrent,2659875.000,2750506.000
OtherReceivablesNetCurrent,50000.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000
PreferredStockValue,1.000,1.000
RetainedEarningsAccumulatedDeficit,-7508321.000,-7508321.000
SecurityDeposit,7478.000,
ShortTermNonBankLoansAndNotesPayable,111000.000,111000.000
StockholdersEquity,-2554760.000,-2726873.000
