,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,849000.000,855000.000,733000.000,852000.000,994000.000,676000.000,880000.000,859000.000,595000.000,588000.000,631000.000,936000.000,480000.000,462000.000,673000.000,530000.000
AccountsReceivableGross,,,,,49000.000,28000.000,7000.000,,,,,,,,,
AccountsReceivableGrossCurrent,184000.000,158000.000,60000.000,78000.000,,,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,1600000.000,1700000.000,1800000.000,1900000.000,1900000.000,2000000.000,2000000.000,2100000.000,2100000.000,2100000.000,2100000.000,2100000.000
Assets,143991000.000,120936000.000,98359000.000,77876000.000,62397000.000,49041000.000,38611000.000,29590000.000,23519000.000,18728000.000,12596000.000,10417000.000,7744000.000,6088000.000,5098000.000,4299000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,33614000.000,,,,9355000.000,,,,2826000.000,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,21032000.000,,,,5720000.000,,,,1857000.000,
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,,,108000.000,,,,17000.000,,,,2000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,359000.000,,,,67000.000,,,,5000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,1166000.000,,,,342000.000,,,,92000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,2652000.000,,,,931000.000,,,,306000.000,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,8297000.000,,,,2278000.000,,,,564000.000,
CapitalLeasesNetInvestmentInDirectFinancingLeases,129839000.000,106796000.000,84367000.000,67134000.000,,,,,,,,,,,,
Cash,514000.000,371000.000,154000.000,77000.000,234000.000,8000.000,42000.000,15000.000,10000.000,57000.000,20000.000,93000.000,4000.000,17000.000,21000.000,26000.000
CostMethodInvestments,,,,,,,,,428000.000,428000.000,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,9925000.000,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,333000.000,255000.000,,,93000.000,75000.000
