,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,154881.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,-46121.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,76500.000,,,,,,
AmortizationOfDebtDiscountPremium,,,43930.000,,,,0.000,,,,146743.000,,,,,,
AmortizationOfDeferredCharges,,,,22000.000,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,314559.000,,
AmortizationOfIntangibleAssets,129.000,129.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-195894.000,,,,204844.000,,,,-186563.000,,,,-360513.000,,
CostOfRevenue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,976.000,5720.000,34406.000,3879.000,10225.000,13397.000,27032.000,29431.000,24803.000,32533.000
DebtConversionConvertedInstrumentAmount1,,,,,,,0.000,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,169889.000,,,,,,,,
DeferredRevenueAdditions,,,,,,,,,1050.000,,,,,,,,
Depreciation,,,,,,,,,,,,,,,21300.000,,
DepreciationAndAmortization,,,,,,,,,,,,,,,21300.000,,
DepreciationDepletionAndAmortization,,,2249.000,2461.000,2875.000,2312.000,2825.000,14574.000,16443.000,16027.000,19962.000,23181.000,24858.000,19296.000,21300.000,23100.000,23100.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,-3032501.000,838603.000
EarningsPerShareBasic,,,,,,,,,,,,,,,,,-0.010
EarningsPerShareBasicAndDiluted,,-0.010,-0.020,-0.020,-0.010,-0.010,-0.020,-0.020,-0.030,-0.040,-0.030,-0.030,-0.040,-0.060,-0.040,-0.230,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,-6118145.000,0.000
GeneralAndAdministrativeExpense,89126.000,277070.000,422120.000,225762.000,351681.000,478367.000,568639.000,676606.000,860148.000,1398366.000,992239.000,870097.000,1184489.000,1516001.000,1146888.000,748962.000,526377.000
GrossProfit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2148.000,16807.000,-16438.000,1166.000,3742.000,6937.000,5447.000,18450.000,22624.000,29421.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-89255.000,-277199.000,-477848.000,-452973.000,-355186.000,-482443.000,-579864.000,-702495.000,-877979.000,-1464826.000,-1204685.000,-1263094.000,-1773303.000,-2266337.000,-1744415.000,-10770652.000,-722478.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,-10520.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,24615.000,,,,-24143.000,,,,125883.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,674.000,,,,9248.000,,
IncreaseDecreaseInAccruedSalaries,,,,,,,79873.000,,,,4244.000,,,,,,
IncreaseDecreaseInCustomerAdvances,,,,,,,1308.000,,,,,,,,,,
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,,,,,,,,,0.000,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,-332.000,,,,3893.000,,
IncreaseDecreaseInDepositsOutstanding,,,,,,,43136.000,,,,377142.000,,,,0.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,0.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,9550.000,,,,8400.000,,,,40957.000,,,,14410.000,,
IncreaseDecreaseInInventories,,,,,,,700.000,,,,373211.000,,,,-36215.000,,
IncreaseDecreaseInPrepaidExpense,,,42500.000,,,,-29367.000,,,,-70155.000,,,,,,
IncreaseDecreaseInPrepaidExpensesOther,,,,,,,,,,,,,,,-62786.000,,
InterestExpense,0.000,0.000,53479.000,224750.000,630.000,1764.000,8400.000,13463.000,18195.000,33995.000,193650.000,374295.000,572155.000,736928.000,594677.000,870568.000,1041025.000
InterestExpenseDebt,,,,,,,8400.000,,,,46907.000,,,,0.000,,
InterestPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
InvestmentIncomeInterest,0.000,0.000,0.000,0.000,,,0.000,,,,,737.000,1262.000,,,0.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,22250.000,,,,58500.000,,,,233040.000,,,,122850.000,,
LeaseAndRentalExpense,,,,,,,5979.000,,,,8113.000,,,,16993.000,,
LongTermPurchaseCommitmentAmount,,,,,,,172544.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,75000.000,,,,552879.000,,,,1200000.000,,,,577150.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,75000.000,,,,552879.000,,,,1200000.000,,,,577150.000,,
NetCashProvidedByUsedInInvestingActivities,,,-5005.000,,,,-20687.000,,,,0.000,,,,-16589.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5005.000,,,,-20687.000,,,,0.000,,,,-16589.000,,
NetCashProvidedByUsedInOperatingActivities,,,-265889.000,,,,-327348.000,,,,-1386563.000,,,,-921074.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-265889.000,,,,-327348.000,,,,-1386563.000,,,,-921074.000,,
NetIncomeLoss,-89255.000,-277199.000,-477848.000,-452973.000,-355186.000,-482443.000,-579864.000,-702495.000,-877979.000,-1464826.000,-1204685.000,-1263094.000,-1773303.000,-2266337.000,-1744415.000,-10770652.000,-722478.000
NonoperatingIncomeExpense,0.000,0.000,-53479.000,-224750.000,-630.000,,-8400.000,,,,,,,,,-10021214.000,-202422.000
OperatingCostsAndExpenses,89255.000,277199.000,424369.000,228223.000,354556.000,,571464.000,,,,,,,,,,
OperatingExpenses,,,,,,,,691180.000,876591.000,,1012201.000,893278.000,1209347.000,1535297.000,1168188.000,,
OperatingIncomeLoss,-89255.000,-277199.000,-424369.000,-228223.000,-354556.000,-480679.000,-571464.000,-689032.000,-859784.000,-1430831.000,-1011035.000,-889536.000,-1202410.000,-1529850.000,-1149738.000,-749438.000,-520056.000
OtherDepreciationAndAmortization,,,,,,,2825.000,,,,21985.000,,,,,,
OtherNoncashExpense,,,,,,,,,,,,,,,125591.000,,
OtherOperatingIncomeExpenseNet,,,,,,,,,,,,,,,,-772062.000,-549477.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,330000.000,,,,239200.000,,,,,,,,47997.000,,
PaymentsForDeposits,,,,,,,43136.000,,,,,,,,,,
PaymentsToAcquireIntangibleAssets,,,,,,,0.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,5005.000,,,,20687.000,,,,0.000,,,,16589.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,302879.000,,,,0.000,,,,548400.000,,
ProceedsFromLinesOfCredit,,,,,,,,,,,700000.000,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,25000.000,,,,,,
ProceedsFromRelatedPartyDebt,,,75000.000,,,,250000.000,,,,475000.000,,,,,,
ProceedsFromWarrantExercises,,,,61750.000,,,0.000,,,,,,,,28750.000,,
