,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,,,,35369.000,40361.000,48910.000,58360.000,
BusinessCombinationAcquisitionRelatedCosts,,2562010.000,105527.000,159767.000,135480.000,82857.000,357087.000,929674.000,485382.000,1861000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,980371.000,,,,2298699.000,,,,
ComprehensiveIncomeNetOfTax,,-6964201.000,627377.000,567741.000,-1272386.000,212221.000,-1695651.000,-6788779.000,-4443791.000,-8831000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,0.000,0.000,3060.000,9079.000,3026.000,3051.000,3097.000,2826.000,3000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-6964201.000,627377.000,570801.000,-1263307.000,215247.000,-1692600.000,-6785682.000,-4440965.000,-8828000.000
CostsAndExpenses,283389.000,6285328.000,2553796.000,2330023.000,2485882.000,4619516.000,4156420.000,14127188.000,9691876.000,20680000.000
DepreciationAndAmortization,,626778.000,1211059.000,1183116.000,1185647.000,1950568.000,2360226.000,5562477.000,5498729.000,7294000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,265450.000,542171.000,466949.000,595982.000,562291.000,758212.000,1444527.000,1827970.000,1983000.000
DistributedEarnings,,89602.000,,,,,,,,
Dividends,,149826.000,567231.000,947494.000,1259600.000,1757759.000,2235237.000,2767112.000,3351892.000,3909000.000
DividendsCommonStockCash,,91135.000,279432.000,457698.000,603936.000,871004.000,1106860.000,1339731.000,1608405.000,1833000.000
DividendsCommonStockStock,,26037.000,98663.000,,,,,,,
DividendsStock,,58691.000,287799.000,489796.000,655664.000,886755.000,1128377.000,1427381.000,1743487.000,2076000.000
EarningsPerShareBasicAndDiluted,,,,0.000,,,-0.050,-0.360,,-0.320
EffectOfExchangeRateOnCashAndCashEquivalents,,-125942.000,,,,182875.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-234.000,,0.000,,138476.000,-89450.000,-40985.000,-12041.000,61000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,-26682.000,12170.000,-17474.000,-8549.000,-2941.000,-1320.000,-1446.000,-293.000,-47000.000
