,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AdjustmentForAmortization,,,125540.000,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,300000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,122261.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,-3485.000,,40185.000,157348.000
CommonStockDividendsPerShareDeclared,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,,606497.000,427938.000,84391.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,470686.000,,,
DepreciationNonproduction,,,65367.000,
EarningsPerShareBasic,-0.070,,,
EarningsPerShareDiluted,-0.070,,,
FeesAndCommissionsDepositorAccounts,12832.000,11996.000,9770.000,9909.000
GainLossOnDerivativeInstrumentsNetPretax,-51510.000,-20416.000,-7308.000,-1451.000
GainLossOnSaleOfOtherLoansAndLeases,,,476596.000,
GainLossOnSalesOfLoansNet,,-102809.000,,
GainsLossesOnSalesOfOtherRealEstate,,,40588.000,14400.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,572273.000
IncomeLossFromContinuingOperationsPerBasicShare,,-0.020,0.150,0.030
IncomeLossFromContinuingOperationsPerDilutedShare,,-0.020,0.150,0.030
IncreaseDecreaseInAccruedInterestReceivableNet,,,37222.000,
IncreaseDecreaseInDeposits,,,-6974833.000,
IncreaseDecreaseInFederalFundsPurchased,,,-4000000.000,
IncreaseDecreaseInFederalFundsSold,,,25000.000,
IncreaseDecreaseInInterestPayableNet,,,-2390.000,
IncreaseDecreaseInOtherOperatingAssets,,,-18577.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-9517.000,
InterestAndDividendIncomeOperating,1570773.000,1463371.000,1428127.000,1425693.000
InterestAndDividendIncomeSecurities,369850.000,351062.000,216501.000,181018.000
InterestAndFeeIncomeLoansAndLeases,1200574.000,1112121.000,1211446.000,1244334.000
InterestExpense,376153.000,334749.000,280684.000,271634.000
InterestExpenseDeposits,305580.000,267408.000,212045.000,191092.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,69704.000,66995.000,68118.000,80542.000
InterestExpenseOther,869.000,346.000,521.000,
InterestIncomeExpenseAfterProvisionForLoanLoss,985057.000,1128622.000,1072443.000,854059.000
InterestIncomeExpenseNet,1194620.000,1128622.000,1147443.000,1154059.000
InterestIncomeFederalFundsSold,349.000,188.000,180.000,341.000
InterestPaid,,,283074.000,
LaborAndRelatedExpense,708730.000,691637.000,622501.000,624377.000
NetCashProvidedByUsedInContinuingOperations,,,-348740.000,
NetCashProvidedByUsedInFinancingActivities,,,-2974833.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2974833.000,
NetCashProvidedByUsedInInvestingActivities,,,2415293.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,2415293.000,
NetCashProvidedByUsedInOperatingActivities,,,210800.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,210800.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,-54167.000,520093.000,94969.000
NoninterestExpense,1397393.000,1311501.000,1190995.000,1276207.000
NoninterestIncome,161366.000,128712.000,638645.000,517117.000
NoninterestIncomeOther,11954.000,11686.000,78814.000,91807.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,721656.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,660664.000,-92155.000,-10578.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,-157348.000
OtherComprehensiveIncomeLossTax,355441.000,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,,-325401.000,45390.000,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,-5210.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,-3485.000,,40185.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,1073612.000,986065.000,-97360.000,141560.000
OtherNoninterestExpense,536626.000,468582.000,416237.000,494783.000
PaymentsForProceedsFromFederalHomeLoanBankStock,,,220500.000,
PaymentsForProceedsFromLoansAndLeases,,,5907071.000,
PaymentsToAcquireAvailableForSaleSecurities,,,4424206.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,4269.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,2318180.000,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,,,3886621.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,5773044.000,
ProceedsFromSaleOfForeclosedAssets,,,968494.000,
ProfitLoss,-250970.000,,,
ProvisionForLoanLossesExpensed,209563.000,,75000.000,300000.000
ShareBasedCompensation,,,12721.000,
TransferOfOtherRealEstate,,,1057843.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,3465391.000
