,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-05-31,2013-11-30,2014-02-28,2015-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-10479.000,,,-478.000,,12507.000,,
CostOfGoodsSold,,,,509.000,103.000,2732.000,22.000,
CostsAndExpenses,,,,,,,,1959653.000
Depreciation,96.000,144.000,168.000,168.000,168.000,168.000,185.000,
DepreciationAndAmortization,,,,,,,,135416.000
DerivativeGainOnDerivative,,,,,,,,688197.000
EarningsPerShareBasicAndDiluted,,,,0.010,,,-0.000,-0.050
FoodAndBeverageCostOfSales,,,,,,,,689944.000
GeneralAndAdministrativeExpense,,,,,,,,2401136.000
GrossProfit,,,,617.000,117.000,-1628.000,26.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-4749.000,-12338.000,-17359.000,-2489845.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7632.000,-9720.000,-10931.000,-6454.000,,,,
IncreaseDecreaseInAccountsPayable,1057.000,,,6499.000,,-3114.000,,
IncreaseDecreaseInAccruedLiabilities,-4000.000,,,-4200.000,,-1500.000,,
IncreaseDecreaseInDueToOfficersAndStockholders,,,,,,-8691.000,,
IncreaseDecreaseInInventories,,,,-509.000,,-2732.000,,
InterestExpense,,,,,,,,-874664.000
LaborAndRelatedExpense,,,,,,,,829004.000
NetCashProvidedByUsedInFinancingActivities,,,,3000.000,,35250.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,3000.000,,35250.000,,
NetCashProvidedByUsedInOperatingActivities,-10479.000,,,-3478.000,,-22743.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10479.000,,,-3478.000,,-22743.000,,
NetIncomeLoss,-7632.000,-9720.000,-10931.000,-6454.000,-4749.000,-12338.000,-17359.000,-2489845.000
OccupancyCosts,,,,,,,,169607.000
OperatingCostsAndExpenses,7632.000,9720.000,10931.000,7071.000,4866.000,10710.000,17385.000,2572125.000
OperatingIncomeLoss,-7632.000,-9720.000,-10931.000,-6454.000,-4749.000,-12338.000,-17359.000,-2346345.000
OtherCostOfOperatingRevenue,,,,,,,,271098.000
OtherNonoperatingExpense,,,,,,,,42967.000
OtherNonoperatingIncomeExpense,,,,,,,,-143500.000
PaymentsOfStockIssuanceCosts,,,,,,4750.000,,
PreOpeningCosts,,,,,,,,35573.000
ProceedsFromIssuanceOfCommonStock,,,,3000.000,,40000.000,,
Revenues,,,,,,,,2185433.000
SalesRevenueGoodsNet,,,,1126.000,220.000,1104.000,48.000,
SalesRevenueNet,,,,,,,,2185433.000
SellingGeneralAndAdministrativeExpense,7536.000,9576.000,10763.000,6903.000,4698.000,10542.000,17200.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,7506000.000,7667111.000,8006000.000,45775720.000
