,2011-12-31,2012-12-29,2013-12-28,2014-12-27,2015-12-26,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4632000.000,6920000.000,7323000.000,11287000.000,16092000.000,17181000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1494000.000,11978000.000,15366000.000,10758000.000,11503000.000,2735000.000
AllocatedShareBasedCompensationExpense,,6920000.000,7323000.000,11287000.000,16092000.000,17181000.000
AmortizationOfBelowMarketLease,,,,2035000.000,1775000.000,
AmortizationOfDebtDiscountPremium,,,,,5600000.000,
AmortizationOfFinancingCostsAndDiscounts,6278000.000,5727000.000,4706000.000,3968000.000,5969000.000,6398000.000
AmortizationOfIntangibleAssets,28025000.000,26943000.000,26943000.000,25760000.000,24688000.000,22079000.000
AssetImpairmentCharges,2060000.000,1278000.000,563000.000,1484000.000,623000.000,149000.000
CapitalExpendituresIncurredButNotYetPaid,1641000.000,5244000.000,1366000.000,2383000.000,579000.000,920000.000
CapitalLeasesIncomeStatementInterestExpense,,600000.000,618000.000,673000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,112615000.000,5903000.000,4315000.000,-48853000.000,52350000.000,100995000.000
CommonStockDividendsPerShareDeclared,,0.600,0.760,0.920,1.060,1.200
ComprehensiveIncomeNetOfTax,,97848000.000,139101000.000,161041000.000,99158000.000,191638000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-684000.000,-599000.000,-794000.000,2000.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,40416000.000,97164000.000,138502000.000,160247000.000,99160000.000,191638000.000
ConcentrationRiskPercentage1,,,0.170,,,
CooperativeAdvertisingAmount,,5600000.000,5500000.000,7600000.000,9700000.000,9500000.000
CostOfGoodsSold,72329000.000,69019000.000,79278000.000,81896000.000,76877000.000,77608000.000
CostsAndExpenses,419414000.000,441103000.000,433794000.000,432535000.000,451051000.000,438108000.000
CurrentFederalTaxExpenseBenefit,,52657000.000,70696000.000,82925000.000,90586000.000,97972000.000
CurrentForeignTaxExpenseBenefit,,2601000.000,2521000.000,-1262000.000,3186000.000,3808000.000
CurrentIncomeTaxExpenseBenefit,,61323000.000,84975000.000,104809000.000,117466000.000,130210000.000
CurrentStateAndLocalTaxExpenseBenefit,,6065000.000,11758000.000,23146000.000,23694000.000,28430000.000
DeferredFederalIncomeTaxExpenseBenefit,,-5071000.000,-11915000.000,-22644000.000,-19034000.000,-9983000.000
DeferredForeignIncomeTaxExpenseBenefit,,-6248000.000,-292000.000,-134000.000,987000.000,598000.000
DeferredIncomeTaxExpenseBenefit,-11363000.000,-6946000.000,-13191000.000,-24639000.000,-21107000.000,-12537000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,4373000.000,-984000.000,-1861000.000,-3060000.000,-3152000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,27000.000,371000.000,-308000.000,,
DefinedBenefitPlanActuarialGainLoss,,-2854000.000,-395000.000,-81000.000,,
DefinedBenefitPlanAmortizationOfGainsLosses,,-76000.000,-74000.000,-87000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.052,0.027,0.026,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.060,0.045,0.035,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.033,0.000,0.000,,
DefinedBenefitPlanBenefitsPaid,,275000.000,230000.000,208000.000,,
DefinedBenefitPlanContributionsByEmployer,,662000.000,626000.000,898000.000,,
DefinedBenefitPlanContributionsByPlanParticipants,,88000.000,0.000,0.000,,
DefinedBenefitPlanCurtailments,,1084000.000,0.000,0.000,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,317000.000,263000.000,208000.000,,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,-121000.000,530000.000,681000.000,,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,,99000.000,-307000.000,-540000.000,,
DefinedBenefitPlanInterestCost,,333000.000,216000.000,207000.000,,
DefinedBenefitPlanNetPeriodicBenefitCost,,354000.000,27000.000,86000.000,,
DefinedBenefitPlanServiceCost,,262000.000,0.000,0.000,,
DefinedContributionPlanCostRecognized,,2900000.000,3100000.000,3200000.000,3200000.000,3300000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,0.000,0.000,
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.800,0.800,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.800,0.800,0.800
Depreciation,24497000.000,29084000.000,22423000.000,19779000.000,20556000.000,20458000.000
DepreciationAndAmortization,52522000.000,56027000.000,49366000.000,45539000.000,45244000.000,42537000.000
DepreciationDepletionAndAmortization,,56027000.000,49366000.000,19779000.000,20556000.000,20458000.000
DerivativeGainOnDerivative,,,,6200000.000,6200000.000,
