,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,1006000.000,1036000.000,1067000.000,1163000.000,1144000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,5298000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1022000.000,1254000.000,899000.000,-1284000.000,-1249000.000
AdditionalPaidInCapitalCommonStock,,,56288000.000,56373000.000,56398000.000
AdvancesFromFederalHomeLoanBanks,29444000.000,24068000.000,36802000.000,38667000.000,30487000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,0.000,0.000,200000.000,0.000
Assets,390217000.000,456207000.000,489557000.000,481224000.000,482494000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,58545000.000,52836000.000,68816000.000,68790000.000,67519000.000
AvailableForSaleSecurities,60735000.000,55253000.000,70877000.000,68637000.000,67441000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,1706000.000,1883000.000,1527000.000,671000.000,660000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,61000.000,11000.000,11000.000,1369000.000,1283000.000
AvailableForSaleSecuritiesAmortizedCost,59090000.000,53381000.000,69361000.000,69335000.000,68064000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,14000.000,7000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,1355000.000,1276000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,37311000.000,34746000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,1473000.000,957000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,8369000.000,7686000.000,6992000.000,6987000.000,5883000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,8740000.000,8122000.000,7315000.000,7095000.000,6019000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,15661000.000,13261000.000,13931000.000,12147000.000,12621000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,16088000.000,13706000.000,14349000.000,12328000.000,12828000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,25929000.000,21828000.000,21664000.000,21216000.000,21106000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,25130000.000,20947000.000,20923000.000,20900000.000,20741000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,1100000.000,0.000,,1766000.000,2237000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,1101000.000,0.000,,1793000.000,2259000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,33415000.000,31889000.000,47893000.000,47890000.000,46778000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,34255000.000,32873000.000,48661000.000,46883000.000,45799000.000
AvailableForSaleSecuritiesDebtSecurities,60184000.000,54701000.000,70325000.000,68099000.000,66905000.000
BankOwnedLifeInsurance,9676000.000,7935000.000,7852000.000,7884000.000,7922000.000
Capital,,,,84565000.000,
CapitalRequiredForCapitalAdequacy,,,,23762000.000,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,0.080,
CapitalToRiskWeightedAssets,,,,0.285,
CashAndCashEquivalentsAtCarryingValue,5315000.000,72854000.000,26993000.000,14849000.000,8416000.000
CashAndDueFromBanks,2835000.000,3592000.000,4917000.000,4370000.000,4516000.000
CertificatesOfDepositAtCarryingValue,4675000.000,4675000.000,3675000.000,3675000.000,3185000.000
CommonStockParOrStatedValuePerShare,,,0.010,0.010,0.010
CommonStockSharesAuthorized,,,15000000.000,15000000.000,15000000.000
CommonStockSharesIssued,,,5868726.000,5868726.000,5868726.000
CommonStockSharesOutstanding,,,5868726.000,5868726.000,5868726.000
CommonStockValue,,,59000.000,59000.000,59000.000
ConstructionInProgressGross,,,,611000.000,
DeferredCosts,,862000.000,,,
DeferredIncomeTaxLiabilities,,,,3034000.000,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,988000.000,
DeferredTaxAssetsGross,,,,6934000.000,
DeferredTaxAssetsNet,,,,3034000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,2682000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,462000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,1211000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,-56000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,1306000.000,
DeferredTaxAssetsValuationAllowance,,,,3900000.000,
DeferredTaxLiabilitiesDerivatives,,,,254000.000,
DeferredTaxLiabilitiesFinancingArrangements,,,,445000.000,
