,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,,,,,5.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-70000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,-740000.000,,,,-3286000.000,,,,-1554000.000,,,,,,,,-50000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2892000.000,,,,2390000.000,,,,2250000.000,,,,1961000.000,,,,2451000.000,,,,2891000.000,,,,2427000.000,
AllocatedShareBasedCompensationExpenseNetOfTax,,2078000.000,2099000.000,,1446000.000,2081000.000,2134000.000,-2355000.000,1355000.000,1795000.000,1906000.000,537000.000,1180000.000,1533000.000,1536000.000,1470000.000,1495000.000,1486000.000,1605000.000,1595000.000,1792000.000,1234000.000,1447000.000,2038000.000,1469000.000,1953000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,,,,,,,3617000.000,3508000.000,1250000.000,3503000.000,2866000.000,4381000.000,4052000.000,5027000.000,3763000.000,4150000.000
AmortizationOfFinancingCosts,65000.000,,,,200000.000,,,,195000.000,,,,195000.000,,,,195000.000,,,,66000.000,,,,66000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,,,,,,,-2300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6987000.000,,,,-4433000.000,,,,3245000.000,,,,31440000.000,,,,25996000.000,,,,10609000.000,,,,17854000.000,
ComprehensiveIncomeNetOfTax,35791000.000,29002000.000,13741000.000,26859000.000,23948000.000,21306000.000,4116000.000,16435000.000,17370000.000,15885000.000,2844000.000,-18910000.000,14858000.000,13507000.000,5204000.000,12847000.000,11180000.000,11846000.000,3868000.000,13041000.000,12420000.000,7786000.000,2878000.000,11718000.000,,
CostOfServices,74976000.000,76373000.000,68170000.000,72484000.000,73764000.000,75652000.000,72997000.000,77685000.000,73427000.000,71305000.000,63673000.000,102041000.000,59113000.000,59799000.000,55927000.000,61464000.000,59697000.000,59245000.000,55281000.000,59874000.000,58098000.000,61782000.000,56295000.000,64851000.000,61416000.000,61656000.000
CostsAndExpenses,,,,,,,,,107587000.000,105723000.000,103410000.000,154179000.000,90559000.000,88749000.000,91540000.000,93446000.000,92026000.000,88821000.000,91888000.000,92004000.000,91074000.000,95591000.000,97326000.000,99625000.000,96469000.000,98866000.000
DeferredIncomeTaxExpenseBenefit,818000.000,,,,,,,,,,,,,,,,,,,,,,,,762000.000,
DepreciationAndAmortization,4904000.000,,,,5817000.000,,,,6190000.000,,,,5803000.000,,,,4713000.000,,,,4425000.000,,,,4370000.000,
DividendsCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,2853000.000,
DividendsCommonStockCash,-13174000.000,,,,11865000.000,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,2.810,2.540,1.200,2.360,2.100,1.860,0.360,1.470,1.590,1.430,0.300,-1.770,1.400,1.290,0.470,1.230,1.080,1.120,0.350,1.230,1.170,0.730,0.270,1.110,1.000,0.960
EarningsPerShareDiluted,2.800,2.530,1.200,2.350,2.090,1.850,0.360,1.460,1.590,1.420,0.300,-1.760,1.400,1.290,0.460,1.200,1.060,1.110,0.350,1.210,1.150,0.720,0.270,1.070,0.950,0.920
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1357000.000,1371000.000,,944000.000,1359000.000,1393000.000,-1538000.000,895000.000,1187000.000,1260000.000,356000.000,781000.000,1013000.000,1015000.000,925000.000,956000.000,986000.000,1048000.000,1042000.000,1099000.000,802000.000,957000.000,1398000.000,958000.000,1275000.000
FairValueOfAssetsAcquired,1894000.000,,,,1225000.000,,,,706000.000,,,,22000.000,,,,724000.000,,,,91000.000,,,,571000.000,
GeneralAndAdministrativeExpense,14522000.000,14580000.000,13406000.000,12956000.000,12648000.000,12928000.000,13769000.000,10711000.000,11088000.000,12978000.000,11472000.000,29099000.000,11013000.000,11157000.000,11028000.000,11637000.000,11655000.000,10844000.000,10925000.000,10830000.000,10329000.000,11930000.000,10952000.000,12522000.000,11619000.000,13205000.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,0.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,24557000.000,22719000.000,7947000.000,21393000.000,18664000.000,19757000.000,6154000.000,21556000.000,20032000.000,12848000.000,4784000.000,19628000.000,18465000.000,13947000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,59160000.000,49004000.000,23201000.000,44157000.000,39651000.000,35061000.000,6782000.000,27481000.000,28623000.000,24920000.000,5231000.000,,,,,,,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,,,,,,10000.000,,,,100000.000,,,,,
IncomeTaxExpenseBenefit,23369000.000,19357000.000,9266000.000,17486000.000,15662000.000,13849000.000,2679000.000,10855000.000,11392000.000,9918000.000,2082000.000,-12533000.000,9774000.000,9042000.000,2994000.000,8450000.000,7279000.000,7883000.000,2431000.000,8515000.000,7612000.000,5062000.000,1906000.000,7910000.000,7887000.000,3645000.000
IncomeTaxesPaid,,,,,,,,,,,,,,,,,,,,,3700000.000,,,,200000.000,
IncreaseDecreaseInAccountsPayable,-559000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,2369000.000,,,,-8220000.000,,,,-336000.000,,,,-983000.000,,,,-4335000.000,,,,-2836000.000,
IncreaseDecreaseInAccountsReceivable,3700000.000,,,,-1686000.000,,,,-1081000.000,,,,-1338000.000,,,,-1914000.000,,,,-717000.000,,,,-19000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,21467000.000,,,,15443000.000,,,,11847000.000,,,,9224000.000,,,,7547000.000,,,,4620000.000,,,,7089000.000,
IncreaseDecreaseInAccruedLiabilities,-4780000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,11808000.000,,,,-14061000.000,,,,-265000.000,,,,3699000.000,,,,2504000.000,,,,1435000.000,,,,2441000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,147000.000,,,,-3505000.000,,,,-1131000.000,,,,-2380000.000,,,,-335000.000,
IncreaseDecreaseInOtherOperatingAssets,-17000.000,,,,154000.000,,,,4000.000,,,,,,,,,,,,2983000.000,,,,-397000.000,
IncreaseDecreaseInOtherOperatingLiabilities,196000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1989000.000,,,,957000.000,,,,-1645000.000,,,,-926000.000,,,,-2573000.000,,,,1440000.000,,,,-629000.000,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,,,,,,,,,,,,52000.000,58000.000,92000.000,-119000.000,140000.000,118000.000,143000.000,-255000.000,186000.000,189000.000,212000.000,-357000.000,456000.000,469000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,15000.000,,,,,,,,,,,,,,,19000.000,,,,,,,,35000.000,41000.000
InterestExpense,183000.000,1167000.000,1209000.000,1214000.000,1208000.000,1109000.000,1055000.000,1244000.000,1296000.000,1337000.000,1391000.000,1395000.000,1353000.000,1281000.000,1311000.000,1303000.000,1273000.000,1272000.000,1144000.000,161000.000,160000.000,160000.000,161000.000,161000.000,159000.000,160000.000
InterestPaid,,,,,1000000.000,900000.000,900000.000,1000000.000,1100000.000,1100000.000,1200000.000,1200000.000,1200000.000,1100000.000,1100000.000,1000000.000,1100000.000,1100000.000,100000.000,100000.000,100000.000,100000.000,200000.000,-100000.000,,
InvestmentIncomeNonoperating,118000.000,26000.000,5000.000,3000.000,1000.000,2000.000,1000.000,0.000,,,1000.000,,1000.000,2000.000,42000.000,72000.000,78000.000,100000.000,44000.000,61000.000,100000.000,112000.000,115000.000,135000.000,181000.000,253000.000
MarketableSecuritiesGainLoss,66000.000,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-61187000.000,,,,-36865000.000,,,,-25780000.000,,,,-781000.000,,,,-1562000.000,,,,-405000.000,,,,-3364000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-61187000.000,,,,-36865000.000,,,,-25780000.000,,,,-781000.000,,,,-1562000.000,,,,-405000.000,,,,-3364000.000,
NetCashProvidedByUsedInInvestingActivities,1002000.000,,,,-4050000.000,,,,-2368000.000,,,,-996000.000,,,,-2834000.000,,,,-3666000.000,,,,-3841000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1002000.000,,,,-4050000.000,,,,-2368000.000,,,,-996000.000,,,,-2834000.000,,,,-3666000.000,,,,-3841000.000,
NetCashProvidedByUsedInOperatingActivities,67172000.000,,,,36482000.000,,,,31393000.000,,,,33217000.000,,,,30392000.000,,,,14680000.000,,,,25059000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,67172000.000,,,,36482000.000,,,,31393000.000,,,,33217000.000,,,,30392000.000,,,,14680000.000,,,,25059000.000,
NetIncomeLoss,35791000.000,29647000.000,13935000.000,26671000.000,23989000.000,21212000.000,4103000.000,16626000.000,17231000.000,15002000.000,3149000.000,-18957000.000,14783000.000,13677000.000,4953000.000,12943000.000,11385000.000,11874000.000,3723000.000,13041000.000,12420000.000,7786000.000,2878000.000,11718000.000,10578000.000,10302000.000
OperatingIncomeLoss,59225000.000,50145000.000,24405000.000,45368000.000,40858000.000,36168000.000,7836000.000,28725000.000,29919000.000,26257000.000,6621000.000,-30096000.000,25909000.000,23998000.000,9216000.000,22624000.000,19859000.000,20929000.000,7254000.000,21656000.000,20092000.000,12896000.000,4830000.000,19654000.000,18443000.000,13854000.000
OtherAmortizationOfDeferredCharges,378000.000,,,,147000.000,,,,27000.000,,,,,,,,,,,,,,,,,
