,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,81830000.000,74670000.000,78540000.000,67620000.000,79760000.000,72310000.000,111450000.000,107200000.000
AccountsReceivableNetCurrent,92750000.000,73440000.000,63050000.000,86150000.000,88540000.000,73380000.000,77570000.000,104780000.000
AccruedInsuranceCurrent,,,,,,,9720000.000,
AccruedLiabilitiesCurrent,44380000.000,38130000.000,39820000.000,38140000.000,40910000.000,42810000.000,63780000.000,59910000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,19570000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,58990000.000,58320000.000,58300000.000,60670000.000,60810000.000,63680000.000,65350000.000,64850000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-250000.000,-280000.000,-710000.000,-770000.000,-310000.000,-340000.000,-930000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,8600000.000,3250000.000,3180000.000,5210000.000,3480000.000,4310000.000,-7410000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,8350000.000,2970000.000,2470000.000,4440000.000,3170000.000,3970000.000,-8340000.000,360000.000
AdditionalPaidInCapitalCommonStock,,480000.000,1260000.000,1860000.000,2870000.000,3910000.000,54800000.000,156420000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2800000.000,3100000.000,3000000.000,2800000.000,3100000.000,2300000.000,3800000.000,3400000.000
Assets,375700000.000,346820000.000,331580000.000,347830000.000,352840000.000,339870000.000,613370000.000,637280000.000
AssetsCurrent,246910000.000,226900000.000,211160000.000,227760000.000,234060000.000,223320000.000,285990000.000,304400000.000
BusinessCombinationContingentConsiderationLiability,,,4580000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,17050000.000,28130000.000,23520000.000,18710000.000,31040000.000,41420000.000,50240000.000,30160000.000
CommitmentsAndContingencies,,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,18062027.000,18128481.000,18131865.000,18157649.000,18192839.000,18194416.000,20899959.000,25581906.000
CommonStockSharesOutstanding,18062027.000,18128481.000,18131865.000,18157649.000,18192839.000,18194416.000,20899959.000,25581906.000
CommonStockValue,180000.000,180000.000,180000.000,180000.000,180000.000,180000.000,210000.000,250000.000
DebtCurrent,17940000.000,14460000.000,10130000.000,10300000.000,12490000.000,11740000.000,22900000.000,12160000.000
DebtInstrumentCarryingAmount,,,,,,,,320960000.000
DeferredIncomeTaxLiabilities,,,15640000.000,,,,36620000.000,
DeferredTaxAssetsGross,,,21650000.000,,,,27480000.000,
DeferredTaxAssetsInventory,,,3640000.000,,,,6300000.000,
DeferredTaxAssetsLiabilitiesNet,,,1590000.000,,,,,
