,2011-09-30,2011-12-31,2012-03-31
AccruedLiabilitiesCurrent,9430.000,4980.000,5806.000
AdditionalPaidInCapital,140080.000,155080.000,168080.000
Assets,5441.000,8336.000,17005.000
CashAndCashEquivalentsAtCarryingValue,5441.000,8336.000,17005.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,2500000.000,2500000.000,2500000.000
CommonStockSharesOutstanding,2500000.000,2500000.000,2500000.000
CommonStockValue,250.000,250.000,250.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,144319.000,151974.000,157131.000
LiabilitiesAndStockholdersEquity,5441.000,8336.000,17005.000
LiabilitiesCurrent,9430.000,4980.000,5806.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,,
PreferredStockSharesOutstanding,0.000,,
StockholdersEquity,-3989.000,3356.000,11199.000
