,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,140000.000,55000.000,67516.000,70000.000,96310.000,89000.000,105000.000,112000.000,154000.000,183000.000,177000.000,185000.000,139000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,536000.000,593000.000,490000.000,493000.000
AccruedLiabilitiesCurrent,,,,,,,,,,13000.000,13000.000,13000.000,13000.000
AdditionalPaidInCapital,25000.000,39673638.000,39674087.000,39674087.000,39674087.000,39674000.000,39674000.000,39674000.000,39674000.000,11645000.000,11645000.000,11645000.000,11645000.000
Assets,283000.000,40119000.000,40041751.000,40041963.000,40038664.000,40024000.000,40051000.000,40047000.000,40033000.000,12003000.000,12027000.000,12074000.000,12057000.000
AssetsCurrent,,117000.000,37931.000,35312.000,27181.000,6000.000,26000.000,9000.000,21000.000,5000.000,19000.000,49000.000,4000.000
AssetsHeldInTrustNoncurrent,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,,,11998000.000,12008000.000,12025000.000,12053000.000
AssetsNoncurrent,,40002000.000,40003820.000,40006651.000,,,,,,,,,
CapitalUnitsAuthorized,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,260000000.000,,,,
Cash,26000.000,85000.000,9583.000,29293.000,20306.000,1000.000,23000.000,8000.000,21000.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,16000.000,48000.000,4000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,16000.000,48000.000,4000.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,0.010,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,80000.000,80000.000,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,8000000.000,8000000.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,1000.000,,,,,,,,,,,,
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,,28211237.000,28211237.000,36212237.000,36212237.000,36212237.000,36212237.000,36212237.000,19578800.000,13972871.000,13972871.000,13972871.000,10973471.000
CommonStockSharesOutstanding,28375000.000,36211237.000,36211237.000,36212237.000,36212237.000,36212237.000,36212237.000,36212237.000,19578800.000,13972871.000,13972871.000,13972871.000,10973471.000
CommonStockValue,,362.000,362.000,362.000,362.000,,,0.000,0.000,,,,
CommonUnitIssued,,8000000.000,8000000.000,8000000.000,,,,,,,,,
DeferredCosts,257000.000,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,465000.000,500000.000,420000.000,452000.000
DeferredTaxAssetsLiabilitiesNet,,,,205376.000,266242.000,250000.000,290000.000,370000.000,414000.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,2000.000,155000.000,307380.000,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,682000.000,735000.000,785000.000,785000.000
DueToRelatedPartiesCurrent,8000.000,372000.000,374666.000,474666.000,534666.000,535000.000,614000.000,637000.000,637000.000,,,,
InterestReceivable,,2000.000,3820.000,6651.000,4832.000,,,,,,,,
Liabilities,261000.000,600000.000,674682.000,849683.000,995993.000,1050000.000,1205000.000,1295000.000,1395000.000,1527000.000,,,
LiabilitiesAndStockholdersEquity,283000.000,40119000.000,40041751.000,40041963.000,40038664.000,40024000.000,40051000.000,40047000.000,40033000.000,12003000.000,12027000.000,12074000.000,12057000.000
LiabilitiesCurrent,261000.000,600000.000,674682.000,849683.000,995993.000,1050000.000,1205000.000,1295000.000,1395000.000,1527000.000,1631000.000,1586000.000,1544000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,,
NotesPayableRelatedPartiesClassifiedCurrent,113000.000,113000.000,112500.000,112500.000,112500.000,113000.000,113000.000,113000.000,113000.000,113000.000,113000.000,113000.000,113000.000
OtherLiabilitiesCurrent,,,,12517.000,12517.000,13000.000,13000.000,13000.000,13000.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
PreferredStockValue,,,,,,,,0.000,0.000,,,,
PrepaidExpenseCurrent,,32000.000,28348.000,6019.000,6875.000,5000.000,3000.000,1000.000,0.000,5000.000,3000.000,1000.000,
RetainedEarningsAccumulatedDeficit,,,,-482169.000,-631778.000,-700000.000,-828000.000,-922000.000,-1036000.000,-1169000.000,-1249000.000,-1157000.000,-1131000.000
SaleOfStockPricePerShare,0.001,0.001,0.001,0.001,,,,,,,,,
ShortTermBorrowings,112500.000,112500.000,112500.000,112500.000,,,,113000.000,113000.000,,,,
StockholdersEquity,22000.000,39519000.000,39367069.000,39192280.000,39042671.000,38974000.000,38846000.000,38752000.000,38638000.000,10476000.000,10396000.000,10488000.000,10514000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,22000.000,39519000.000,39367069.000,39192280.000,39042671.000,38974000.000,38846000.000,38752000.000,38638000.000,10476000.000,,,
