,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-04-01
AccountsPayableCurrent,,,11680000.000,12783000.000,31959000.000,32582000.000,28510000.000
AccountsReceivableNetCurrent,,,15491000.000,17051000.000,39740000.000,42852000.000,44005000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,559000.000,,788000.000
AccruedBonusesCurrent,,,556000.000,1132000.000,1592000.000,,633000.000
AccruedIncomeTaxesCurrent,,,4074000.000,0.000,1028000.000,,
AccruedLiabilitiesCurrent,,,8546000.000,5080000.000,14856000.000,12505000.000,11440000.000
AccruedMarketingCostsCurrent,,,194000.000,239000.000,,,1201000.000
AccruedProfessionalFeesCurrent,,,580000.000,579000.000,3717000.000,,1123000.000
AccruedSalariesCurrent,,,,,,,633000.000
AccruedSalesCommissionCurrent,,,738000.000,702000.000,434000.000,,8000.000
AccumulatedAmortizationDeferredFinanceCosts,,,1295000.000,1496000.000,1189000.000,,1430000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,657000.000,799000.000,1344000.000,,4921000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-9030000.000,-31469000.000,-24836000.000
AdditionalPaidInCapital,,,1585000.000,2484000.000,39273000.000,41279000.000,42796000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2000000.000,2300000.000,,,,,
Assets,,,349340000.000,374433000.000,871602000.000,838240000.000,853797000.000
AssetsCurrent,,,31190000.000,36087000.000,84433000.000,79229000.000,83878000.000
CashAndCashEquivalentsAtCarryingValue,,,7434000.000,7413000.000,17187000.000,10323000.000,10074000.000
CommonStockParOrStatedValuePerShare,,,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000
CommonStockSharesIssued,,,74814003.000,74798232.000,76881921.000,76786000.000,76770630.000
CommonStockSharesOutstanding,,,74814003.000,74798232.000,76881921.000,76786000.000,76770630.000
CommonStockValueOutstanding,,,7000.000,7000.000,8000.000,8000.000,8000.000
DebtInstrumentCarryingAmount,,,198655000.000,212638000.000,613405000.000,,
DebtInstrumentUnamortizedDiscount,,,,,300000.000,200000.000,
DeferredFinanceCostsNet,,,2658000.000,2477000.000,,16000000.000,15341000.000
DeferredIncomeTaxLiabilitiesNet,,,,,,54890000.000,
DeferredTaxAssetsValuationAllowance,,,,,,0.000,
DeferredTaxLiabilitiesNoncurrent,,,6383000.000,7850000.000,62277000.000,,58740000.000
DueToRelatedPartiesCurrent,,,6632000.000,6632000.000,6594000.000,7114000.000,7114000.000
DueToRelatedPartiesNoncurrent,,,89498000.000,89498000.000,89498000.000,81905000.000,81905000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,7195000.000,8286000.000,9563000.000,,13238000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,40553000.000,36298000.000,36298000.000,37802000.000,61383000.000,59857000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,4254000.000,,,,7117000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,1063000.000,,3191000.000,2210000.000,1657000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,4254000.000,4254000.000,4254000.000,4399000.000,6609000.000,7129000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,4254000.000,4254000.000,4254000.000,4399000.000,6609000.000,7135000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,4254000.000,4254000.000,4254000.000,4399000.000,6609000.000,7135000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,4254000.000,4254000.000,4254000.000,4405000.000,6615000.000,7135000.000,
FiniteLivedIntangibleAssetsNet,,,,,,95508000.000,
Goodwill,,,47421000.000,56137000.000,177541000.000,151953000.000,146087000.000
IntangibleAssetsGrossExcludingGoodwill,,,275600000.000,287580000.000,567177000.000,,579228000.000
IntangibleAssetsNetExcludingGoodwill,,,268405000.000,279294000.000,557614000.000,559996000.000,565990000.000
InterestPayableCurrent,,,,,3239000.000,,3432000.000
InventoryFinishedGoodsNetOfReserves,,,3710000.000,5037000.000,9129000.000,,9994000.000
InventoryNet,,,7080000.000,10266000.000,18943000.000,18250000.000,21290000.000
InventoryRawMaterialsNetOfReserves,,,3370000.000,5229000.000,9814000.000,,9893000.000
InventoryValuationReserves,600000.000,700000.000,500000.000,700000.000,1000000.000,600000.000,300000.000
InventoryWorkInProcessNetOfReserves,,,,,,,1403000.000
LiabilitiesAndStockholdersEquity,,,349340000.000,374433000.000,871602000.000,838240000.000,853797000.000
