,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayable,,,,0.000,,,
AccountsPayableCurrent,0.000,750.000,0.000,,0.000,9257.000,6968.000
AccountsPayableRelatedParties,,,,22896.000,,,
AccountsPayableRelatedPartiesNoncurrent,,,,,22896.000,654848.000,629450.000
AccruedLiabilities,,,,4000.000,,,
AccruedLiabilitiesCurrent,750.000,2500.000,3710.000,,11080.000,14080.000,12080.000
AdditionalPaidInCapital,31012.000,31012.000,31012.000,31012.000,31012.000,28512.000,28512.000
Assets,0.000,0.000,0.000,0.000,0.000,463292.000,375684.000
AssetsCurrent,0.000,0.000,0.000,0.000,0.000,463292.000,375684.000
Cash,,,,0.000,,,15317.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,,,304952.000,15317.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,4132559.000,4132559.000,4132559.000,4132559.000,250000000.000,39132559.000,39132559.000
CommonStockSharesOutstanding,4132559.000,4132559.000,4132559.000,4132559.000,,39132559.000,39132559.000
CommonStockValue,413.000,413.000,413.000,413.000,413.000,3913.000,3913.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,22890.000,86561.000,106834.000
DeferredTaxAssetsValuationAllowance,,,,,,,-106834.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-51281.000,-53781.000,-57491.000,-58321.000,-65401.000,178144.000,178144.000
DueFromRelatedPartiesCurrent,,,,,,158340.000,360367.000
DueToRelatedParties,,,,,22896.000,,
DueToRelatedPartiesCurrent,,,,,,496508.000,
DueToRelatedPartiesNoncurrent,19106.000,19106.000,22356.000,,,,
Liabilities,19856.000,22356.000,26066.000,26896.000,33976.000,678185.000,648498.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,0.000,463292.000,375684.000
LiabilitiesCurrent,750.000,3250.000,3710.000,4000.000,11080.000,23337.000,19048.000
OperatingLossCarryforwards,,,,,65401.000,247318.000,305239.000
PreferredStockParOrStatedValuePerShare,0.000,,,,0.000,,
PreferredStockSharesAuthorized,20000000.000,,,,20000000.000,20000000.000,
PreferredStockSharesIssued,,,,,,0.000,
PreferredStockSharesOutstanding,,,,,20000000.000,,
PreferredStockValue,0.000,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,-69174.000,-127095.000
StockholdersEquity,-19856.000,-22356.000,-26066.000,-26896.000,-33976.000,-214893.000,-272814.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-19856.000,-22356.000,-26066.000,-26896.000,-33976.000,-214893.000,-272814.000
ValuationAllowanceAmount,,,,,-22890.000,-86561.000,
