,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,148000.000,,,,175000.000
AmortizationOfIntangibleAssets,18400.000,,,,,
AssumedPremiumsEarned,1906000.000,1305000.000,2684000.000,4196000.000,5868000.000,6204000.000
AssumedPremiumsWritten,1804000.000,3793000.000,7192000.000,6157000.000,7866000.000,5574000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,6000.000,-8000.000,541000.000,71000.000,761000.000,-8000.000
BenefitsLossesAndExpenses,17924000.000,22998000.000,24234000.000,25726000.000,29568000.000,26959000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,3140000.000,,,,-2297000.000
CededPremiumsEarned,5159000.000,3437000.000,3583000.000,3873000.000,4193000.000,4124000.000
CededPremiumsWritten,-4357000.000,3343000.000,3549000.000,3863000.000,4239000.000,4150000.000
ComprehensiveIncomeNetOfTax,1559000.000,-486000.000,-733000.000,-1535000.000,-6945000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-181000.000,0.000,0.000,0.000,0.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1378000.000,-486000.000,-733000.000,-1535000.000,-6945000.000,-1464000.000
CostsAndExpenses,,,24091000.000,25558000.000,,26735000.000
DeconsolidationGainOrLossAmount,104000.000,,,0.000,,
DeferredPolicyAcquisitionCostAmortizationExpense,4605000.000,6003000.000,6014000.000,6266000.000,6997000.000,6472000.000
DeferredPolicyAcquisitionCostsAdditions,8528000.000,6122000.000,6975000.000,6287000.000,7084000.000,6138000.000
DeferredPolicyAcquisitionCostsPeriodIncreaseDecrease,3923000.000,119000.000,961000.000,21000.000,87000.000,-334000.000
DirectPremiumsEarned,21136000.000,22241000.000,22574000.000,23057000.000,22788000.000,22060000.000
DirectPremiumsWritten,22438000.000,21600000.000,22533000.000,22340000.000,23442000.000,20900000.000
DividendsCommonStockPaidinkind,,,0.000,0.000,,
DividendsPaidinkind,33000.000,0.000,,,,
DividendsPreferredStockCash,81000.000,0.000,0.000,0.000,0.000,
EarningsPerShareBasicAndDiluted,0.210,-0.270,-0.070,-0.190,-0.580,-0.240
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,-8000.000,,,,-8000.000
GrossInvestmentIncomeOperating,575000.000,614000.000,600000.000,646000.000,629000.000,637000.000
ImpairmentOfInvestments,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1097000.000,-2115000.000,-1207000.000,-1412000.000,-3909000.000,-1896000.000
IncomeLossFromEquityMethodInvestments,,87000.000,71000.000,-47000.000,18000.000,104000.000
IncomeTaxExpenseBenefit,-48000.000,0.000,-623000.000,16000.000,530000.000,6000.000
IncomeTaxesPaidNet,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1010000.000,,,,880000.000
IncreaseDecreaseInDeferredPolicyAcquisitionCosts,,119000.000,,,,-334000.000
IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,,3066000.000,,,,7484000.000
IncreaseDecreaseInOtherOperatingAssets,,411000.000,,,,1037000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-113000.000,,,,-19000.000
IncreaseDecreaseInPremiumsReceivable,,1426000.000,,,,-1616000.000
IncreaseDecreaseInPrepaidReinsurancePremiums,,505000.000,,,,-314000.000
IncreaseDecreaseInReinsurancePayables,,300000.000,,,,0.000
IncreaseDecreaseInReinsuranceRecoverable,,-990000.000,,,,2688000.000
IncreaseDecreaseInUnearnedPremiums,,1847000.000,,,,-1790000.000
InterestExpense,181000.000,157000.000,143000.000,168000.000,179000.000,224000.000
InterestPaid,,98000.000,,,,128000.000
InvestmentIncomeInvestmentExpense,70000.000,77000.000,72000.000,86000.000,81000.000,60000.000
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1,6972000.000,1999000.000,5793000.000,6938000.000,6098000.000,1903000.000
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1,2650000.000,7244000.000,5279000.000,3926000.000,3750000.000,8813000.000
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims1,9813000.000,12699000.000,13541000.000,14582000.000,18181000.000,15733000.000
NetCashProvidedByUsedInFinancingActivities,,269000.000,,,,-625000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,269000.000,,,,-625000.000
NetCashProvidedByUsedInInvestingActivities,,-105000.000,,,,-5598000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-105000.000,,,,-5598000.000
NetCashProvidedByUsedInOperatingActivities,,2976000.000,,,,3926000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,2976000.000,,,,3926000.000
NetIncomeLoss,1326000.000,-2028000.000,-513000.000,-1475000.000,-4421000.000,-1798000.000
NetIncomeLossAttributableToNoncontrollingInterest,-181000.000,0.000,0.000,0.000,0.000,
NetIncomeLossAvailableToCommonStockholdersBasic,1212000.000,-2028000.000,-513000.000,-1475000.000,-4421000.000,
NetInvestmentIncome,505000.000,537000.000,528000.000,560000.000,548000.000,577000.000
OperatingExpenses,3325000.000,4139000.000,4536000.000,4710000.000,4211000.000,4530000.000
OperatingIncomeLoss,,,-2133000.000,-1875000.000,,-2241000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,1459000.000,-308000.000,-86000.000,,385000.000
OtherComprehensiveIncomeLossNetOfTax,233000.000,1542000.000,-220000.000,-60000.000,-2524000.000,334000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,146000.000,-83000.000,-174000.000,-43000.000,-577000.000,51000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,146000.000,-83000.000,-88000.000,-26000.000,-680000.000,51000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,0.000,-86000.000,-17000.000,103000.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,379000.000,1459000.000,277000.000,-109000.000,-3766000.000,385000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,379000.000,1459000.000,-308000.000,-86000.000,-3204000.000,385000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,0.000,585000.000,-23000.000,-562000.000,0.000
OtherIncome,523000.000,245000.000,283000.000,303000.000,287000.000,354000.000
OtherNoncashIncomeExpense,,87000.000,,,,-104000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,0.000,,,,,
PaidInKindInterest,,0.000,,,,
PaymentsForLossesAndLossAdjustmentExpense,9622000.000,9243000.000,11072000.000,10864000.000,9848000.000,10716000.000
PaymentsForRepurchaseOfCommonStock,,,,,,0.000
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,,231000.000,,,,
PaymentsOfDebtIssuanceCosts,,0.000,,,,
PaymentsOfStockIssuanceCosts,1500000.000,,,,,
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,5979000.000,,,,10456000.000
PaymentsToAcquireAvailableForSaleSecuritiesEquity,,434000.000,,,,369000.000
PaymentsToAcquirePropertyPlantAndEquipment,,21000.000,,,,9000.000
PaymentsToAcquireShortTermInvestments,,11842000.000,,,,40382000.000
PremiumsEarnedNet,17883000.000,20109000.000,21675000.000,23380000.000,24463000.000,24140000.000
PremiumsWrittenGross,23042000.000,23546000.000,29725000.000,28497000.000,,26474000.000
PremiumsWrittenNet,28599000.000,22050000.000,26176000.000,24634000.000,27069000.000,22324000.000
ProceedsFromIssuanceOfCommonStock,,0.000,,,,
ProceedsFromLongTermLinesOfCredit,,1000000.000,,,,0.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,2505000.000,,,,2250000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,2600000.000,,,,7200000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,2157000.000,,,,6804000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,,418000.000,,,,361000.000
ProceedsFromSaleOfShortTermInvestments,,13091000.000,,,,36203000.000
ProfitLoss,1145000.000,-2028000.000,-513000.000,-1475000.000,-4421000.000,-1798000.000
RealizedInvestmentGainsLosses,6000.000,-8000.000,541000.000,71000.000,761000.000,-8000.000
