,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,264000000.000
AccountsReceivableNet,115000000.000
AdditionalPaidInCapital,147000000.000
AllowanceForDoubtfulAccountsReceivable,7000000.000
Assets,2307000000.000
CashAndCashEquivalentsAtCarryingValue,196000000.000
CommonStockCapitalSharesReservedForFutureIssuance,7705311.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,3000000000.000
CommonStockSharesIssued,99038837.000
CommonStockSharesOutstanding,99038837.000
CommonStockValue,1000000.000
CustomerAdvancesAndDeposits,107000000.000
DebtInstrumentCarryingAmount,498000000.000
DeferredFinanceCostsNet,10000000.000
DeferredIncomeTaxLiabilitiesNet,385000000.000
DeferredRevenue,142000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,24000000.000
FinancingReceivableAllowanceForCreditLosses,124000000.000
FinancingReceivableRecordedInvestmentCurrent,1083000000.000
FinancingReceivableRecordedInvestmentPastDue,1141000000.000
FiniteLivedIntangibleAssetsNet,69000000.000
InventoryRealEstate,507000000.000
InventoryRealEstateConstructionInProcess,17000000.000
InventoryRealEstateTimeshareAvailableForSale,232000000.000
Liabilities,2081000000.000
LiabilitiesAndStockholdersEquity,2307000000.000
LongTermDebt,488000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,300000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,160000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,10000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,10000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,10000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,8000000.000
NonRecourseDebt,695000000.000
NotesReceivableGross,1141000000.000
NotesReceivableNet,1017000000.000
OtherAssets,71000000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,300000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,254000000.000
PurchaseObligationDueInFifthYear,9000000.000
PurchaseObligationDueInFourthYear,9000000.000
ReceivableWithImputedInterestNetAmount,41000000.000
RestrictedCashAndCashEquivalents,78000000.000
RetainedEarningsAccumulatedDeficit,78000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,226000000.000
TimeSharingTransactionsAggregateMaturitiesOfNotesReceivableGross,1141000000.000
TimeSharingTransactionsAllowanceForUncollectibleAccounts,124000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableFutureYears,471000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableNet,1017000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableYearFive,129000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableYearFour,134000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableYearOne,140000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableYearThree,134000000.000
TimeSharingTransactionsMaturitiesOfNotesReceivableYearTwo,133000000.000
VariableInterestEntityConsolidatedCarryingAmountAssets,576000000.000
VariableInterestEntityConsolidatedCarryingAmountLiabilities,569000000.000
