,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31
AccountsReceivableNet,,,,,11684.000
AdditionalPaidInCapitalCommonStock,3034414.000,2167060.000,2131661.000,2027626.000,2268367.000
AdditionalPaidInCapitalPreferredStock,0.000,0.000,0.000,299940.000,
Assets,2334261.000,1482391.000,1485869.000,1871795.000,556452.000
Cash,3318.000,409.000,3887.000,9213.000,3216.000
CommonStockNoParValue,,,0.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,5000000000.000,5000000000.000,5000000000.000,15000000000.000,15000000000.000
DeferredTaxAssetsNet,1362489.000,1281379.000,1356345.000,1127171.000,1641687.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-3892826.000,-3661083.000,,-4080897.000,-5573089.000
IndefiniteLivedTrademarks,0.000,,,,
LiabilityForUncertainTaxPositionsCurrent,0.000,0.000,0.000,0.000,0.000
LoansPayable,544919.000,545091.000,550260.000,354034.000,343707.000
OperatingLossCarryforwards,3892826.000,3661083.000,3875273.000,3220489.000,4690535.000
OtherAssets,536445.000,536250.000,536250.000,536250.000,0.000
OtherAssetsCurrent,852248.000,3482.000,3482.000,384082.000,24167.000
PreferredStockNoParValue,,,0.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,,600000.000,600000.000
PropertyPlantAndEquipmentNet,942250.000,942250.000,942250.000,942250.000,517385.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,,,0.000,0.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,0.000,0.000,0.000,,
