,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccruedLiabilitiesCurrent,22588.000,27826.000,28276.000,28726.000,29176.000,29626.000,33389.000,23283.000,16076.000,24555.000,25234.000,27681.000,30417.000,26516.000
AdditionalPaidInCapital,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000,9000.000
Assets,403.000,403.000,403.000,403.000,403.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000
AssetsCurrent,403.000,403.000,403.000,,403.000,93.000,93.000,,93.000,93.000,93.000,,93.000,93.000
CashAndCashEquivalentsAtCarryingValue,403.000,403.000,403.000,403.000,403.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,0.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockSharesOutstanding,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
DebtInstrumentConvertibleConversionPrice1,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,,,
DebtInstrumentInterestRateStatedPercentage,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,,,
DeferredTaxAssetsGross,130000.000,,,,137000.000,,,157690.000,,,,1644775.000,,
DeferredTaxAssetsNet,,,,,,,,,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,130000.000,,,,137000.000,,,157690.000,,,,164475.000,,
DeferredTaxAssetsValuationAllowance,130000.000,,,,137000.000,,,157690.000,,,,164475.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,382028.000,391157.000,395541.000,399968.000,404395.000,409046.000,435600.000,,,,,,,
InterestAndDividendsPayableCurrent,86849.000,90740.000,94674.000,98651.000,102628.000,106519.000,110453.000,119078.000,123463.000,128012.000,132611.000,137279.000,141953.000,146576.000
Liabilities,372431.000,381560.000,385944.000,390371.000,394798.000,399139.000,425693.000,438780.000,443615.000,456643.000,465230.000,473663.000,484823.000,493899.000
LiabilitiesAndStockholdersEquity,403.000,403.000,403.000,403.000,403.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000,93.000
NotesPayableCurrent,262994.000,262994.000,262994.000,262994.000,262994.000,262994.000,281851.000,296419.000,304076.000,304076.000,307385.000,308703.000,312453.000,320808.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,0.000,0.000,0.000
ReorganizationValue,196000.000,,,,196000.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,-448687.000,-453522.000,-466550.000,-475137.000,-483570.000,-494730.000,-503806.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,,0.000,,
StockholdersEquity,-372028.000,-381157.000,-385541.000,-389968.000,-394395.000,-399046.000,-425600.000,-438687.000,-443522.000,-456550.000,-465137.000,-473570.000,-484730.000,-493806.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-372028.000,-381157.000,-385541.000,-389968.000,-394395.000,-399046.000,-425600.000,-438687.000,-443522.000,-456550.000,-465137.000,-473570.000,-484730.000,-493806.000
