,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2013-10-27,2014-01-26,2014-04-27,2014-07-27,2014-10-26,2015-01-15
AccountsPayableAndAccruedLiabilitiesCurrent,578800000.000,,,,585400000.000,681000000.000,575300000.000,,604200000.000,322800000.000,371600000.000,367800000.000,321500000.000,289700000.000,
AccountsPayableTradeCurrent,,,,,281400000.000,309300000.000,225300000.000,,316400000.000,160800000.000,163100000.000,175900000.000,146800000.000,150700000.000,
AccountsReceivableGrossCurrent,,,,,205100000.000,269300000.000,230400000.000,,193400000.000,126400000.000,128700000.000,127200000.000,131900000.000,142200000.000,
AccountsReceivableNetCurrent,184800000.000,,,,205100000.000,269300000.000,230400000.000,,193300000.000,126400000.000,128700000.000,127200000.000,131900000.000,142200000.000,
AccruedMarketingCostsCurrent,,,,,63300000.000,81200000.000,76300000.000,,70900000.000,53900000.000,52200000.000,67600000.000,60500000.000,49000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,105500000.000,126200000.000,144000000.000,,167400000.000,95600000.000,104400000.000,111700000.000,120700000.000,130700000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,-800000.000,-1800000.000,,-5400000.000,-5200000.000,-3800000.000,2400000.000,-7500000.000,-8600000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-12700000.000,12700000.000,12700000.000,,9300000.000,9500000.000,9700000.000,-6000000.000,-6200000.000,-6100000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-600000.000,-200000.000,-300000.000,,-900000.000,-1100000.000,-2300000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1000000.000,,,,-13300000.000,-13700000.000,-14800000.000,,-15600000.000,-15800000.000,-15800000.000,8400000.000,-1300000.000,-2500000.000,
AdditionalPaidInCapitalCommonStock,1586600000.000,,,,1588000000.000,1590300000.000,1586700000.000,,1592800000.000,1594300000.000,1587700000.000,1589600000.000,1592000000.000,1593500000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,100000.000,,,,0.000,0.000,
AssetRetirementObligation,,,,,,,,4300000.000,,,,4600000.000,,,
Assets,7289800000.000,,,,7252000000.000,7367700000.000,7271700000.000,,7482800000.000,7520200000.000,7317100000.000,5363600000.000,5301900000.000,5279900000.000,
AssetsCurrent,1437900000.000,,,,1496200000.000,1635600000.000,1546700000.000,1638100000.000,1327600000.000,2749100000.000,2565800000.000,631800000.000,581900000.000,572900000.000,
AssetsHeldForSaleAtCarryingValue,,,,,,,,200000.000,,,,9500000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,2310300000.000,2129700000.000,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,4000000000.000,,,,,,,
BusinessAcquisitionSharePrice,,,,,,,,19.000,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,300000.000,300000.000,300000.000,300000.000,,,
CapitalizedComputerSoftwareGross,,,,,52300000.000,56900000.000,58000000.000,,62800000.000,49800000.000,56200000.000,58800000.000,60700000.000,62500000.000,
CashAndCashEquivalentsAtCarryingValue,246400000.000,,,,272400000.000,156300000.000,348800000.000,,85100000.000,13400000.000,24600000.000,112800000.000,57200000.000,73700000.000,
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,,,,,,15600000.000,29100000.000,112800000.000,57200000.000,73700000.000,
CommonStockParOrStatedValuePerShare,0.010,,,,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,
