,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,10537646.000,9440805.000,,,,,,,,8710072.000,5512396.000,6133221.000,7204077.000,5611453.000,5855783.000,6444719.000,6175743.000,5690768.000,5316477.000,7140143.000,6338404.000
AccountsPayableInterestBearingInterestRate,,,,,,0.061,,,,0.061,,,,,,,,,,,
AccountsReceivableNetCurrent,7475937.000,6984122.000,5808315.000,8872733.000,5270718.000,4966717.000,4720460.000,5609223.000,5385322.000,4741672.000,4173768.000,4338917.000,5596362.000,4889937.000,4964622.000,5417002.000,5503938.000,5761860.000,4577150.000,5065558.000,5186517.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1228628.000,1354303.000,1477432.000,1633942.000,1386342.000,1094953.000,1218048.000,1327708.000,1418441.000,1511229.000,519382.000,543796.000,568629.000,585410.000,599633.000,615617.000,629693.000,642051.000,654177.000,667067.000,682849.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,22350.000,12605.000,33007.000,-4596.000,41453.000,76005.000,39031.000,18482.000,18014.000,16097.000,-22939.000,-25277.000,-26239.000,-29347.000,-27644.000,-34710.000,-41313.000,-43221.000,-46504.000,-41309.000,-59399.000
AdditionalPaidInCapital,13580360.000,13625240.000,13714027.000,13936987.000,14094419.000,14213443.000,14306406.000,15234926.000,15317537.000,15406033.000,15513489.000,15627179.000,15682991.000,16188358.000,16330193.000,16589217.000,16719637.000,21642763.000,21718746.000,21966029.000,22070330.000
AllowanceForDoubtfulAccountsReceivable,,,,,,211743.000,,,,321698.000,,,,69731.000,,,,52084.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,160493.000,170695.000,193831.000,194353.000,188594.000,211743.000,215125.000,224091.000,226425.000,321698.000,49494.000,45238.000,54358.000,69731.000,56835.000,55732.000,52858.000,52084.000,47635.000,47035.000,47510.000
Assets,16671416.000,13196324.000,10209439.000,15065001.000,9329351.000,8924509.000,8582088.000,10359509.000,9172091.000,9042627.000,6496075.000,7134184.000,8258178.000,6779580.000,7078133.000,7957565.000,7960986.000,12371659.000,11891013.000,13420346.000,12508850.000
AssetsCurrent,12191437.000,11632645.000,8764752.000,13536961.000,7994593.000,7683723.000,7496357.000,9090346.000,8179769.000,7996557.000,6376460.000,7041338.000,8148363.000,6686871.000,7000657.000,7853796.000,7749371.000,12177010.000,11712347.000,13252850.000,11902624.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
CapitalLeaseObligations,,,,,,714506.000,,,,438217.000,,,,,,,,,,,
CapitalLeaseObligationsCurrent,307004.000,592333.000,655188.000,614397.000,506561.000,221461.000,310749.000,319075.000,321847.000,324802.000,,,,,,,,,,,88124.000
CapitalLeaseObligationsNoncurrent,1153734.000,741651.000,665266.000,576047.000,485807.000,493045.000,355609.000,280574.000,197132.000,113415.000,,,,,,,,,,,357063.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,765828.000,,,,458811.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,328116.000,,,,340892.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,0.000,,,,0.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,22481.000,,,,0.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,89925.000,,,,23584.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,325306.000,,,,94335.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,0.000,,,,0.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3341661.000,3245809.000,2175437.000,2898285.000,1504004.000,1699969.000,1804881.000,2074600.000,1648502.000,2075926.000,1535415.000,1798624.000,1373036.000,1354158.000,1465026.000,1764126.000,1923970.000,6076875.000,6566214.000,6748627.000,5242978.000
CashFDICInsuredAmount,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,150000.000,,,,,,,
CommonStockIssuedEmployeeStockTrust,,,,,,12000.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,10000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,17069437.000,17069437.000,17087281.000,17269525.000,17269525.000,,17121298.000,17554729.000,17564164.000,17600242.000,17862742.000,17971302.000,18075265.000,18242125.000,18392277.000,18364827.000,18582860.000,23809593.000,23887723.000,23875188.000,23925910.000
CommonStockSharesOutstanding,16822509.000,17069437.000,17087281.000,17269525.000,16932604.000,16970465.000,17121298.000,17554729.000,17564164.000,17600242.000,17862742.000,17971302.000,18075265.000,,,18364827.000,18582860.000,23809593.000,23887723.000,23875188.000,23925910.000
CommonStockValue,17069.000,17069.000,17087.000,17269.000,17269.000,16970.000,17121.000,17555.000,17564.000,17600.000,17863.000,17971.000,18075.000,18242.000,18392.000,18365.000,18514.000,23810.000,23888.000,23875.000,23926.000
CommonStockValueOutstanding,,,,,,,,,,,,,,18242125.000,18392277.000,,,,,,
DeferredRevenue,,,,,,,,,,,,,,75311.000,164666.000,501656.000,617711.000,639834.000,871367.000,1167529.000,1163813.000
DeferredRevenueAndCreditsCurrent,,,,,,,,,,158359.000,,,,,,,,,,,
DeferredRevenueCurrent,252240.000,218362.000,59054.000,326375.000,93333.000,53216.000,21488.000,429339.000,175606.000,158359.000,,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,235956.000,,,,252097.000,,,,239483.000,,,,243929.000,,,
DeferredTaxAssetsGross,,,,,,4032535.000,,,,4422756.000,,,,4560729.000,,,,4254716.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxAssetsNet,,,,,,4054557.000,,,,4460914.000,,,,4602940.000,,,,4302968.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,2440048.000,,,,2615020.000,,,,2482321.000,,,,2016304.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,526613.000,,,,570945.000,,,,536444.000,,,,415279.000,,,
DeferredTaxAssetsOther,,,,,,98602.000,,,,132603.000,,,,166602.000,,,,200602.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,731316.000,,,,852091.000,,,,1135879.000,,,,1378602.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,4054557.000,,,,4460914.000,,,,4602940.000,,,,4302968.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxLiabilitiesNoncurrent,350000.000,,,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,-22022.000,,,,-38158.000,,,,-42211.000,,,,48252.000,,,
DepositsAssetsNoncurrent,,,,,,,,,,463461.000,9657.000,9540.000,9502.000,9471.000,9376.000,9360.000,9365.000,7594.000,7544.000,18968.000,19061.000
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
DueToRelatedPartiesCurrent,4519.000,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,248874.000,247347.000,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,407706.000,352370.000,321009.000,287771.000,228622.000,201912.000,165828.000,129972.000,89565.000,61150.000,111744.000,100488.000,129267.000,113069.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,1084078.000,133076.000,254217.000,267126.000,286490.000,308245.000,331455.000,357955.000,390086.000,430704.000,477691.000,513605.000,513605.000,513605.000,,,6350.000,546679.000,564480.000,583280.000,602779.000
FiniteLivedIntangibleAssetsGross,,,,,,431727.000,,,,485939.000,,,,513605.000,,,,651527.000,,,
FiniteLivedIntangibleAssetsNet,,,1076.000,143075.000,123711.000,123482.000,103889.000,89410.000,82617.000,55235.000,16738.000,0.000,0.000,0.000,,,114450.000,104848.000,92256.000,77998.000,58499.000
Goodwill,1567604.000,223385.000,,,,,,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,1602420.000,83578.000,,,,,,,,,,,,,,,,,,,
IntangibleAssetsNetIncludingGoodwill,,,,,,,103889.000,89410.000,82617.000,55235.000,,,,,,,,,,,
InventoryNet,591522.000,637660.000,292592.000,351923.000,273304.000,171682.000,122435.000,158780.000,103119.000,192245.000,,,,,,,,,,,
Liabilities,14172469.000,12791260.000,10683511.000,15175215.000,9711855.000,8610329.000,8354715.000,9670287.000,9077050.000,9461553.000,5700303.000,6321128.000,7391984.000,5686764.000,,,,,,,7947404.000
LiabilitiesAndStockholdersEquity,16671416.000,13196324.000,10209439.000,15065001.000,9329351.000,8924509.000,8582088.000,10359509.000,9172091.000,9042627.000,6496075.000,7134184.000,8258178.000,6779580.000,7078133.000,7957565.000,7960986.000,12371659.000,11891013.000,13420346.000,12508850.000
LiabilitiesCurrent,12232344.000,11981580.000,9974528.000,14565465.000,9204256.000,8106225.000,7999106.000,9389713.000,8879918.000,9348138.000,5700303.000,6321128.000,7391984.000,5686764.000,6020449.000,6946375.000,6793454.000,6330602.000,6187844.000,8307672.000,7590341.000
LiabilitiesNoncurrent,,,,,,,355609.000,280574.000,197132.000,113415.000,,,,,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,474072.000,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058
LineOfCreditFacilityRemainingBorrowingCapacity,,,1825000.000,3700000.000,1930000.000,2000000.000,1840000.000,2300000.000,2116000.000,2185000.000,1725000.000,2245000.000,2560000.000,2182000.000,1600000.000,2927000.000,3172000.000,3390000.000,2860000.000,2780000.000,2945000.000
LinesOfCreditCurrent,774464.000,1350000.000,250000.000,100000.000,0.000,0.000,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,11059.000,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,55293.000,,,,,,,,,,,,,,,
LongTermNotesPayable,77053.000,68029.000,43717.000,33703.000,21792.000,11059.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
NotesPayable,,,,,,66352.000,,,,11601.000,,,,,,,,,,,
NotesPayableCurrent,44030.000,56691.000,54647.000,44938.000,54481.000,55293.000,57473.000,46808.000,34945.000,11601.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,2073305.000,,,,1827696.000,,,,180658.000,,,,54274.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,398351.000,,,,424312.000,,,,126384.000,,,,54274.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,271700.000,,,,345477.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,271700.000,,,,285285.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,331177.000,,,,285285.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,392827.000,,,,346262.000,,,,54274.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,407550.000,,,,141075.000,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,5700000.000,,,,,,,,,,,,,,,
OtherAssetsCurrent,1007.000,908.000,25558.000,4034.000,,,,,,,,,,,,,,,,,
OtherAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,445004.000
OtherLiabilitiesCurrent,,,,,,,,,,143304.000,187907.000,187907.000,187907.000,,,,,,,,
OtherLiabilitiesNoncurrent,359338.000,,,,,,,,,,,,,,,,,,,,
OtherReceivablesNetCurrent,84354.000,252104.000,53334.000,260643.000,328530.000,165971.000,162234.000,12434.000,0.000,116762.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,85147.000,70195.000,52383.000,69000.000,133562.000,164610.000,150918.000,220750.000,196553.000
PrepaidExpenseCurrent,237533.000,279979.000,336641.000,747783.000,316775.000,327532.000,311925.000,335049.000,488814.000,317263.000,67743.000,79631.000,,,,,,,,,
PrepaidRoyalties,459423.000,232063.000,72875.000,401560.000,301262.000,351852.000,374422.000,900260.000,554012.000,552689.000,599534.000,824166.000,1093818.000,372581.000,518626.000,603668.000,187901.000,173665.000,418065.000,1217915.000,1276576.000
PropertyPlantAndEquipmentGross,,,,,,1926184.000,,,,2038603.000,,,,668648.000,,,,724258.000,,,
PropertyPlantAndEquipmentNet,1044627.000,979032.000,1204945.000,1123800.000,961008.000,831231.000,761319.000,699686.000,613293.000,527374.000,93220.000,83306.000,100313.000,83238.000,68100.000,94409.000,87800.000,82207.000,78866.000,70530.000,83662.000
RetainedEarningsAccumulatedDeficit,-11120832.000,-13249850.000,-14238193.000,-14059874.000,-14535308.000,-13992238.000,-14135185.000,-14581741.000,-15258074.000,-15858656.000,-14712641.000,-14806817.000,-14808633.000,-15084437.000,-15263257.000,-15561682.000,-15529306.000,-15582295.000,-15992961.000,-16835921.000,-17473411.000
SaleOfStockPricePerShare,,,,,,,,,,,,,,,,0.690,0.690,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,2376173.000,2376173.000,2376173.000,2376173.000,2226173.000,1294998.000,,,,,,,,,205000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,84667.000,1555769.000,1245769.000,1187829.000,846946.000,833841.000,823339.000,783847.000,461847.000,2347137.000,2164914.000,1508509.000,1314842.000,1014842.000,1054284.000,843786.000,734148.000,2293399.000,2231753.000
