,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionOfDiscount,,,,,,,,,,,500000.000,,
AllocatedShareBasedCompensationExpense,,,,,,,0.000,0.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,306000.000,,,,330000.000,,,,463000.000,,
AmortizationOfIntangibleAssets,,,,2800000.000,1600000.000,,1500000.000,1500000.000,1500000.000,1400000.000,1300000.000,1300000.000,1300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-5230000.000,,,,-2065000.000,,,,-441000.000,,
CostOfGoodsAndServicesSold,23101000.000,19058000.000,16238000.000,20879000.000,16188000.000,14928000.000,14218000.000,13171000.000,10930000.000,12516000.000,10705000.000,12015000.000,11131000.000
CostOfGoodsSold,17594000.000,13700000.000,,15901000.000,11070000.000,,9577000.000,8868000.000,6944000.000,8044000.000,6737000.000,7101000.000,7283000.000
CostOfServices,5507000.000,5358000.000,,4978000.000,5118000.000,,4641000.000,4303000.000,3986000.000,4472000.000,3968000.000,4914000.000,3848000.000
DebtInstrumentIncreaseAdditionalBorrowings,,,,,,,,,,,4000000.000,,
DebtInstrumentInterestRateDuringPeriod,,,,0.048,0.048,,0.048,0.048,0.048,-0.096,0.048,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,250000.000,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-68000.000,,,,24000.000,,,,-39000.000,,
Depreciation,,,,800000.000,700000.000,,900000.000,800000.000,800000.000,800000.000,700000.000,600000.000,600000.000
DepreciationDepletionAndAmortization,,,3311000.000,,,,2344000.000,,,,1970000.000,,
EarningsPerShareBasicAndDiluted,-0.360,-0.420,-0.470,-0.570,-0.030,-2.970,-0.680,-0.360,-0.050,-2.310,-0.320,-0.140,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,-2000.000,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.006,0.109,,-0.052,0.035,-0.475,0.458,0.023,-0.150,-1.983
FacilityCosts,,,,900000.000,300000.000,,900000.000,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,0.930,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,0.017,,
ForeignCurrencyTransactionGainLossBeforeTax,-201000.000,-51000.000,-102000.000,667000.000,278000.000,-2221000.000,-361000.000,-550000.000,-8000.000,116000.000,-12000.000,54000.000,-425000.000
GeneralAndAdministrativeExpense,9192000.000,9391000.000,7585000.000,8806000.000,7375000.000,7414000.000,7960000.000,7629000.000,6280000.000,7519000.000,6387000.000,6082000.000,5862000.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,8300000.000,8300000.000,
GrossProfit,32686000.000,28363000.000,24869000.000,17680000.000,26203000.000,22984000.000,19577000.000,17904000.000,19277000.000,24488000.000,17730000.000,19439000.000,19501000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10626000.000,-13655000.000,-14425000.000,-18143000.000,-234000.000,-4755000.000,-9850000.000,-5894000.000,-577000.000,-35840000.000,-5368000.000,-2039000.000,-121000.000
IncomeTaxExpenseBenefit,643000.000,-557000.000,360000.000,-112000.000,56000.000,-91000.000,510000.000,-207000.000,274000.000,1197000.000,-121000.000,305000.000,240000.000
IncomeTaxesPaid,,,-5000.000,,,,302000.000,,,,50000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,2036000.000,,,,-8697000.000,,,,-3387000.000,,
IncreaseDecreaseInAccountsReceivable,,,669000.000,,,,-3259000.000,,,,-1374000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-174000.000,,,,17000.000,,,,64000.000,,
IncreaseDecreaseInDeferredRevenue,,,949000.000,,,,1203000.000,,,,1341000.000,,
IncreaseDecreaseInInterestPayableNet,,,-376000.000,,,,,,,,,,
IncreaseDecreaseInInventories,,,-1568000.000,,,,-1549000.000,,,,-92000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,-1277000.000,,,,-646000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,-595000.000,,,,-600000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,551000.000,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,53000.000,,,,280000.000,,,,-605000.000,,
InterestExpense,4964000.000,4695000.000,4100000.000,-2943000.000,1792000.000,7781000.000,2367000.000,2532000.000,2620000.000,2647000.000,2715000.000,2787000.000,2850000.000
InterestExpenseDebt,,,,,,,100000.000,200000.000,100000.000,100000.000,100000.000,100000.000,100000.000
InterestPaid,,,3816000.000,,,,180000.000,,,,161000.000,,
InventoryWriteDown,,,,4800000.000,,,,,,,,,
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,,,,,,,,,-1800000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,102000.000,,,,3275000.000,,,,-481000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,102000.000,,,,3275000.000,,,,-481000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-759000.000,,,,-415000.000,,,,450000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-759000.000,,,,-415000.000,,,,450000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-4571000.000,,,,-4925000.000,,,,-410000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4571000.000,,,,-4925000.000,,,,-410000.000,,
NetIncomeLoss,-11269000.000,-13098000.000,-14785000.000,,,,-10360000.000,-5687000.000,-851000.000,-37037000.000,-5247000.000,-2344000.000,-361000.000
NonoperatingIncomeExpense,24000.000,-3000.000,-83000.000,66000.000,-242000.000,439000.000,-40000.000,-13000.000,109000.000,210000.000,-25000.000,-50000.000,-91000.000
OperatingExpenses,38171000.000,37269000.000,32076000.000,35485000.000,26359000.000,28531000.000,25453000.000,23182000.000,17453000.000,58438000.000,19915000.000,18074000.000,16777000.000
