,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1995746000.000,2346410.000,2789500.000,3081694.000,2640267.000,3303923.000,3189661.000,3929431.000,3935036.000,4309490.000,3268469.000,3795872.000,3819271.000,4946030.000,4389944.000,4717834.000,4414150.000,2801432.000,2416122.000,2708362.000,2588393.000,3013133.000,3398157.000
AccountsPayableTradeCurrent,,,,,1186841.000,1686431.000,1452610.000,1992452.000,1628737.000,1815369.000,1940492.000,1861955.000,1505137.000,1980120.000,1631940.000,1432228.000,1377824.000,1260520.000,1162164.000,1319683.000,1179884.000,1437290.000,1439170.000
AccountsReceivableNetCurrent,1642749000.000,2657781.000,2998449.000,3616720.000,2215477.000,4821357.000,5278702.000,3894207.000,5505215.000,4592121.000,3369812.000,5423418.000,8315651.000,8338889.000,8260101.000,8867531.000,9514951.000,2422971.000,4896609.000,4579553.000,4208232.000,3383729.000,5681524.000
AccruedBonusesCurrent,,,,,289000.000,155663.000,162750.000,325500.000,422225.000,317372.000,0.000,0.000,0.000,265500.000,177700.000,355400.000,177700.000,177700.000,0.000,0.000,0.000,282500.000,0.000
AccruedRoyaltiesCurrent,,,,,389642.000,583923.000,758047.000,761986.000,976421.000,1028286.000,707656.000,675932.000,772614.000,1034062.000,876081.000,1051169.000,1028540.000,732301.000,269309.000,358462.000,338162.000,352660.000,533730.000
AccruedSalariesCurrent,,,,,190526.000,262439.000,158173.000,244821.000,226220.000,328564.000,211765.000,289276.000,247565.000,106487.000,265116.000,322317.000,290090.000,146962.000,197682.000,149803.000,227546.000,167575.000,238134.000
AccruedSalesCommissionCurrent,,,,,231350.000,238150.000,262549.000,154119.000,173110.000,371905.000,135905.000,500220.000,753777.000,947451.000,772657.000,906342.000,1133092.000,129192.000,320753.000,383112.000,359978.000,221982.000,429505.000
AccruedVacationCurrent,,,,,213506.000,181636.000,217008.000,257179.000,223412.000,203444.000,219280.000,264168.000,228779.000,219924.000,260671.000,289693.000,256556.000,244810.000,270569.000,301703.000,269472.000,289587.000,280111.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,2278376.000,,,,2753845.000,,,,3370788.000,,,,4264093.000,,,,5046804.000,
AdditionalPaidInCapital,39983176000.000,40064570.000,40124225.000,40298533.000,40942087.000,41116149.000,41184467.000,46765088.000,46827310.000,46875027.000,47097811.000,47326969.000,47445750.000,47556426.000,47665574.000,47751846.000,47824105.000,47890642.000,47944005.000,48041697.000,60637903.000,60721783.000,62537730.000
AllowanceForDoubtfulAccountsReceivableCurrent,20000000.000,20000.000,30000.000,125000.000,30000.000,58000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,52000.000,52000.000,52000.000,52000.000,52000.000,52000.000,52000.000,52000.000,52000.000,52000.000
