,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31
AssetImpairmentCharges,,,,,,,,,,0.000,0.000,,
CashPeriodIncreaseDecrease,,10688.000,,,,-1152.000,,,,11267.000,,,4973.000
CostOfRevenue,,,,,,,,0.000,,0.000,0.000,0.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,0.000,,,
Depreciation,2192.000,,1674.000,1682.000,,93.000,94.000,93.000,94.000,94.000,93.000,94.000,30.000
DepreciationAndAmortization,,1652.000,,,,93.000,,,,94.000,,,30.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,0.000,,0.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,0.000,,0.000,,,
EarningsPerShareBasicAndDiluted,,-0.000,-0.000,-0.010,-0.010,-0.000,0.000,0.000,-0.010,-0.000,-0.000,-0.000,-0.000
ExplorationExpense,15381.000,8378.000,14983.000,14802.000,13674.000,11570.000,11476.000,17571.000,13137.000,3568.000,3569.000,3637.000,1288.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,0.000,,,
GainLossOnSaleOfOtherInvestments,,,,,,,,,,0.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,0.000,,0.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,0.000,,0.000,,,
GeneralAndAdministrativeExpense,86943.000,80369.000,79495.000,70133.000,61574.000,59322.000,39362.000,35517.000,39827.000,35778.000,43218.000,17141.000,5907.000
GrossProfit,,,,,,,,0.000,,0.000,0.000,0.000,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,0.000,,0.000,,,
IncomeLossFromContinuingOperations,-143213.000,-113864.000,-119002.000,-348879.000,-100267.000,-95858.000,-75657.000,-80259.000,-77976.000,-64550.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-143213.000,-113864.000,-119002.000,-348879.000,-100267.000,-95858.000,-75657.000,-80259.000,-77976.000,-64550.000,-72476.000,-46479.000,-33504.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,0.000,,,
IncomeTaxExpenseBenefit,,,,,,,,0.000,,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,,,,,,,,0.000,,,0.000
IncreaseDecreaseInAccountsPayable,,7500.000,,,,17618.000,,,,1182.000,,,2164.000
IncreaseDecreaseInAccountsPayableRelatedParties,,14368.000,,,,,,,,0.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,5623.000,,,,5117.000,,,0.000
IncreaseDecreaseInDeferredRevenue,,20625.000,,,,20625.000,,,,20625.000,,,-6875.000
IncreaseDecreaseInDueToOtherRelatedParties,,,,,,,,,,32400.000,,,33155.000
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,30643.000,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,1214.000,,,,,,,,-4295.000,,,0.000
IncreaseDecreaseInPrepaidExpense,,,,,,6681.000,,,,,,,
InterestExpense,18572.000,-2690.000,-475.000,239137.000,7070.000,1748.000,1600.000,4453.000,2553.000,1985.000,2471.000,2482.000,3154.000
InterestPaid,,,,,,178.000,,,,1874.000,,,3154.000
InvestmentIncomeInterest,,,,,,,,0.000,,0.000,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,1050.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,46000.000,,,,13301.000,,,,8624.000,,,7227.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,46000.000,,,,13301.000,,,,8624.000,,,7227.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,0.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,-35312.000,,,,-14453.000,,,,2643.000,,,-2254.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-35312.000,,,,-14453.000,,,,2643.000,,,-2254.000
NetIncomeLoss,-143213.000,-113864.000,-119002.000,-348879.000,-100267.000,-95858.000,-75657.000,-80259.000,-77976.000,-64550.000,-72476.000,-46479.000,-33504.000
NonoperatingIncomeExpense,-8697.000,6535.000,7150.000,-232262.000,6135.000,5127.000,5275.000,2922.000,5082.000,4890.000,4404.000,4393.000,-3154.000
OfficersCompensation,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
OperatingExpenses,134516.000,120399.000,126152.000,116617.000,106402.000,100985.000,80932.000,83181.000,83058.000,69440.000,76880.000,50872.000,37225.000
OperatingIncomeLoss,-134516.000,-120399.000,-126152.000,-116617.000,-106402.000,-100985.000,-80932.000,-83181.000,-83058.000,-69440.000,-76880.000,-50872.000,-30350.000
OtherIncome,,2350.000,750.000,,,,,0.000,,0.000,0.000,0.000,
OtherNonoperatingIncome,3000.000,,,,,,,,,,,,
PaidInKindInterest,,,,,,122.000,,,,0.000,,,
PaymentsToAcquireOtherInvestments,,,,,,,,,,0.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,0.000,,,
ProceedsFromConvertibleDebt,,,,,,,,,,0.000,,,
ProceedsFromIssuanceOfCommonStock,,46000.000,,,,,,,,0.000,,,
ProceedsFromNotesPayable,,,,,,,,,,0.000,,,
ProceedsFromRelatedPartyDebt,,,,,,13301.000,,,,8624.000,,,7227.000
ProceedsFromSaleOfOtherInvestments,,,,,,,,,,0.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,0.000,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,0.000,,,
RentalIncomeNonoperating,6875.000,6875.000,6875.000,6875.000,6875.000,6875.000,6875.000,7375.000,6375.000,6875.000,6875.000,6875.000,6875.000
RepaymentsOfNotesPayable,,,,,,,,,,0.000,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,0.000,,,
Revenues,,,,,,,,0.000,,0.000,0.000,0.000,
SalesRevenueNet,,,,,,,,0.000,,0.000,0.000,0.000,
ShareBasedCompensation,,,,,,,,,,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,41684207.000,,42095949.000,42027060.000,42027060.000,-84123009.000,42027060.000,42027060.000,42027060.000,42027060.000
