,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
EarningsPerShareBasic,2.290,-4.560,0.560,-1.510,1.470,-0.080,-0.070,-10.240,3.540,-2.750,1.520,1.950,-6.060,-1.450,-0.760,-1.830,-2.960,-2.020
FairValueOfAssetsAcquired,12296448.000,9266397.000,0.000,,,,,,,,,,,,,,,
GainLossOnSaleOfTrustAssetsToPayExpenses,,,,,,,,,,,2000.000,3000.000,3000.000,-2000.000,-3000.000,-4000.000,-7000.000,-7000.000
GrossProfit,16020.000,11439.000,5276.000,5892.000,97.000,8735.000,6000.000,-1000.000,-7000.000,-5000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,-5717.000,-2010.000,1540.000,-5010.000,3812.000,-1342.000,2000.000,-9000.000,1000.000,1000.000,,,,,,,,
IncreaseDecreaseInOtherAccountsPayable,0.000,-7533198.000,,,0.000,,,,,,,,,,,,,
IncreaseDecreaseInReceivables,-3080451.000,1289870.000,0.000,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
NetIncomeLoss,2453365.000,-4838719.000,461786.000,-1175015.000,1105790.000,-50561.000,-58000.000,-7708000.000,2480000.000,-1837000.000,1063000.000,1362000.000,-3938000.000,-1210000.000,-496000.000,-1187000.000,-1825000.000,-1249000.000
OperatingExpenses,99937.000,95124.000,66117.000,57068.000,56803.000,59012.000,64000.000,47000.000,44000.000,44000.000,41000.000,43000.000,38000.000,34000.000,33000.000,32000.000,27000.000,25000.000
OtherCostAndExpenseOperating,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
PaymentsForOperatingActivities,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
PaymentsForRepurchaseOfCommonStock,-18768790.000,-10668996.000,2859209.000,2371861.000,0.000,-70.000,0.000,6534000.000,0.000,0.000,,,,,,,,
ProceedsFromCustomers,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,9215996.000,9266397.000,0.000,0.000,0.000,0.000,5041000.000,0.000,0.000,0.000,,,,,,,,
RealizedInvestmentGainsLosses,,,,,,,,,,,2000.000,,,,-3000.000,,,
SponsorFees,99937.000,95124.000,66117.000,57068.000,56803.000,59760.000,64412.000,47444.000,44418.000,42633.000,41101.000,42513.000,38278.000,34392.000,32740.000,31831.000,27246.000,25426.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,100000.000,,,,0.000,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,5041000.000,,,,0.000,,,,,,,
StockRedeemedOrCalledDuringPeriodShares,,,,,,,,,,,0.000,,,,,,,
StockRedeemedOrCalledDuringPeriodValue,,,,,,,,,,,0.000,,,,,,,
StockRepurchasedDuringPeriodShares,,,,,,,0.000,,,,,,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,,0.000,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,1071429.000,1060870.000,829121.000,777473.000,750000.000,-1580091.000,843333.000,752747.000,700000.000,-1547587.000,700000.000,697253.000,650000.000,-1373143.000,650000.000,650000.000,615761.000,-1286994.000
