,2012-05-31,2014-05-31
AllocatedShareBasedCompensationExpense,,305000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,23.000,-26511.000
CostsAndExpenses,,589133.000
CurrentFederalTaxExpenseBenefit,,0.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000
DebtInstrumentConvertibleBeneficialConversionFeature,6000.000,
EarningsPerShareBasicAndDiluted,-0.610,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
GeneralAndAdministrativeExpense,2570.000,
ImpairmentOfIntangibleAssetsFinitelived,0.000,
IncomeLossFromContinuingOperations,,-587393.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-643763.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-11527868.000,
IncomeTaxExpenseBenefit,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,,218879.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-218879.000
IncomeTaxesPaid,0.000,0.000
IncreaseDecreaseInAccountsPayable,,117120.000
IncreaseDecreaseInAccountsPayableTrade,122038.000,
IncreaseDecreaseInAccountsReceivable,-25000.000,
IncreaseDecreaseInInventories,,-1123.000
IncreaseDecreaseInNotesReceivables,,59000.000
IncreaseDecreaseInOtherOperatingAssets,,-715.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-26000.000
InterestExpense,-921.000,-56370.000
InterestPaid,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,5636.000,222970.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5636.000,222970.000
NetCashProvidedByUsedInInvestingActivities,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInOperatingActivities,-5613.000,-249481.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5613.000,-249481.000
NetIncomeLoss,,-643763.000
NonoperatingIncomeExpense,921.000,
OfficersCompensation,11399395.000,
OperatingExpenses,-11526947.000,
OperatingIncomeLoss,-11526947.000,
OtherDeferredCostAmortizationExpense,822.000,
OtherExpenses,,-56370.000
OtherGeneralAndAdministrativeExpense,120000.000,
OtherNoncashExpense,0.000,
ProceedsFromConvertibleDebt,6000.000,
ProceedsFromNotesPayable,,15000.000
ProceedsFromOtherShortTermDebt,3825.000,
ProceedsFromRelatedPartyDebt,,6983.000
ProceedsFromRepaymentsOfBankOverdrafts,,987.000
ProceedsFromRepaymentsOfNotesPayable,-4189.000,
ProceedsFromSaleOfTreasuryStock,,200000.000
ProfessionalFees,29982.000,178366.000
ProfitLoss,-11527868.000,-643763.000
ProvisionForDoubtfulAccounts,-25000.000,
RepaymentOfNotesReceivableFromRelatedParties,,0.000
RestructuringCosts,,0.000
Revenues,0.000,1740.000
SalariesAndWages,,310000.000
SalesRevenueNet,0.000,1740.000
SalesRevenueServicesGross,0.000,
SellingGeneralAndAdministrativeExpense,,100767.000
ShareBasedCompensation,11399395.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,652000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,1.000
StockIssued1,,305000.000
StockIssuedDuringPeriodSharesIssuedForServices,0.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000
StockIssuedDuringPeriodValueIssuedForCash,,200000.000
StockIssuedDuringPeriodValueIssuedForServices,11399395.000,305000.000
StockRepurchasedDuringPeriodValue,,90.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,0.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense,,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,18854855.000,60167348.000
WeightedAverageNumberOfSharesOutstandingBasic,,60167348.000
