,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,-2818000.000,,,,-1418000.000,,,,859000.000,,,,938000.000,,,,761000.000,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,2601000.000,,,,1542000.000,,,,2698000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,1545000.000,,,,1100000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,3125000.000,,,,3422000.000,,,,3438000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,12367000.000,,,,520000.000,,,,5444000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5285000.000,,,,9528000.000,,,,8496000.000,,,,,,,,,
AmortizationOfIntangibleAssets,2321000.000,2322000.000,2321000.000,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,595000.000,1281000.000,3028000.000,-3682000.000,2978000.000,2292000.000,2919000.000,-5232000.000,2338000.000,2624000.000,2513000.000,-4965000.000,1683000.000,508000.000,508000.000,-2038000.000,508.000,521.000
CashAndCashEquivalentsPeriodIncreaseDecrease,57872000.000,,,,,,,,,,,,,,,,115484000.000,
ComprehensiveIncomeNetOfTax,41890000.000,19517000.000,616000.000,,1341000.000,11114000.000,21829000.000,9600000.000,23544000.000,25144000.000,29853000.000,14882000.000,45282000.000,28063000.000,14178000.000,43558000.000,-4555000.000,17326000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,41890000.000,19517000.000,616000.000,5377000.000,,,,,,,,,,,,,,
CostOfGoodsSold,188678000.000,151258000.000,140337000.000,169446000.000,208849000.000,325453000.000,352027000.000,277486000.000,308527000.000,322383000.000,282891000.000,264406000.000,318116000.000,307548000.000,227759000.000,221903000.000,255354000.000,268076000.000
DepreciationDepletionAndAmortization,7423000.000,,,,8524000.000,,,,7349000.000,,,,8886000.000,,,,8364000.000,
EarningsPerShareBasic,0.720,0.350,0.000,0.090,0.040,0.190,0.400,0.170,0.420,0.470,0.550,0.270,0.800,0.490,0.240,0.090,0.310,0.230
EarningsPerShareDiluted,0.680,0.350,0.000,0.100,0.040,0.190,0.400,0.170,0.420,0.470,0.540,0.270,0.780,0.470,0.230,0.090,0.310,0.230
EffectOfExchangeRateOnCashAndCashEquivalents,145000.000,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-12000.000,,,,,,,,2000.000,,,,-35000.000,
EffectiveIncomeTaxRateContinuingOperations,-0.020,0.239,-0.247,,12.296,0.289,0.103,,-0.412,0.064,0.277,,-0.346,0.084,-0.298,,-0.126,0.164
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,19927000.000,,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,14604000.000,,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,12342000.000,,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,51759000.000,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2465000.000,,,,1176000.000,,,,717000.000,,,,938000.000,,,,761000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2465000.000,,,,1176000.000,,,,717000.000,,,,938000.000,,,,761000.000,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,-604000.000,-354000.000,-224000.000,302000.000,-98000.000,325000.000,321000.000,77000.000,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-23000.000,,,,-99000.000,,,,2000.000,,,,6000.000,,,,4000.000,
GrossProfit,87393000.000,66661000.000,44856000.000,49101000.000,49215000.000,64684000.000,71486000.000,58729000.000,65161000.000,74866000.000,69132000.000,66563000.000,88420000.000,86497000.000,64582000.000,63950000.000,74537000.000,75060000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,41169000.000,27709000.000,89000.000,3681000.000,-206000.000,14556000.000,23767000.000,12047000.000,16330000.000,28092000.000,42256000.000,18251000.000,33682000.000,30616000.000,10805000.000,6794000.000,16204000.000,16684000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,41169000.000,27709000.000,89000.000,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,1140000.000,1192000.000,923000.000,577000.000,1110000.000,1317000.000,837000.000,745000.000,935000.000,1034000.000,1279000.000,1022000.000,373000.000,516000.000
IncomeTaxExpenseBenefit,-803000.000,6624000.000,-22000.000,1000000.000,-2533000.000,4211000.000,2459000.000,3125000.000,-6731000.000,1789000.000,11696000.000,3178000.000,-11645000.000,2572000.000,-3218000.000,798000.000,-2038000.000,2738000.000
IncomeTaxesPaid,302000.000,,,,396000.000,,,,577000.000,,,,636000.000,,,,1133000.000,
IncreaseDecreaseInAccountsPayable,16336000.000,,,,62858000.000,,,,-6978000.000,,,,42142000.000,,,,1398000.000,
IncreaseDecreaseInAccountsReceivable,-1977000.000,,,,34895000.000,,,,8013000.000,,,,4291000.000,,,,-3618000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-1548000.000,,,,-4837000.000,,,,-10355000.000,,,,-16060000.000,,,,-4255000.000,
IncreaseDecreaseInAccruedLiabilities,-1934000.000,,,,-2265000.000,,,,860000.000,,,,-4501000.000,,,,-21006000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,-2364000.000,,,,-2829000.000,,,,,
IncreaseDecreaseInInventories,40151000.000,,,,118946000.000,,,,5004000.000,,,,24014000.000,,,,-15105000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-2740000.000,,,,3325000.000,,,,-1371000.000,,,,-387000.000,,,,-11210000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,2759000.000,595000.000,110000.000,-1897000.000,35000.000,161000.000,100000.000,-154000.000,733000.000,148000.000,273000.000,-648000.000,1575000.000,1806000.000,2186000.000,-3614000.000,1155000.000,531000.000
InterestExpense,222000.000,247000.000,734000.000,903000.000,758000.000,728000.000,715000.000,499000.000,541000.000,535000.000,466000.000,487000.000,455000.000,397000.000,404000.000,267000.000,233000.000,183000.000
InterestPaid,,,,,665000.000,,,,608000.000,,,,551000.000,,,,489000.000,
InterestPaidNet,678000.000,,,,,,,,,,,,,,,,,
InventoryWriteDown,3594000.000,,,,4912000.000,,,,9357000.000,,,,10166000.000,,,,8754000.000,
LitigationSettlementAmount,,,,,,,,,,,,,,,,,12500000.000,
NetCashProvidedByUsedInContinuingOperations,,,,,-98706000.000,,,,6577000.000,,,,28743000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,17070000.000,,,,4231000.000,,,,9462000.000,,,,7614000.000,,,,5215000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,17070000.000,,,,4231000.000,,,,9462000.000,,,,7614000.000,,,,5215000.000,
NetCashProvidedByUsedInInvestingActivities,11371000.000,,,,-25835000.000,,,,-28835000.000,,,,-50335000.000,,,,38069000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,11371000.000,,,,-25835000.000,,,,-28835000.000,,,,-50335000.000,,,,38069000.000,
NetCashProvidedByUsedInOperatingActivities,29286000.000,,,,-77090000.000,,,,25950000.000,,,,71462000.000,,,,72235000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,29286000.000,,,,-77090000.000,,,,25950000.000,,,,71462000.000,,,,72235000.000,
NetIncomeLoss,41972000.000,,,,,,,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,21085000.000,111000.000,,2327000.000,10345000.000,21308000.000,8922000.000,23061000.000,26303000.000,30560000.000,15073000.000,45327000.000,28044000.000,14023000.000,5996000.000,18242000.000,13946000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,522000.000,,,,3150000.000,,,,3757000.000,,,,1183000.000,,,,1936000.000,
OperatingExpenses,46769000.000,47120000.000,44356000.000,45654000.000,49897000.000,50814000.000,47922000.000,46805000.000,48223000.000,49901000.000,51285000.000,52417000.000,56263000.000,56737000.000,54976000.000,59347000.000,59582000.000,59513000.000
OperatingIncomeLoss,40624000.000,19541000.000,500000.000,3447000.000,-682000.000,13870000.000,23564000.000,11924000.000,16938000.000,24965000.000,17847000.000,14146000.000,32157000.000,29760000.000,9606000.000,4603000.000,14955000.000,15547000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,-84000.000,-1585000.000,509000.000,,,,,,,,,,,,,,,
