,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AllocatedShareBasedCompensationExpense,1208000.000,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,180000.000,,,,355000.000,,,,173000.000
AmortizationOfIntangibleAssets,451000.000,,,,451000.000,,,,451000.000,,,,452000.000
AmortizationOfLeaseIncentives,,,,,,,,,,,,,624000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,4000.000,22000.000,,,,321000.000,,,171000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,2637000.000,,,,8089000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,398000.000,,,,255000.000,,,,295000.000,,,,358000.000
CostOfGoodsSold,92297000.000,106641000.000,121881000.000,123977000.000,101342000.000,114983000.000,133139000.000,141918000.000,103143000.000,123619000.000,142896000.000,147068000.000,108283000.000
DeferredIncomeTaxExpenseBenefit,,,,,599000.000,,,,633000.000,,,,885000.000
Depreciation,1401000.000,,,,2171000.000,,,,2681000.000,,,,3490000.000
EarningsPerShareBasic,-0.100,0.120,0.210,0.110,-0.030,0.200,0.230,0.260,0.010,0.200,0.250,0.240,-0.110
EarningsPerShareDiluted,-0.100,0.120,0.210,0.110,-0.030,0.190,0.230,0.270,0.010,0.200,0.250,0.240,-0.110
EffectiveIncomeTaxRateContinuingOperations,0.385,,,,0.385,,,,0.382,,,,0.388
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,470000.000,,,,
GrossProfit,40128000.000,52827000.000,60651000.000,61601000.000,43151000.000,58002000.000,66565000.000,70812000.000,48472000.000,66185000.000,74265000.000,74308000.000,48615000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-2212000.000,13338000.000,15510000.000,18520000.000,-1232000.000,13530000.000,17144000.000,17843000.000,-6917000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5479000.000,8236000.000,14503000.000,5152000.000,,,,,,,,,
IncomeTaxExpenseBenefit,-2111000.000,3173000.000,5587000.000,1979000.000,-852000.000,5138000.000,5969000.000,7130000.000,-1543000.000,5226000.000,6630000.000,7303000.000,-2410000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,,,,,602000.000,,,,
IncomeTaxesPaid,,,,,,,,,1716000.000,,,,
IncreaseDecreaseInAccountsPayable,23363000.000,,,,25495000.000,,,,11913000.000,,,,42049000.000
IncreaseDecreaseInAccountsReceivable,24000.000,,,,129000.000,,,,-23000.000,,,,-29000.000
IncreaseDecreaseInAccruedLiabilities,-2386000.000,,,,-1825000.000,,,,-2037000.000,,,,-3115000.000
IncreaseDecreaseInBookOverdrafts,7774000.000,,,,2841000.000,,,,7887000.000,,,,6359000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,-2414000.000,,,,-1761000.000,,,,-3364000.000,,,,-3342000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-2063000.000,,,,-3374000.000,,,,-4498000.000,,,,4221000.000
IncreaseDecreaseInRetailRelatedInventories,41006000.000,,,,30821000.000,,,,33171000.000,,,,42019000.000
InterestExpense,5258000.000,4107000.000,4122000.000,8993000.000,3460000.000,3448000.000,3659000.000,3589000.000,3588000.000,3141000.000,3402000.000,3271000.000,3150000.000
InterestPaid,,,,,,,,,2954000.000,,,,2897000.000
LeaseAndRentalExpense,8894000.000,9258000.000,9578000.000,2790000.000,9755000.000,9869000.000,10357000.000,3228000.000,10650000.000,10885000.000,11312000.000,4285000.000,11599000.000
NetCashProvidedByUsedInFinancingActivities,28388000.000,,,,12045000.000,,,,24661000.000,,,,22414000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,28388000.000,,,,12045000.000,,,,24661000.000,,,,22414000.000
NetCashProvidedByUsedInInvestingActivities,-8796000.000,,,,-8869000.000,,,,-8720000.000,,,,-13204000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8796000.000,,,,-8869000.000,,,,-8720000.000,,,,-13204000.000
NetCashProvidedByUsedInOperatingActivities,-19194000.000,,,,-2921000.000,,,,-15646000.000,,,,-8852000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19194000.000,,,,-2921000.000,,,,-15646000.000,,,,-8852000.000
NetIncomeLoss,-3368000.000,5063000.000,8916000.000,3173000.000,-1360000.000,8200000.000,9541000.000,11390000.000,311000.000,8304000.000,10514000.000,10540000.000,-4507000.000
OperatingIncomeLoss,-221000.000,12343000.000,18625000.000,14145000.000,1248000.000,16786000.000,19169000.000,22109000.000,2356000.000,16671000.000,20546000.000,21114000.000,-3767000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,1036000.000,,,,1228000.000,,,,639000.000
PaymentsToAcquirePropertyPlantAndEquipment,8796000.000,,,,8869000.000,,,,8720000.000,,,,13204000.000
ProceedsAndExcessTaxBenefitFromSharebasedCompensation,287000.000,,,,283000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,70299000.000,,,,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,20915000.000,,,,10357000.000,,,,38076000.000,,,,17094000.000
ReorganizationItems,,,0.000,,,,,,,,,,
RepaymentsOfLongTermDebt,70887000.000,,,,400000.000,,,,20074000.000,,,,400000.000
Revenues,132425000.000,159468000.000,182532000.000,185578000.000,144493000.000,172985000.000,199704000.000,212730000.000,151615000.000,189804000.000,217161000.000,221376000.000,156898000.000
SalesRevenueNet,132425000.000,159468000.000,182532000.000,185578000.000,144493000.000,172985000.000,199704000.000,212730000.000,151615000.000,189804000.000,217161000.000,221376000.000,156898000.000
SellingGeneralAndAdministrativeExpense,40349000.000,40484000.000,42026000.000,47456000.000,41903000.000,41216000.000,47396000.000,48703000.000,46116000.000,49514000.000,53719000.000,53194000.000,52382000.000
ShareBasedCompensation,1734000.000,524000.000,522000.000,513000.000,597000.000,,,,625000.000,,,,650000.000
StraightLineRent,-652000.000,,,,-108000.000,,,,-1906000.000,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,198000.000,113000.000,,0.000,332000.000,358000.000,-322000.000,302000.000,273000.000,313000.000,-590000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,34441000.000,41966000.000,41931000.000,-78197000.000,41851000.000,42336000.000,42362000.000,-84215000.000,42334000.000,42490000.000,42558000.000,-84897000.000,42277000.000
WeightedAverageNumberOfSharesOutstandingBasic,34441000.000,41768000.000,41818000.000,-78066000.000,41851000.000,42004000.000,42004000.000,-83893000.000,42032000.000,42217000.000,42245000.000,-84307000.000,42277000.000
