,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,385000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,161511.000,42335.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,101400.000
AllocatedShareBasedCompensationExpense,,,,613000.000
AmortizationOfFinancingCosts,,,,29000.000
AmortizationOfIntangibleAssets,,237000.000,305000.000,78000.000
AssetImpairmentCharges,,400000.000,172200.000,1830000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,-2365978.000,,
BusinessAcquisitionsProFormaRevenue,,10644213.000,10644213.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,1881136.000
CashPeriodIncreaseDecrease,4605552.000,-3220109.000,-750358.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,-254380.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,-18920.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,-1184117.000
ConversionOfStockAmountConverted1,1313396.000,,,
CostOfGoodsSold,6017327.000,5017333.000,12340975.000,10718834.000
CurrentIncomeTaxExpenseBenefit,,,,0.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,164755.000
DeferredIncomeTaxExpenseBenefit,,,-1526000.000,-2339000.000
Depreciation,,1236000.000,1280000.000,1364000.000
DepreciationAndAmortization,411442.000,1473027.000,1585468.000,1470839.000
Dividends,-25184.000,303714.000,303964.000,334755.000
DividendsCash,-183902.000,-345099.000,-388612.000,
DividendsCommonStockStock,207519.000,,,
DividendsPreferredStock,416629.000,710440.000,760145.000,566495.000
DividendsPreferredStockCash,-490.000,,88565.000,
DividendsPreferredStockPaidinkind,,,,46613.000
EarningsPerShareBasicAndDiluted,0.120,-0.170,-0.170,-0.200
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.004,-0.501,-0.419
EffectiveIncomeTaxRateReconciliationDeductionsOther,,0.000,-0.002,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,0.018
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.001,0.060,0.059
EquityMethodInvestmentDividendsOrDistributions,-183413.000,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,-111010.000,663509.000,-74673.000
GainLossOnSaleOfEquityInvestments,,-400000.000,,
GainLossOnSaleOfOtherAssets,320014.000,,,
GeneralAndAdministrativeExpense,,,,2710084.000
GoodwillImpairmentLoss,,,,0.000
GrossProfit,9560330.000,3113416.000,2760306.000,3425548.000
IncomeLossAttributableToParent,,,-2365978.000,
IncomeLossFromContinuingOperations,3042005.000,-2945721.000,-3046347.000,-4014095.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-3046347.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4818005.000,-2945721.000,-3046347.000,-3770564.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-3770564.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-0.140
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,-1812199.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-1812199.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,-0.060
IncomeLossFromEquityMethodInvestments,-320166.000,-400000.000,,
IncomeTaxExpenseBenefit,1776000.000,,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,1526000.000,2339000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1001000.000,1036000.000,1898000.000
IncomeTaxReconciliationNondeductibleExpense,,,,99000.000
IncomeTaxReconciliationOtherAdjustments,,,,12000.000
IncreaseDecreaseInAccountsPayable,507467.000,-1482482.000,1995622.000,-866338.000
IncreaseDecreaseInAccountsReceivable,1724962.000,-1549366.000,1764241.000,-1361428.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,90000.000,-90000.000,,
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,,-309355.000,-547836.000,-10000.000
IncreaseDecreaseInAccruedLiabilities,-76097.000,-227432.000,71821.000,-29322.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,128352.000
IncreaseDecreaseInCustomerDeposits,41508.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,-1686000.000,7000.000,,
IncreaseDecreaseInDeferredRevenue,548267.000,-268374.000,131303.000,196615.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,228927.000,234096.000,632000.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,,-67548.000,-8538.000,-33712.000
IncreaseDecreaseInInventories,-29340.000,10648.000,-16658.000,21755.000
IncreaseDecreaseInOtherCurrentAssets,-106461.000,-464683.000,-385459.000,-49530.000
