,2011-03-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,36135000.000,58554000.000,48923000.000,50408000.000,54610000.000,58839000.000,47199000.000,44293000.000,57158000.000,60414000.000,55087000.000,50731000.000,70906000.000,71867000.000,59395000.000,57684000.000,68677000.000,77261000.000,66380000.000,65354000.000,77604000.000,84052000.000,77813000.000,69276000.000,84222000.000
AccountsReceivableNetCurrent,21231000.000,38713000.000,28418000.000,24244000.000,37169000.000,48087000.000,29958000.000,29204000.000,41493000.000,42979000.000,31468000.000,26799000.000,34278000.000,37070000.000,25803000.000,24327000.000,29519000.000,41574000.000,31512000.000,31397000.000,36635000.000,45376000.000,30305000.000,24685000.000,39027000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,3942000.000,,,,3379000.000,,,,3575000.000,,,,4059000.000,,,,3417000.000,,,,3629000.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,64716000.000,47127000.000,53675000.000,52560000.000,58674000.000,58210000.000,65385000.000,61708000.000,68781000.000,31128000.000,39490000.000,34654000.000,41129000.000,35060000.000,37078000.000,38010000.000
AccumulatedDeferredInvestmentTaxCredit,2244000.000,2328000.000,2254000.000,2254000.000,2254000.000,2254000.000,2180000.000,2180000.000,2180000.000,2180000.000,2106000.000,2106000.000,2106000.000,2106000.000,2032000.000,2032000.000,2032000.000,1947000.000,1872000.000,1872000.000,1872000.000,1872000.000,1798000.000,1798000.000,1798000.000
AdditionalPaidInCapitalCommonStock,217813000.000,219237000.000,219572000.000,219909000.000,220294000.000,220642000.000,221013000.000,327178000.000,327628000.000,327890000.000,328364000.000,328826000.000,329332000.000,329840000.000,330558000.000,331029000.000,331574000.000,332290000.000,333135000.000,333002000.000,333561000.000,334213000.000,334856000.000,334220000.000,334834000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,669000.000,,,,714000.000,,714000.000,815000.000,668000.000,,,,697000.000,,,,730000.000,,,,830000.000,,
AssetRetirementObligation,,,14049000.000,,,,16105000.000,,,,17036000.000,,,,18414000.000,,,,19500000.000,,,,20300000.000,,
Assets,1715111000.000,1801152000.000,1854587000.000,1868519000.000,1918162000.000,1975833000.000,1995924000.000,2104355000.000,2058607000.000,2083433000.000,1959855000.000,1962588000.000,2010184000.000,2069080000.000,2187351000.000,2220745000.000,2243049000.000,2306520000.000,2246095000.000,2299805000.000,2358123000.000,2386043000.000,2411745000.000,2440298000.000,2533026000.000
AssetsCurrent,129129000.000,155216000.000,113888000.000,107057000.000,134902000.000,150098000.000,146564000.000,231696000.000,164076000.000,170552000.000,139490000.000,130106000.000,150808000.000,177278000.000,154124000.000,159255000.000,150206000.000,191066000.000,127578000.000,148521000.000,159000000.000,151127000.000,142069000.000,128205000.000,170580000.000
BilledContractReceivables,,,,,7700000.000,9300000.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,1109000.000,,,,1109000.000,,,,1016000.000,,,,1248000.000,,,,940000.000,,,,940000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1016000.000,,,,1248000.000,,,,940000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1016000.000,,,,1248000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1109000.000,,,,1016000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,9718000.000,,,,8609000.000,,,,7593000.000,,,,6345000.000,,,,5405000.000,,,,4465000.000,,
