,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,0.000
DeferredFederalIncomeTaxExpenseBenefit,,0.000
EarningsPerShareBasic,0.000,
EarningsPerShareBasicAndDiluted,,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.340
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-34.000
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,0.000
GeneralAndAdministrativeExpense,21676.000,41313.000
IncomeLossFromContinuingOperations,-21676.000,-41313.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-21676.000,-41313.000
IncomeTaxExpenseBenefit,,110433.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccountsPayable,575.000,4113.000
IncreaseDecreaseInAccountsPayableRelatedParties,,37200.000
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,21101.000,37200.000
InterestPaid,,0.000
NetCashProvidedByUsedInFinancingActivities,21101.000,37200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,21101.000,37200.000
NetCashProvidedByUsedInOperatingActivities,-21101.000,-37200.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-21101.000,-37200.000
NetIncomeLoss,-21676.000,-41313.000
OperatingExpenses,21676.000,41313.000
OperatingIncomeLoss,,324804.000
OtherIncome,,0.000
OtherNonoperatingIncomeExpense,,0.000
ProceedsFromIssuanceOfCommonStock,,0.000
ProfitLoss,-21676.000,
Revenues,,0.000
SalesRevenueNet,,0.000
ShareBasedCompensation,,0.000
StockholdersEquityNoteStockSplitConversionRatio,,5.300
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,261466670.000
WeightedAverageNumberOfSharesOutstandingBasic,49333334.000,
