,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,110055000.000,118102000.000,124082000.000,112755000.000,138487000.000,152754000.000,197034000.000,164492000.000,144551000.000,159225000.000,142225000.000
AccountsReceivableNetCurrent,113782000.000,116538000.000,101340000.000,89540000.000,83816000.000,97443000.000,133546000.000,119939000.000,132669000.000,136279000.000,147978000.000
AccrualForEnvironmentalLossContingencies,,,,,700000.000,700000.000,900000.000,800000.000,800000.000,800000.000,900000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,363768000.000,384554000.000,406959000.000,411921000.000,427776000.000,455009000.000,490456000.000,527652000.000,566208000.000,605592000.000,647939000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,733000.000,775000.000,743000.000,596000.000,421000.000,220000.000,,,,,
AggregateIndebtedness,,,541000000.000,617000000.000,432000000.000,535000000.000,590000000.000,700000000.000,457500000.000,332500000.000,562500000.000
AllowanceForDoubtfulAccountsReceivable,,,300000.000,,,,,,,,
AssetRetirementObligation,,,2343000.000,,,,2526000.000,,,,2722000.000
Assets,1455543000.000,1510660000.000,1593992000.000,1511183000.000,2681576000.000,2789034000.000,2998709000.000,3030448000.000,3117810000.000,3100280000.000,3125670000.000
AssetsCurrent,130411000.000,137276000.000,115620000.000,102343000.000,134109000.000,112884000.000,165155000.000,138164000.000,152385000.000,149536000.000,162097000.000
AssetsFairValueDisclosureNonrecurring,,,,5700000.000,,,,,,,
AssetsHeldForSaleCurrent,,,,,35064000.000,,11450000.000,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,97800000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,95716000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,,2018000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationEquipment,,,60000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,2100000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,42000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationProperty,,,449000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10602000.000,13908000.000,8640000.000,7530000.000,8975000.000,10127000.000,14713000.000,12973000.000,13923000.000,7901000.000,7298000.000
ConcentrationRiskPercentage,,,0.330,,,,,,,,
DeferredRevenueCurrent,3703000.000,3876000.000,3416000.000,3349000.000,3851000.000,3963000.000,3788000.000,4908000.000,4548000.000,5886000.000,6214000.000
DeferredRevenueNoncurrent,10674000.000,9646000.000,10492000.000,11319000.000,11579000.000,13307000.000,15212000.000,13217000.000,11613000.000,12488000.000,12311000.000
DerivativeAssetsCurrent,,1381000.000,,,1046000.000,,,,425000.000,229000.000,
DerivativeAssetsLiabilitiesAtFairValueNet,,,12042000.000,13499000.000,,,,,,,
DerivativeAssetsNoncurrent,,332000.000,,,,,,,,,
DerivativeAverageFixedInterestRate,,,0.021,0.021,0.021,0.021,0.021,,,,
DerivativeFairValueOfDerivativeNet,,,-1433000.000,1211000.000,-805000.000,-422000.000,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,,,,,1046000.000,,,,425000.000,229000.000,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,,,12042000.000,13499000.000,2440000.000,1787000.000,,434000.000,46000.000,691000.000,
DerivativeLiabilitiesCurrent,20756000.000,11527000.000,12042000.000,13499000.000,2440000.000,1787000.000,200000.000,434000.000,46000.000,691000.000,
DerivativeLiabilitiesNoncurrent,5743000.000,1255000.000,,1200000.000,800000.000,400000.000,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,6500000.000,,,,4300000.000,,,,5600000.000
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,,14000000.000,,,,3300000.000,,,,2600000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,22171000.000,,,,55351000.000,,,,22256000.000
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,12736000.000,,,,38188000.000,,,,11909000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,217803000.000,,,,273158000.000,,,,113378000.000
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,2571000.000,,,,3933000.000,,,,1682000.000
EquityMethodInvestments,82510000.000,84487000.000,81162000.000,88503000.000,87051000.000,96685000.000,97553000.000,106227000.000,103804000.000,57863000.000,60782000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,37015000.000,38587000.000,25398000.000,28949000.000,33782000.000,41452000.000,49081000.000,56711000.000,64340000.000,71972000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,469240000.000,,,,439270000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,30520000.000,,,,30367000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,30071000.000,,,,29970000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,30148000.000,,,,30071000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,30254000.000,,,,30148000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,30367000.000,,,,30254000.000
FiniteLivedIntangibleAssetsNet,,,,,,,620600000.000,,,,590080000.000
Goodwill,,,,,71005000.000,70283000.000,70283000.000,70283000.000,70283000.000,70283000.000,70283000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,109252000.000,,,,662052000.000,,,,662052000.000
IntangibleAssetsNetExcludingGoodwill,73808000.000,72237000.000,70665000.000,14654000.000,648103000.000,628270000.000,620600000.000,612971000.000,605341000.000,597712000.000,590080000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,,1400000.000,,,,,,,,
LettersOfCreditOutstandingAmount,,,,,,,7900000.000,7900000.000,10400000.000,10400000.000,10700000.000
LiabilitiesAndStockholdersEquity,1455543000.000,1510660000.000,1593992000.000,1511183000.000,2681576000.000,2789034000.000,2998709000.000,3030448000.000,3117810000.000,3100280000.000,3125670000.000
LiabilitiesCurrent,134514000.000,133505000.000,139540000.000,129603000.000,148038000.000,158504000.000,200822000.000,169834000.000,149145000.000,165802000.000,148439000.000
LiabilitiesOfAssetsHeldForSale,,,,,3260000.000,,,,,,
LimitedPartnersCapitalAccount,407169000.000,409087000.000,580961000.000,431605000.000,,,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,,,79032669.000,79100000.000,88100000.000,88200000.000,95600000.000,95700000.000,95700000.000,101200000.000,112200000.000
LineOfCredit,,,541000000.000,2500000.000,7900000.000,7900000.000,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,459000000.000,380500000.000,560100000.000,457100000.000,402100000.000,292100000.000,532100000.000,657100000.000,426800000.000
LongTermDebt,,,841000000.000,,,,1490000000.000,,,,1735100000.000
LongTermDebtFairValue,,,303000000.000,304500000.000,919500000.000,930800000.000,963800000.000,947300000.000,1300000000.000,1300000000.000,1200000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,300000000.000,,,,900000000.000,,,,872600000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,541000000.000,,,,,,,,300000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,590000000.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,562500000.000
LongTermDebtNoncurrent,,,841000000.000,,,,1490000000.000,,,,1735100000.000
LongTermLineOfCredit,580000000.000,635000000.000,541000000.000,617000000.000,432000000.000,535000000.000,590000000.000,700000000.000,457500000.000,332500000.000,562500000.000
NotionalAmountOfInterestRateDerivatives,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,25737000.000,,,,24353000.000,,,,24300000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,5161000.000,,,,4654000.000,,,,6385000.000
