,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,47000000.000,62000000.000,62000000.000,81000000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,19000000.000,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-49000000.000,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,47000000.000,68000000.000,111000000.000,123000000.000,175000000.000
AssumedPremiumsEarned,,,0.000,0.000,0.000,0.000
AssumedPremiumsEarnedPropertyAndCasualty,,2000000.000,,,,
AssumedPremiumsWritten,,,0.000,0.000,0.000,0.000
AssumedPremiumsWrittenPropertyAndCasualty,,2000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,366000000.000,476000000.000,235000000.000,-3245000000.000,2707000000.000,-809000000.000
CededPremiumsEarned,,,97000000.000,105000000.000,121000000.000,142000000.000
CededPremiumsEarnedPropertyAndCasualty,,99000000.000,,,,
CededPremiumsWritten,,,151000000.000,166000000.000,194000000.000,215000000.000
CededPremiumsWrittenPropertyAndCasualty,,136000000.000,,,,
ComprehensiveIncomeNetOfTax,1574000000.000,1357000000.000,1393000000.000,1158000000.000,596000000.000,1090000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,1000000.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,597000000.000,1090000000.000
CurrentFederalTaxExpenseBenefit,,4000000.000,185000000.000,-198000000.000,-454000000.000,-41000000.000
CurrentForeignTaxExpenseBenefit,,55000000.000,169000000.000,154000000.000,161000000.000,222000000.000
CurrentIncomeTaxExpenseBenefit,,45000000.000,299000000.000,-82000000.000,-319000000.000,166000000.000
CurrentStateAndLocalTaxExpenseBenefit,,-14000000.000,-55000000.000,-38000000.000,-26000000.000,-15000000.000
DeferredFederalIncomeTaxExpenseBenefit,,413000000.000,0.000,193000000.000,893000000.000,284000000.000
DeferredForeignIncomeTaxExpenseBenefit,,14000000.000,-29000000.000,-6000000.000,93000000.000,1000000.000
DeferredIncomeTaxExpenseBenefit,,438000000.000,-22000000.000,231000000.000,1042000000.000,340000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,11000000.000,7000000.000,44000000.000,56000000.000,55000000.000
DefinedContributionPlanCostRecognized,,,,,,5000000.000
DerivativeGainLossOnDerivativeNet,,,-148000000.000,512000000.000,481000000.000,939000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-352000000.000,,,,
DirectPremiumsEarned,,,216000000.000,230000000.000,254000000.000,298000000.000
DirectPremiumsEarnedPropertyAndCasualty,,202000000.000,,,,
DirectPremiumsWritten,,,270000000.000,293000000.000,328000000.000,371000000.000
DirectPremiumsWrittenPropertyAndCasualty,,234000000.000,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-7000000.000,71000000.000,17000000.000,-353000000.000,-403000000.000,-239000000.000
EffectiveIncomeTaxRateContinuingOperations,,0.285,0.158,0.080,0.347,0.269
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.038,-0.028,0.000,0.017,0.000
