,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,555104.000,432376.000,309649.000,186922.000
AccountsPayableCurrent,719969.000,731135.000,728291.000,723350.000,733595.000,612243.000,661081.000,636085.000,1062108.000,1102643.000,1625330.000,1577818.000,2194518.000,2464163.000,2474186.000,1138512.000,650413.000,791684.000,750473.000,648061.000,220112.000,79264.000
AccountsPayableCurrentAndNoncurrent,,,,,22000.000,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,4000.000,10000.000,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,19277.000,50294.000,19069.000,39819.000,39711.000,96712.000,101891.000,83191.000,97245.000,63854.000,149640.000,238604.000,57549.000,90033.000,15855.000,14196.000,38283.000,52778.000,23566.000,,38919.000,68506.000
AccruedLiabilitiesCurrent,551896.000,566574.000,626544.000,616137.000,1599519.000,1404702.000,1143532.000,744089.000,2057957.000,1176277.000,2194486.000,2089885.000,3066379.000,2623480.000,3474043.000,1434412.000,864295.000,722988.000,798921.000,820114.000,1346105.000,1202939.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,16909.000,26294.000,42738.000,61027.000,78967.000,95698.000,110514.000,125455.000,144079.000,162684.000,180257.000,197850.000,214897.000,230582.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,5878.000,4579.000,1501.000,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,44534135.000,44657835.000,45231599.000,46257774.000,47894196.000,52277328.000
AdditionalPaidInCapitalCommonStock,6134829.000,8844952.000,9242791.000,14358917.000,14945435.000,17344936.000,17857072.000,23138027.000,23279585.000,26454204.000,26647135.000,29380273.000,30093745.000,30320907.000,30935472.000,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,4073.000,4073.000,0.000,0.000,0.000,,,,,,,,,,,,,
Assets,274195.000,446220.000,340721.000,443798.000,369577.000,810820.000,443576.000,636647.000,593426.000,997487.000,972772.000,1236865.000,900977.000,724917.000,745455.000,8416378.000,5632419.000,4051051.000,2894677.000,1917065.000,2807546.000,5466248.000
AssetsCurrent,127654.000,301032.000,195680.000,299378.000,225468.000,667022.000,382578.000,547082.000,381961.000,708804.000,699977.000,947218.000,631315.000,474165.000,520217.000,8197406.000,5397834.000,3818840.000,2677078.000,1708820.000,2608183.000,5258367.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,802850.000,855878.000,45017.000,284329.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,2850.000,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,,800000.000,,,,
Cash,,,,,,,,,,,,,,,,7733097.000,4856232.000,,,,,
CashAndCashEquivalentsAtCarryingValue,77728.000,122985.000,22393.000,102136.000,,372854.000,137066.000,328362.000,101953.000,130738.000,40151.000,244044.000,16384.000,3453.000,44103.000,7733097.000,4856232.000,1535792.000,583044.000,634478.000,1764090.000,2086408.000
CashUninsuredAmount,,,,,,,,,,,,,,,,,4621764.000,914391.000,440655.000,454369.000,1652438.000,1866875.000
CertificatesOfDepositAtCarryingValue,,,,,,,,,,,,,,,,,,1000000.000,701243.000,576888.000,100000.000,2693985.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,0.325,24.380,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,,,,,,,10.050,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,1615383.000,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,8077477.000,3331072.000,9552891.000,114102.000,871101.000,1256101.000
CommitmentsAndContingencies,,,,,,,,,0.000,0.000,0.000,,0.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,300000000.000,300000000.000,300000000.000,300000000.000,800000000.000,800000000.000,800000000.000,10666667.000,10666667.000,10666667.000,100000000.000,,100000000.000,100000000.000,100000000.000,8000000.000,24000000.000,24000000.000
CommonStockSharesIssued,,,,,104247228.000,,,,219937619.000,,,,3092766.000,,,5203428.000,5206428.000,,,,4564428.000,
CommonStockSharesOutstanding,29139828.000,32074000.000,38636433.000,98603484.000,104247228.000,120303418.000,121952832.000,219640021.000,219937619.000,222213697.000,222869997.000,2999386.000,3092766.000,3142737.000,3312863.000,5203428.000,5206428.000,53259529.000,77698393.000,3404860.000,4564428.000,6489428.000
CommonStockValue,291398.000,320740.000,386364.000,986035.000,1042473.000,1203035.000,1219529.000,2196401.000,2199376.000,2222137.000,2228700.000,29993.000,30927.000,31426.000,33128.000,,52063.000,532594.000,776983.000,34048.000,45644.000,64894.000
ConvertibleNotesPayableCurrent,683987.000,1055559.000,1227042.000,1156082.000,1081187.000,378599.000,978843.000,0.000,0.000,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,648100.000,560874.000,378599.000,978843.000,0.000,0.000,,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,0.065,0.065,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,933073.000,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,0.240,0.240,0.240,,0.240,0.240,0.240,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,0.000,33469.000,,,,,,46072.000,353583.000,194097.000,95801.000,0.000,0.000,0.000,,,,,
DeferredRevenueCurrent,,,,,,15000.000,5000.000,5000.000,69000.000,69000.000,5000.000,5000.000,5000.000,71338.000,8375.000,29180.000,5000.000,5000.000,5000.000,5000.000,7998.000,14407.000
DeferredTaxAssetsGross,,,,3985000.000,2282000.000,2434000.000,2688000.000,2756000.000,3318000.000,3648000.000,8568000.000,8551000.000,,9069000.000,9069000.000,9935000.000,10697000.000,11325000.000,10383000.000,10437000.000,10944000.000,11208000.000
DeferredTaxAssetsLiabilitiesNet,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,,,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,3957000.000,2209000.000,2390000.000,2667000.000,2735000.000,3259000.000,3577000.000,7920000.000,7920000.000,,7919000.000,7919000.000,9307000.000,10338000.000,11089000.000,10179000.000,10271000.000,10755000.000,10865000.000
DeferredTaxAssetsOther,,,,28000.000,73000.000,44000.000,21000.000,21000.000,59000.000,71000.000,648000.000,631000.000,,1150000.000,1150000.000,628000.000,359000.000,236000.000,204000.000,166000.000,189000.000,343000.000
DeferredTaxAssetsValuationAllowance,,,,,,,2688000.000,2756000.000,3318000.000,3648000.000,8568000.000,8551000.000,,9069000.000,9069000.000,9935000.000,10697000.000,11325000.000,10383000.000,10437000.000,10944000.000,11208000.000
DerivativeLiabilitiesNoncurrent,87533.000,166063.000,165412.000,87787.000,169179.000,149757.000,80506.000,15219.000,11599.000,130.000,130.000,0.000,0.000,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,8901010.000,11868956.000,12582323.000,17573810.000,19291111.000,21392636.000,22568172.000,26543076.000,28697415.000,30333327.000,32099683.000,33245305.000,35641105.000,35897301.000,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,34752.000,108278.000,244494.000,230882.000,146538.000,166905.000,264224.000,259398.000,262055.000,198220.000,90796.000,72354.000,38065.000,32682.000,0.000,,132675.000,223205.000,155514.000
FiveYearScheduleOfMaturitiesOfParentCompanyRepaymentOfPrincipleInYearThree,,,,89300.000,89300.000,,,,,,,,,,,,,,,,,
FiveYearScheduleOfMaturitiesOfParentCompanyRepaymentsOfPrincipleInYearTwo,,,,0.000,0.000,,,,,,,,,,,,,,,,,
FiveYearScheduleOfMaturitiesOfParentCompanyRepaymentsOfPrincipleWithinOneYear,,,,1516082.000,492712.000,378599.000,1300000.000,0.000,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,141532.000,140588.000,140588.000,140588.000,140588.000,140588.000,48545.000,52074.000,53355.000,67581.000,68137.000,72701.000,73183.000,79439.000,77995.000,92402.000,94987.000,94578.000,96130.000,97335.000,97867.000,95172.000
InventoryFinishedGoods,,,,64709.000,91008.000,103677.000,92602.000,85958.000,56818.000,77125.000,88285.000,69331.000,88362.000,65459.000,46845.000,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,46208.000,30237.000,74129.000,69504.000,72540.000,38201.000,28003.000
InventoryNet,,97605.000,91937.000,134416.000,145209.000,141447.000,108036.000,101067.000,122175.000,391567.000,360663.000,315620.000,367367.000,301389.000,257668.000,236890.000,231740.000,256531.000,292160.000,289249.000,272208.000,249186.000
InventoryRawMaterials,,,,69707.000,39543.000,35340.000,15434.000,15109.000,18603.000,235048.000,230092.000,207928.000,237556.000,221996.000,200654.000,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,,,,182994.000,162623.000,144045.000,151108.000,157044.000,165812.000,159972.000
InventoryWorkInProcess,,,,,14658.000,2430.000,0.000,0.000,46754.000,79394.000,42286.000,38361.000,41449.000,13934.000,10169.000,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,,,,,,,,,,,7688.000,38880.000,38357.000,71548.000,59665.000,68195.000,61211.000
Liabilities,,,,,,,,1845295.000,3811880.000,2654266.000,4196414.000,5071698.000,6417204.000,6269679.000,6889678.000,2602104.000,1519708.000,1519672.000,2109498.000,1905551.000,1883864.000,1483532.000
LiabilitiesAndStockholdersEquity,274195.000,446220.000,340721.000,443798.000,369577.000,810820.000,443576.000,636647.000,593426.000,997487.000,972772.000,1236865.000,900977.000,724917.000,745455.000,,5632419.000,4051051.000,2894677.000,1917065.000,2807546.000,5466248.000
LiabilitiesCurrent,1955852.000,2353268.000,2581877.000,2495569.000,3414301.000,3007826.000,3385738.000,1385174.000,3469065.000,2347920.000,3905940.000,4842380.000,6203321.000,6066223.000,6889678.000,2602104.000,1519708.000,1519672.000,1554394.000,1473175.000,1574215.000,1296610.000
LitigationReserveCurrent,,,,,,,,,,,200000.000,200000.000,200000.000,200000.000,200000.000,,,,,,,
LongTermDebtNoncurrent,705593.000,630153.000,546600.000,89300.000,89300.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,,,,,,,,,,,,0.490,,,,,,
NotesPayable,,,,100000.000,100000.000,,,,,,,,,,,,,,,,,
NotesPayableToBankCurrent,0.000,0.000,,,0.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,32000.000,36000.000,36000.000,36000.000,36000.000,37000.000,37000.000,37000.000,37000.000,,,,38000.000,28500.000,19000.000,9500.000,39000.000,29250.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,39000.000,3600.000,3600.000,3600.000,3000.000,0.000,0.000,0.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,38000.000,39000.000,39000.000,39000.000,39000.000,3600.000,3600.000,3600.000,3000.000,3600.000,3600.000,3600.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,37000.000,38000.000,38000.000,38000.000,38000.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,3000.000,3600.000,3600.000,3600.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,36000.000,37000.000,37000.000,37000.000,37000.000,38000.000,38000.000,38000.000,38000.000,38000.000,38000.000,38000.000,39000.000,39000.000,39000.000,39000.000,3000.000,3000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,27750.000,18500.000,9250.000,,,,,,
OperatingLossCarryforwards,,,,16959000.000,9470000.000,10242000.000,11429000.000,11723000.000,13969000.000,15332000.000,,,,,,,,,,,,
OtherLongTermDebtCurrent,,,,598800.000,471574.000,378599.000,978843.000,0.000,0.000,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,0.010,0.010,,,,,,,
PreferredStockSharesAuthorized,,,,,,,,,,,,40000.000,10000000.000,10000000.000,20000000.000,,,,,,,
PreferredStockSharesOutstanding,,,,,,,,,,,,20550.000,20550.000,20550.000,20550.000,,,,,,,
PreferredStockValue,,,,,,,,,,,,206.000,206.000,206.000,206.000,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,30649.000,30148.000,62281.000,23007.000,27409.000,56009.000,35585.000,34462.000,60588.000,122645.000,149524.000,148950.000,190015.000,79290.000,202591.000,213223.000,271579.000,170889.000,221187.000,163188.000,148637.000,160282.000
PropertyPlantAndEquipmentGross,,,,,,,,,175019.000,247396.000,247396.000,277973.000,275446.000,267011.000,257757.000,252025.000,283677.000,300317.000,301726.000,308760.000,316393.000,343291.000
PropertyPlantAndEquipmentNet,5009.000,4600.000,4453.000,3832.000,3521.000,3210.000,12453.000,37491.000,158110.000,221102.000,204658.000,216946.000,196479.000,171313.000,147243.000,126570.000,139598.000,137633.000,121469.000,110910.000,101496.000,112709.000
RelatedPartyTransactionDueFromToRelatedParty,,,,2000.000,2000.000,2000.000,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,,,-40492437.000,-42668806.000,-45230087.000,-46285679.000,-47018451.000,-48360298.000
