,2015-08-31,2016-08-31
AdjustmentsToAdditionalPaidInCapitalOther,22230.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,2288.000,160968.000
CostOfGoodsSold,7000.000,
CostOfRevenue,7000.000,
CostsAndExpensesRelatedParty,,15000.000
DebtInstrumentDecreaseForgiveness,,22143.000
Depreciation,160.000,3616.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,-0.000
EarningsPerShareBasicAndDiluted,-0.010,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.350
GrossProfit,1200.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-36679.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-36679.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,-7810.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,77226.000
IncreaseDecreaseInAccountsReceivable,,-28200.000
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,8619.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-9167.000,
IncreaseDecreaseInPrepaidExpense,,22501.000
NetCashProvidedByUsedInFinancingActivities,39900.000,266697.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,39900.000,266697.000
NetCashProvidedByUsedInInvestingActivities,0.000,-100000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-100000.000
NetCashProvidedByUsedInOperatingActivities,-37612.000,-5729.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-37612.000,-5729.000
NetIncomeLoss,-28605.000,-44489.000
OperatingExpenses,29805.000,64879.000
OperatingIncomeLoss,-28605.000,
OtherNonrecurringIncomeExpense,29805.000,
PaymentsToAcquireIntangibleAssets,,30000.000
PaymentsToAcquireOtherProductiveAssets,,70000.000
ProceedsFromContributedCapital,,2797.000
ProceedsFromContributionsFromAffiliates,17100.000,
ProceedsFromIssuanceOfCommonStock,22800.000,163600.000
ProceedsFromPreviousAcquisition,,300.000
ProceedsFromRelatedPartyDebt,,100000.000
ProfitLoss,-28605.000,
Revenues,8200.000,28200.000
SalariesWagesAndOfficersCompensation,,15000.000
SalesRevenueGoodsNet,8200.000,
SalesRevenueNet,8200.000,28200.000
SellingGeneralAndAdministrativeExpense,,49879.000
StockIssuedDuringPeriodSharesOther,570000.000,
StockIssuedDuringPeriodValueIssuedForServices,,100000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,9465574.000
WeightedAverageNumberOfSharesOutstandingBasic,3130452.000,
