,2013-11-30,2014-11-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,18350.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-63.000,-92.000
CurrentFederalTaxExpenseBenefit,,10027.000
CurrentIncomeTaxExpenseBenefit,0.000,
EarningsPerShareBasicAndDiluted,0.000,
GeneralAndAdministrativeExpense,3475.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,5700.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,3000.000,
LegalFees,7588.000,
NetCashProvidedByUsedInFinancingActivities,0.000,23700.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,23700.000
NetCashProvidedByUsedInInvestingActivities,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,
NetCashProvidedByUsedInOperatingActivities,-63.000,-23792.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-63.000,-23792.000
NetIncomeLoss,-3063.000,-29492.000
OperatingExpenses,11063.000,29492.000
OperatingIncomeLoss,-11063.000,-29492.000
ProceedsFromContributedCapital,,18350.000
ProceedsFromContributionsFromAffiliates,0.000,
ProceedsFromIssuanceOfCommonStock,0.000,13700.000
ProceedsFromLoans,,10000.000
ProfessionalFees,,29214.000
ProfitLoss,-3063.000,
RepaymentOfNotesReceivableFromRelatedParties,0.000,
Revenues,0.000,
SalesRevenueGoodsNet,8000.000,
SalesRevenueNet,0.000,
SellingGeneralAndAdministrativeExpense,,278.000
StockIssuedDuringPeriodValueIssuedForCash,,13700.000
WeightedAverageNumberOfDilutedSharesOutstanding,,6279214.000
WeightedAverageNumberOfSharesOutstandingBasic,,-0.010
