,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilities,3700.000,,12434.000,17300.000,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,12211.000,,,15800.000,30778.000,158179.000,23934.000,28492.000,31429.000,30704.000,45700.000,52843.000
AccountsReceivableNetCurrent,,42653.000,50215.000,62161.000,44000.000,48183.000,50440.000,43253.000,48000.000,50800.000,79800.000,67500.000,61500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,30908.000,40307.000,58781.000,77310.000,59222.000,,,
AdditionalPaidInCapital,263359.000,583199.000,583199.000,783099.000,783099.000,885097.000,885097.000,1037233.000,1126783.000,1126783.000,1293783.000,1293783.000,1293783.000
Assets,24956.000,466934.000,418583.000,583868.000,512220.000,748296.000,782721.000,767103.000,807484.000,778035.000,950191.000,980210.000,984814.000
AssetsCurrent,19835.000,388813.000,340462.000,505747.000,434099.000,378808.000,321552.000,280272.000,287344.000,181699.000,324913.000,354932.000,287140.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,-30908.000,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,369488.000,,,,,,,
CapitalizedCostsProvedProperties,,,,,,343875.000,,,,,,,
CapitalizedCostsUnprovedProperties,,,,,,56521.000,,,,,,,
Cash,19835.000,26160.000,10247.000,20253.000,23432.000,20625.000,17779.000,22541.000,57092.000,34471.000,45204.000,92929.000,31137.000
CashAndCashEquivalentsAtCarryingValue,19835.000,,10247.000,20253.000,,33824.000,17779.000,22541.000,56799.000,34471.000,45204.000,92929.000,31137.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,5781800.000,5941800.000,5941800.000,6041800.000,6041800.000,6644200.000,6644200.000,8778005.000,9228005.000,9228005.000,9728005.000,9728005.000,9728005.000
CommonStockSharesOutstanding,50000.000,5941800.000,50000.000,6041800.000,6041800.000,6644200.000,6644200.000,8778005.000,9228005.000,9228005.000,9728005.000,9728005.000,9728005.000
CommonStockValue,,5942.000,5942.000,6042.000,6042.000,6644.000,6644.000,8778.000,9228.000,9228.000,9728.000,9728.000,9728.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,,,153000.000
DeferredTaxAssetsGross,,,,112500.000,137600.000,99375.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,112500.000,137600.000,99375.000,,,,174000.000,171000.000,153000.000,156000.000
DeferredTaxAssetsValuationAllowance,,,,-112500.000,-137600.000,-99375.000,,,,-174000.000,-171000.000,-153000.000,-156000.000
DepositAssets,1500.000,,,,,,,,,,,,
DueToRelatedParties,,,19900.000,24000.000,,,,,,,,,
